layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.23670788734425713,3.7113269224423477e-06,0.21075081926380657,0.27506038871894417,0.0068949389242192,0.07591499257620762,0.8979199603565781,-413.03311165447104,0.23662659764504992,0.0019264804495353878
fc1.bias,0.4041797298542702,0.39520180612502026,7.593426837856124e-06,0.35216353617199236,0.44347241214024324,0.0989518972456589,0.06399409604694786,0.2487679750903324,-463.33813271447167,0.39577589067972246,0.0027556173242770064
convs_code_file.2.bias,0.5012725556718685,0.3221548254013235,3.0038483307886163e-05,0.2870570445882992,0.358120435500033,0.0198565520812984,0.0,0.4619917186192343,-458.3485735161937,0.32230588653501663,0.005480737478468185
convs_code_file.1.bias,0.7504679668033454,0.43657024045414733,3.407264794235087e-05,0.3901297867797427,0.5190990040807972,0.0980229671362744,0.07509592180487708,-16.506544301897836,-70.39426104862063,0.4373239565426293,0.005837178080404117
convs_code_file.0.bias,0.214765230563731,0.3455997377664313,5.1923467172737104e-05,0.30107650302952743,0.40707588151271146,0.1067139804466189,0.038741020740089255,0.8618580967635031,-459.842104967861,0.34478784839601334,0.007205794000159612
convs_code_line.2.bias,0.037765972353141,0.01965501737386667,9.101494492811971e-05,0.015662062500188013,0.023010427529019373,0.0153167726992365,0.0,-0.00659343781492705,-464.3160491392392,0.01937952175791519,0.00954017530908732
convs_code_line.1.bias,0.0163964374986086,0.33928900750561375,1.8385003187194775e-05,0.28903948961180076,0.39451518927439766,0.0105102822234692,0.0,0.2069943365085306,-464.5918665190203,0.3401918905120321,0.004287773686564431
convs_code_line.0.bias,0.0390049240477585,0.27148031323398747,3.972815695649409e-05,0.22911036336405566,0.3094546127898368,0.0076420205794523,0.020272492196402148,0.07082835007642907,-464.3318967483423,0.2714332462989346,0.006303027602390242
convs_msg.2.bias,0.0464563829802717,0.2781915827127461,7.882967649561938e-05,0.2245041780453982,0.33063003902006416,0.0131193286777906,0.05725345191269293,0.6652213978232268,-463.2016502224619,0.2786664774236574,0.008878607801655582
convs_msg.1.bias,0.7319309612606568,0.3579455050735541,9.91024444337826e-05,0.30114867586760935,0.406295920946077,0.1715182425610702,0.0,-0.9432881615450689,-451.5190649294138,0.35800567193458116,0.009955021066466003
convs_msg.0.bias,0.0203104796291033,0.1496809375262131,6.506004257770422e-05,0.13444553434184323,0.17785491993591696,0.007351787661552,0.0,2.661164647678569,1837.0606804502015,0.14989238812034075,0.008065980571369105
