Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.17126590516198e-09,1.78023541931626e-18,1.0215144724545573e-09,5.446814626596154e-09,1.831291045712778e-06,0.020884424568294,-2.4914798998398386,2.154819097351009,0.03179159970143382,1.106446058037958e-09,1.3342546306145085e-09
1,parameters/classifier.out_proj.weight,1.051902161619404e-07,9.52852733748095e-18,9.506957394583758e-08,1.054404258774336e-07,-4.371185445960871e-05,0.0187137944230178,-1.5895423785412832,2.275601883131062,0.029585793102761684,9.757103854828758e-08,3.086831277780006e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.028858722744176e-07,2.034330803153656e-14,9.738185606162202e-08,5.776336648071471e-07,-0.0113615072623671,0.1283658394965572,1.5875819538418523,3.8377774660670463,0.0,3.155973928370139e-07,1.4262996891094295e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.697085990568433e-08,4.005090445724193e-16,1.0579803847879842e-08,8.078964304935975e-08,0.0003445132038981,0.0755137771931206,2.8097254814446524,10.306864156752958,0.0,4.4000960167850205e-08,2.0012722068035102e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.8511135075567025e-06,6.7524498712887345e-12,1.0375123830538424e-06,9.958056487932016e-06,-0.0002076929983255,0.0251005607441857,4.0273859821383375,21.37579120735555,0.018778728999117745,8.057118746422186e-06,2.5985476465304104e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.2597987360001872e-08,8.591562362916177e-19,1.0864117202085344e-08,1.4621332431059708e-08,0.3357254763638286,0.0639204642931742,0.5701793540519061,-0.20736021465291854,0.0,1.4252231091846818e-08,9.269068110072435e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.880405269110862e-06,2.4815979127411626e-12,1.0041383806983693e-06,6.552406861614189e-06,8.546326140564047e-05,0.1016103293044025,1.160687063456726,1.9095489947815123,0.0,1.3739417965299683e-06,1.575308830909407e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.3222342974719058e-07,1.325900518929111e-16,1.0422278432865113e-07,1.4331217591513562e-07,0.000112793106243,0.1006120468130983,1.519677783814691,2.1417584186689838,0.0,1.0753725264727302e-07,1.1514775373098303e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.160715253080427e-09,3.2769278182626997e-18,1.0648315529292898e-09,8.132731098238895e-09,3.158816936226893e-05,0.0397860407903909,1.7362516959626004,3.5567414730324396,0.0,3.5615770224610062e-09,1.810228664634029e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.858531557598133e-07,2.2320680398988802e-15,9.134252455065448e-08,2.3447480068592008e-07,3.304292350580742e-06,0.0403816936415788,3.2242726164734266,13.11032953902506,0.007426873069133789,1.0542611785594133e-07,4.7244767328233095e-08
