layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.034396725264990165,0.24329756762692958,4.475363020129469e-06,0.216617884082986,0.28271775933055093,0.006889283083396269,0.0,0.5808737806923081,-413.3733298115114,0.2677899534137232,0.0021172421316291
fc1.bias,0.4318589864994832,0.45707751123708606,6.258625265153843e-06,0.4073008527977855,0.5129057188044484,0.09309899434202744,0.0,0.2890014853482787,-463.26688801317874,0.4284033283702639,0.0026590016710939
convs_code_file.2.bias,0.5132999480971092,0.32196660246307546,3.187733762038877e-05,0.2868893279622642,0.3579111992095863,0.021091957975948542,0.039037846992101055,0.8854005448853838,-458.4108527549454,0.3145698744268598,0.0053153022207551
convs_code_file.1.bias,0.7458966166996733,0.42330356353630966,2.6701140242142542e-05,0.37827436156375077,0.5033244089816277,0.09605228566408745,0.0,-16.347157835675336,-70.15519257498421,0.4266331398052918,0.005273331148238
convs_code_file.0.bias,0.2206608191034522,0.29584335739147943,4.5235142345225745e-05,0.25773018250418644,0.34846871203706764,0.11098973682507172,0.03765502573251013,1.1216808436568595,-460.0251526015806,0.2872626192634332,0.0064666071554754
convs_code_line.2.bias,0.04030829104333686,0.018419961490080395,0.00010501861118029007,0.014677910612904304,0.021564528837220792,0.016403288149891664,0.017061810542030178,0.05965763836057131,-464.2596014849673,0.0170162801289341,0.0095690646504897
convs_code_line.1.bias,0.014919340622232017,0.317170749018138,1.2631474303000954e-05,0.2701969983937023,0.36879673468089846,0.010089923614738875,0.06682579787263872,-0.12990245246530602,-465.15220904142,0.3494999867715231,0.0037021458216234
convs_code_line.0.bias,0.036631005170264234,0.2731546007655727,4.074200056620257e-05,0.23052334473337785,0.31136309740005974,0.008000208609822179,0.044896921586861864,0.36133883090432806,-464.29274594913767,0.2908063058142773,0.0060971666644722
convs_msg.2.bias,0.04335270391557449,0.25771561811823457,7.342788635415068e-05,0.20797981179336758,0.3062944034597054,0.013974257603507942,0.0,0.49713709979603954,-463.19175114808655,0.2766372664940241,0.0080447653528095
convs_msg.1.bias,0.7848631728556469,0.3458302337775767,0.0001067090484778559,0.2909557893615734,0.3925441480115372,0.17737657406887594,0.06052171219271539,-0.9755590590170372,-451.4323677235174,0.3225611949263608,0.0099888313189702
convs_msg.0.bias,0.01961979286948967,0.13214786007702586,8.365234040317671e-05,0.11869707628652076,0.15702164525516923,0.007507278265979516,0.00650488875977447,2.6532054918060815,1837.039933761636,0.1369931904927156,0.008956730136462
