Unnamed: 0.1,Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
0,0,gradients/classifier.out_proj.bias,0.12688134216167538,0.18836593714809086,9.201792207116002e-06,0.1604944480579702,0.2265906188027776,0.03161319594320928,0.09232459902382688,0.30800259462526375,-467.20216834032647,0.1877810116218927,0.0030709460346662
1,1,gradients/classifier.out_proj.weight,0.04125592454767246,0.377353350334227,1.5346155198946276e-05,0.31040968004733804,0.44194125619833485,0.00046698821572730147,0.043663521679935154,0.45227789359093984,-466.5087826164233,0.3652360144532368,0.0040956798673991
2,2,gradients/classifier.dense.bias,0.10649108421792716,0.3707404068146844,8.862759624264483e-05,0.3162163741838338,0.41085095958279805,0.05571691700576206,0.03113525346283806,0.45634210538599024,-464.3800839253363,0.379593807837913,0.0089237023764606
3,3,gradients/classifier.dense.weight,0.04944127011970682,0.2472891921301817,4.889423241926019e-05,0.19938721202544984,0.2874195320901482,0.0062485582628543646,0.0,0.6567834255703664,-452.02608592646715,0.2444173794482463,0.0072205670046998
4,4,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,0.04047730426298595,0.11573948932223643,8.296719861471672e-06,0.09519145143950808,0.13475007226345662,0.008298944181608885,0.0,-3.216671951743808,-451.25206310016165,0.1103712088031733,0.0027157137885194
5,5,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.bias,0.012488666923366516,0.37743274527941756,1.5749803983391697e-05,0.3375045876176686,0.4206196693952588,0.011899889959463911,0.0,0.311210057116741,-464.30795181934224,0.3695250085781233,0.003992993817046
6,6,gradients/encoder.roberta.encoder.layer.11.output.dense.bias,0.20604588720012082,0.16935328336733363,4.875446142452944e-05,0.14946744495472947,0.18954956024106578,0.06736245842631518,0.0,0.22737885928915774,-463.466174531715,0.159568339434774,0.0072401457301045
7,7,gradients/encoder.roberta.encoder.layer.11.output.dense.weight,0.006757496934773979,0.3940676080884291,3.202612295149375e-06,0.33603899401796694,0.4428904443423138,0.002342228997421529,0.07404931597921735,1.8109111448412636,-353.7425147461177,0.4247924640539512,0.001782673813309
8,8,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.bias,0.07507242413589268,0.4602931345795922,1.810897426810379e-05,0.39668345173108627,0.5210184890165178,0.014821788985228807,0.08534156237777682,1.009057494296015,-438.85107541792047,0.4303924608240186,0.0044324432286527
9,9,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.weight,0.18260260510216514,0.3491316245321014,4.8970124008803254e-05,0.3096463263012824,0.4104376859779161,0.04588361756265096,0.0,0.1398665546867951,-386.8747719058796,0.3750690926864574,0.0066294446725536
10,10,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,0.04615503071449105,0.11519957443948821,1.1048876778211833e-06,0.10303265250366518,0.13438600774653356,0.002253599187385022,0.03100569515434521,-0.2236408681072205,-458.5412741119887,0.1215728569215315,0.0011392440800631
11,11,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.bias,0.0018210747028398835,0.13423531743627784,3.424136344131778e-05,0.10720683943102269,0.14946980034523202,0.0007014513482700039,0.02242796417808178,0.43302816733450206,-465.27058435827763,0.1338921679116524,0.0059921690231219
12,12,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.bias,0.03305292999092428,0.3597103291352061,1.0340597325146676e-05,0.29559701036391045,0.42095960533468063,0.01133108945206498,0.09803891549038982,0.22158371899626428,-464.7402988612135,0.3411731484855629,0.0033267487113937
13,13,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.weight,0.012572201661234872,0.21903611755472327,4.044998785083059e-05,0.18905326489613017,0.25898606315238437,0.005704920680459817,0.0,0.07344310426591615,-456.2573873162894,0.2273365333554259,0.0068019356931299
14,14,gradients/encoder.roberta.encoder.layer.11.attention.self.value.bias,0.06085099070998204,0.014621822131725588,9.270821554765101e-06,0.01290375930415676,0.017371940358207952,0.010776810344679167,0.0,0.2939768754201217,-464.9294071475504,0.0155810488948639,0.003124775948321
15,15,gradients/encoder.roberta.encoder.layer.11.attention.self.value.weight,0.03830418829140035,0.5088516472736831,7.565233157754258e-05,0.4526710916305936,0.5921111845361986,0.003636750205990357,0.06015727583335818,0.28278782682258125,-447.49428873684434,0.4767138389150728,0.0084045423030505
16,16,gradients/encoder.roberta.encoder.layer.11.attention.self.key.bias,0.01770395335892404,0.2842172096984698,5.1645919076434164e-05,0.24124871517584276,0.31802559432444866,0.007926865319801286,0.0,-0.29404244828993453,-460.75575932291343,0.274216872998596,0.006947728893672
17,17,gradients/encoder.roberta.encoder.layer.11.attention.self.key.weight,0.0832814632794177,0.23753564895595372,0.00010590477280316285,0.20628516239978778,0.26669128218170424,0.016679935767544875,0.015296436855656305,2.0990863607901065,-357.54162156477497,0.2283316349357232,0.0096092097087232
18,18,gradients/encoder.roberta.encoder.layer.11.attention.self.query.bias,0.06476202083825991,0.5539406051765636,7.517445124193093e-05,0.4628595885777598,0.6091413436840941,0.012726281914447577,0.0,0.5330097652522099,-454.71254363460827,0.5065923414772922,0.0088597908497542
19,19,gradients/encoder.roberta.encoder.layer.11.attention.self.query.weight,0.0027192418737874056,0.2528328168409792,1.1661405950615051e-05,0.22585268876426767,0.29865546088611655,0.0012533060418339203,0.0,0.7472636754260839,-412.2181936815351,0.2627302480148026,0.0035588772680508
20,20,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,0.008741016202351189,0.016472201644537186,3.532585414771503e-05,0.013038711836926625,0.017510780694876167,0.0001853467808536023,0.0,1.7175982321899743,-438.61444245670606,0.0148594793976529,0.0064159630728773
21,21,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.bias,0.04179345873484022,0.5069599656552265,4.909604170502475e-05,0.4341090765943459,0.5621179294879031,0.010766886123219984,0.0,0.05605217773155236,-464.32924660252013,0.5110155854910897,0.0066976470953326
22,22,gradients/encoder.roberta.encoder.layer.10.output.dense.bias,0.0038562190199394166,0.523605944064392,6.648891700460569e-05,0.4466730207979182,0.6228101430319442,0.0021450502704356603,0.06183209967396635,0.2514548064445235,-464.2684530074857,0.4845580075187948,0.008106155713991
23,23,gradients/encoder.roberta.encoder.layer.10.output.dense.weight,0.35583156413722267,0.3572674958149336,8.106748769958084e-05,0.2983385040389581,0.40305243885003944,0.09784436378752392,0.0,0.909667465964131,-381.5839345954883,0.3562230233997855,0.0088758250899239
24,24,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.bias,0.04429022694863583,0.3800659292531682,3.541545119967017e-05,0.3381764245426432,0.43675076322453615,0.004325751690809554,0.0,-1.5035486571148466,-450.4561204689146,0.3946221721982191,0.0059000918150855
25,25,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.weight,0.12920351470721875,0.48043767267188264,9.570617144492996e-05,0.41777644624273275,0.5663092507203474,0.01464680099183847,0.0,-0.7597316747162692,-204.88937287485032,0.4368461591258025,0.009383418043351
26,26,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,0.1161406048286068,0.2402239698642403,1.7453267688995606e-06,0.19464277490071072,0.2784326172175267,0.03716297750882688,0.021897276399685413,1.2745678434908112,-444.79296743206703,0.2407577949781278,0.0013656469843054
27,27,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.bias,0.06885230563553804,0.30493019813825695,1.5003733512268344e-06,0.25260639872008417,0.3533342270353524,0.018839894171554843,0.0337909737354387,0.4414535526654798,-465.3253319871733,0.3128680240745705,0.0012999778103238
28,28,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.bias,0.029710512981447425,0.11721758857449964,3.216365852363101e-05,0.09744911698639817,0.12970065733203226,0.01096007485446295,0.07406935265516733,0.49784974496155193,-464.6883978641138,0.1081145730026475,0.0058762507972574
29,29,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.weight,0.4716637290062166,0.3767166429063705,1.7948817010328392e-06,0.32529178065266345,0.418186039374322,0.12106670008375074,0.0,0.5636263325813926,-455.1637079354037,0.38834671420736,0.0013511959046956
30,30,gradients/encoder.roberta.encoder.layer.10.attention.self.value.bias,0.23830348272251833,0.2796504641992037,8.794338214571143e-05,0.24148333524391422,0.3278354414373819,0.09446993733673828,0.09234115579111438,0.3181705533542871,-463.6771710088164,0.3105733924817609,0.0097793863968827
31,31,gradients/encoder.roberta.encoder.layer.10.attention.self.value.weight,0.00893370742509899,0.27582420964652343,2.518382900573934e-05,0.2428730911111026,0.31123637494870754,0.0010334175150451307,0.0,2.3370613753070533,131.5540738621577,0.2764756243952633,0.0048200262544095
32,32,gradients/encoder.roberta.encoder.layer.10.attention.self.key.bias,0.8619444724844479,0.1335429692879639,5.460916892538804e-05,0.1205609759133921,0.15921156874608222,0.1828315236042817,0.017552737887991547,2.154790585032957,-442.3582664768592,0.1238828581809855,0.0075327662380963
33,33,gradients/encoder.roberta.encoder.layer.10.attention.self.key.weight,0.0436038329362083,0.25518547832857,3.623008021715253e-05,0.2086576861726779,0.2878033189897435,0.0020253196527160087,0.0,0.1417291504335772,-390.1290794945565,0.2574188301984219,0.0060279184350549
34,34,gradients/encoder.roberta.encoder.layer.10.attention.self.query.bias,0.02626844398911522,0.33612165119884135,6.178699957457703e-05,0.27807559526373105,0.4014955095769929,0.003446572415480347,0.0,0.645900292807622,-456.0173902149952,0.3591015970153731,0.0080479843610249
35,35,gradients/encoder.roberta.encoder.layer.10.attention.self.query.weight,0.028785960381813098,0.2755305415364067,1.9291805803584935e-05,0.23182470002776845,0.30969426615285905,0.012015510106510934,0.0,2.621373816225935,152.04325709197514,0.290550648067071,0.0043190741234344
36,36,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,0.17052262466637022,0.36407077418112166,1.5966847740028864e-06,0.2961960598430628,0.4031238512151309,0.04183928849985246,0.039192775050003154,7.623992344013548,-343.5105000114309,0.4029517265767364,0.0013513048512343
37,37,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.bias,0.5202850066532949,0.38540017669737664,2.6432278956052194e-05,0.32629424485417363,0.4273171037083235,0.1270274619621134,0.0,0.302124923745387,-465.20092912741325,0.4136001668589218,0.0052453277236884
38,38,gradients/encoder.roberta.encoder.layer.9.output.dense.bias,0.04197386116409934,0.29514004976447855,4.762067358174396e-05,0.24948020080630354,0.33717705365211126,0.014061540635655,0.0,0.5593751458504548,-463.70488573014427,0.2765481392041543,0.0068167022743932
39,39,gradients/encoder.roberta.encoder.layer.9.output.dense.weight,0.006455347506374196,0.37403042978748646,3.066549807350224e-05,0.31404265559692757,0.43596236501162816,0.0007875650232485657,0.04456549290869914,2.891893815923432,-293.4487785538463,0.36882248880585,0.0057768120840114
40,40,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.bias,0.010924889633587412,0.47132843951857006,5.1329024521140675e-05,0.3844666120417149,0.521413481598886,0.0009217855948139234,0.0,-2.497780296002406,-423.90055944034486,0.4438792921384749,0.0067984488511433
41,41,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.weight,0.06819641322715946,0.12619542505435913,1.953711346634617e-05,0.1126468965924747,0.14585096888021698,0.014753376376666669,0.0,1.1927771879676372,-369.7795773116728,0.1180214635155269,0.0045270261325244
42,42,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.weight,0.008047875014970137,0.33428690890587953,2.0302783290057236e-05,0.2857355502300196,0.39928083622402993,0.010262502026840833,0.06720815012287118,6.66752494814996,-368.16369088208586,0.3373376681530132,0.0043519308548503
43,43,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.bias,0.05068036202092898,0.4613650028350124,4.334059660478808e-06,0.3774934390362707,0.5098484327724148,0.016745229561504447,0.0,0.20565649503990846,-464.7799134003593,0.493891299357663,0.0020330273543718
44,44,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.bias,0.042731295895939964,0.10541959411411923,1.3232578513756317e-05,0.09223319764370315,0.11760109803097477,0.002515491234591001,0.08659990601930437,0.012625559605124487,-463.26868517290956,0.1012960687987351,0.003778529756751
45,45,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.weight,0.6010883035440138,0.40787836022618956,4.745984756124303e-06,0.36030751640297015,0.46116644268987894,0.14772898550170604,0.0,0.1870150448586472,-439.10629656741844,0.4021507824969105,0.002185032955533
46,46,gradients/encoder.roberta.encoder.layer.9.attention.self.value.bias,0.02316765665067513,0.36367276322715253,7.122712347632957e-05,0.3226297715831591,0.42648214318282807,0.009023149693732533,0.0,0.633506806957391,-462.47293665003616,0.3592079981161692,0.0084372062041597
47,47,gradients/encoder.roberta.encoder.layer.9.attention.self.value.weight,0.12311266606698737,0.22473674593987047,9.745092595159847e-05,0.19725642884936748,0.2661497646489123,0.010434559186000253,0.04177285539094183,24.587394374880912,5013.100620168908,0.2210177863397709,0.0102021675935119
48,48,gradients/encoder.roberta.encoder.layer.9.attention.self.key.bias,0.0025249218941883513,0.2534656890199134,7.402725110586047e-05,0.22266699194934647,0.28772832612734583,0.0017155786981596756,0.06320007597833552,1.1198717941094116,-449.3090033101811,0.2432349831863819,0.0087088845250324
49,49,gradients/encoder.roberta.encoder.layer.9.attention.self.key.weight,0.02615673007279212,0.4068758843068689,3.937928141212944e-06,0.3561659220509184,0.47841724196400603,0.006036283830780175,0.0742471636306126,-1.902001093197509,-23.84434073491316,0.4402939724672846,0.0018516062332711
50,50,gradients/encoder.roberta.encoder.layer.9.attention.self.query.bias,0.08286018709633199,0.5010566046572954,8.73508075957267e-05,0.4422454039881465,0.5671856379750134,0.012763393767789188,0.039924752300403876,4.0139715997492e-05,-453.8784442181622,0.5015080619536012,0.009537659304997
51,51,gradients/encoder.roberta.encoder.layer.9.attention.self.query.weight,0.05179460249834597,0.30362461110613764,1.4710380493401318e-05,0.27142789307162035,0.33805226795491944,0.0011129390474498755,0.04941900611256781,0.346646913721937,9313.446484069453,0.2811094697223616,0.003695436691843
52,52,gradients/encoder.roberta.encoder.layer.8.output.LayerNorm.weight,0.38301137108898536,0.4703060557627346,2.151804717526377e-05,0.4024583871603381,0.5460272186267856,0.09464412096563808,0.049900513174353935,11.357326462232791,-295.31581616410614,0.4511545836430057,0.0048517334727132
53,53,gradients/encoder.roberta.encoder.layer.8.output.LayerNorm.bias,0.05108455127738831,0.23213558429568748,6.630759491448967e-05,0.20163800963128314,0.27324535779992254,0.007833107375073608,0.033537415738167944,0.1476790812127923,-464.617723733162,0.2367307451600286,0.0075993343735629
54,54,gradients/encoder.roberta.encoder.layer.8.output.dense.bias,0.0015944172449750692,0.35101093981155235,3.8811121227414946e-05,0.29875081257968045,0.3888970107676113,0.0022776786372590368,0.08746453321998479,0.21980817358314703,-458.61240167681626,0.3868625597295179,0.0060731494552379
55,55,gradients/encoder.roberta.encoder.layer.8.output.dense.weight,0.062476792546032445,0.3063527150522179,4.603986502214509e-06,0.2551173953019765,0.3396223259805135,0.01827226170893385,0.0,3.0860473643467574,16.09238153451543,0.2826029289569886,0.002315049709425
56,56,gradients/encoder.roberta.encoder.layer.8.intermediate.dense.bias,0.03568399101363087,0.3748106606741059,5.344998012754301e-05,0.30346138236137826,0.41520151071636924,0.01076692565133427,0.09724365362384614,-5.1209552909950355,-387.6772153442901,0.3861492458306816,0.0077668122994982
57,57,gradients/encoder.roberta.encoder.layer.8.intermediate.dense.weight,0.25785857887176966,0.14215735259550583,3.375544032939265e-06,0.12315159922714253,0.15674797327290868,0.08802538993108186,0.008350545342568204,-15.309562065544515,2702.5615632477834,0.133841898047295,0.001713717435335
58,58,gradients/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.weight,0.03819042402174708,0.4773911153020048,9.712718300191762e-05,0.3998102626794956,0.56421937707854,0.01694129134657439,0.0,9.997742500390626,-324.4817091870653,0.48127529786888,0.0100120752434214
59,59,gradients/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.bias,0.008313337159983537,0.44480508602576935,5.3166607319683996e-05,0.3721987858568595,0.4924949457064138,0.0010203311833170098,0.0,0.5131302786531124,-462.3814148457179,0.4739922690097028,0.0073763084396064
60,60,gradients/encoder.roberta.encoder.layer.8.attention.output.dense.bias,0.4976913241564421,0.32206626098851565,2.7579825544246903e-05,0.2869781289968141,0.3580219836887182,0.0190055101828353,0.0,0.4750064759465975,-458.5409364328512,0.3245358556301135,0.005486811804396
