layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.3919354377136854e-07,9.457202843042316e-15,1.049891911059414e-07,4.846310726638565e-07,-3.1558510518864194e-05,0.0200467691820429,0.5600467053815348,-0.11763794293301436,0.03685080713428159,4.822956634511254e-07,9.724815084639049e-08
fc1.bias,3.720757870469823e-08,2.2588775339989206e-16,9.507282545456372e-09,5.7227941048742404e-08,0.7224649448495858,0.1133428719451089,1.0616617422200625,0.804017648986585,0.0,2.607957153106356e-08,1.502956264832387e-08
convs_code_file.2.bias,7.68224613839328e-05,5.503975586668349e-10,9.560064755498562e-06,8.341228286838387e-05,0.8051789876384037,0.1374376907114736,-0.14800137006852845,-0.5778296738165607,0.06038565829591034,3.114102924813202e-05,2.3460553247245372e-05
convs_code_file.1.bias,4.856338663527732e-08,5.064663633350184e-16,9.124448299063817e-09,7.808904112952416e-08,-0.0001044009550747,0.0706972257171937,1.7769682487525147,3.3279981660777413,0.032151343723252145,3.559533154403986e-08,2.250480756049734e-08
convs_code_file.0.bias,4.5349330803535985e-09,3.741375501108503e-18,9.075372774027518e-10,7.4423853353627075e-09,0.563354952842928,0.1337718840011416,0.0594043345391809,-0.7777415996083996,0.06154054762205166,2.240879148112038e-09,1.9342635552345244e-09
convs_code_line.2.bias,4.606264855784053e-07,6.41944120976467e-14,9.769987635134157e-08,9.565993181903128e-07,1.953889443484899e-05,0.039087298509953,2.7231589795671445,8.974425915610663,0.0,1.9279773215939382e-07,2.533661621007169e-07
convs_code_line.1.bias,1.187709512615509e-06,5.997383895129647e-13,9.119858392809175e-07,3.2860700644068083e-06,6.742295416513179e-06,0.0432375307227778,2.4476567652489343,5.575089677085704,0.07298647308255564,3.0488591253814448e-06,7.744277819867807e-07
convs_code_line.0.bias,2.6284129781841756e-07,9.505949953656372e-15,9.76685587301775e-08,4.450013636908656e-07,0.0005278906998377,0.0197473282303864,0.6397505678222966,-0.1760432246390799,0.0,1.1137414897161209e-07,9.749846128866021e-08
convs_msg.2.bias,2.1281897979447452e-08,2.1019299983197896e-16,9.775231873963654e-09,5.734430872188994e-08,-0.0006588076272084,0.0546666985913124,4.938355050855215,29.83496944611043,0.09870917716325078,1.4367287505164429e-08,1.4498034343730155e-08
convs_msg.1.bias,1.9022406510903447e-07,1.840327796970517e-14,9.601852654100382e-08,5.39037712732074e-07,6.062533815187235e-07,0.0751172360038982,1.2304814858731958,2.3957973479515773,0.0,2.3127701406663466e-07,1.356586818810546e-07
convs_msg.0.bias,1.1250784260050086e-08,8.485588075583852e-19,9.702330644070674e-09,1.3057756931762947e-08,0.3357254763638286,0.0639204642931742,0.5188584756688757,0.24363310403761237,0.005433493810453816,1.2728126537723627e-08,9.211725178045561e-10
