layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03475110305275855,0.23273929410823888,3.809223395393689e-06,0.20721741661635168,0.2704487857410553,0.006557734906773829,0.0,0.7202396359408897,-413.10928327771734,0.2535564885492846,0.0020520823663752
fc1.bias,0.3704677106585555,0.3660903165997045,8.289469168253604e-06,0.32622234628981367,0.41080519685757033,0.10488839068608483,0.0,0.3357397643979869,-463.2531398104714,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.47630293913671534,0.30711025321970264,2.5493551708503933e-05,0.2736515324337894,0.341396275820345,0.01845139788808725,0.094789547836864,0.8285063754735736,-458.8062904239073,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.7743501396701243,0.44864549056513814,3.224277215935062e-05,0.4009205240187545,0.5334569463448444,0.09817389353985372,0.030378965522789625,-16.65388826827925,-70.62440025010754,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.22981403427215047,0.3397542366009102,4.190907070295527e-05,0.2959840713606135,0.4001905680132947,0.09970148359743206,0.0367855555604701,1.0101799717045783,-460.029824447703,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.03953760955377171,0.019106024925465565,7.893605487569622e-05,0.015224598931703881,0.02236771372685765,0.014651757029085343,0.0,-0.05352511126082746,-464.1803410015735,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.01480125334084188,0.30433477382446306,1.6222306501331973e-05,0.25926206199265145,0.3538714436427844,0.010561408368134928,0.007941700093701187,0.3468444074555733,-464.9144874453814,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.0378083752078241,0.2727329389831327,4.061598655864179e-05,0.23016749173232331,0.3108824541369853,0.008067752776939718,0.05908380537880647,0.1752553818621358,-464.3368488942803,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.04578386925571161,0.2616315409799667,7.784802964759061e-05,0.21114001180657263,0.3109484685322311,0.013919231171955064,0.00844770295958759,0.3877232039137402,-463.0115204242168,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.7669095699723609,0.3543609901839003,9.940330186416417e-05,0.29813293213749836,0.40222721842685544,0.1825860494760421,0.0,-1.2064133376303985,-451.528378409371,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.019409120042567965,0.13819356264744312,6.233761378581851e-05,0.12412741181210675,0.1642053118221269,0.006948512409605268,0.0639823095399381,2.7717428883487836,1836.715062179816,0.1448155608672209,0.0083536486385435
