layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,3.891142960615436e-07,9.320822278510983e-15,9.301774985227479e-08,4.293707896291731e-07,-3.1558510518864194e-05,0.0200467691820429,0.4908915705320406,-0.08495965876139008,0.03553034237777577,4.273016765360613e-07,9.654440573389524e-08
fc1.bias,3.9767989827716244e-08,1.9416496189639426e-16,1.0161518935635337e-08,6.116603812223236e-08,0.7224649448495858,0.1133428719451089,0.9726958217497518,1.1980182348654393,0.0,2.7874217335931465e-08,1.3934308805835842e-08
convs_code_file.2.bias,8.279981409296519e-05,5.24506205584863e-10,1.0303908130670031e-05,8.99023721728407e-05,0.8051789876384037,0.1374376907114736,-0.06473625059486067,-0.3239820445457557,0.0662167704804076,3.356403044055814e-05,2.2902100462290866e-05
convs_code_file.1.bias,5.467085153115673e-08,5.128265341654371e-16,1.0271963979947523e-08,8.790973343488749e-08,-0.0001044009550747,0.0706972257171937,1.7546927750424386,3.842789475260166,0.0,4.0071898211334254e-08,2.2645673630197825e-08
convs_code_file.0.bias,5.0340028214161145e-09,4.565093126602779e-18,1.0074118259380209e-09,8.261420425053011e-09,0.563354952842928,0.1337718840011416,0.1190490952278711,-0.4149553913868697,0.07036122504152535,2.487488074061937e-09,2.136607855129897e-09
convs_code_line.2.bias,4.5350151981799823e-07,6.246117107995123e-14,9.618865566474727e-08,9.418026497356618e-07,1.953889443484899e-05,0.039087298509953,2.5668531707976676,9.139696646415844,0.0,1.8981553881331453e-07,2.499223300946742e-07
convs_code_line.1.bias,1.364043254372706e-06,6.167210530960368e-13,1.0473841616500346e-06,3.7739376986881433e-06,6.742295416513179e-06,0.0432375307227778,2.43483612218028,5.623919496485827,0.09791116566672303,3.5015091479321395e-06,7.853158938261958e-07
convs_code_line.0.bias,2.855007068824357e-07,9.642604722445191e-15,1.0608851344554757e-07,4.833646955478074e-07,0.0005278906998377,0.0197473282303864,0.36803641656188235,-0.12309144543249453,0.030543747085559382,1.209756553621646e-07,9.819676533595795e-08
convs_msg.2.bias,2.0814168892452145e-08,2.248591533087097e-16,9.560393879533274e-09,5.608400754063397e-08,-0.0006588076272084,0.0546666985913124,4.862107985642993,30.128529843243818,0.0,1.4051526275885004e-08,1.499530437532729e-08
convs_msg.1.bias,2.0806834917899103e-07,1.533334450785097e-14,1.0502570374854715e-07,5.896030398104193e-07,6.062533815187235e-07,0.0751172360038982,1.4701879293092852,2.219248904569375,0.04556280644877928,2.529723381334967e-07,1.2382788259455533e-07
convs_msg.0.bias,1.2606123267184935e-08,1.0293366577067708e-18,1.0871133358448757e-08,1.4630775034878274e-08,0.3357254763638286,0.0639204642931742,0.4570274684572567,-0.2430174446933619,0.0,1.4261435326301201e-08,1.0145622985833698e-09
