layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.23770861480110933,4.007879741270772e-06,0.21164180829572105,0.2762232586442845,0.0068949389242192,0.0,0.8496529421749092,-412.89592326172107,0.23762698143429192,0.002001968966110732
fc1.bias,0.4041797298542702,0.3641727655698429,7.940029021246664e-06,0.3245136204160947,0.4086534329550903,0.0989518972456589,0.09257995293672834,0.15749771905345944,-463.5487032077158,0.3647017762087536,0.0028178057103437916
convs_code_file.2.bias,0.5012725556718685,0.34784367272458105,2.9460599485153375e-05,0.30994717073279515,0.3866772053060986,0.0198565520812984,0.03001483320333083,0.7115380333309722,-458.84586110437806,0.3480067795769596,0.005427761922298455
convs_code_file.1.bias,0.7504679668033454,0.46889279825659486,3.0234407062577804e-05,0.4190140107033135,0.5575317830699018,0.0980229671362744,0.0,-16.55919286776344,-70.50471473867422,0.4697023175803391,0.005498582277512748
convs_code_file.0.bias,0.214765230563731,0.3419048460098581,4.937533713843399e-05,0.29785762012084444,0.40272373319043,0.1067139804466189,0.0,1.1277984996726653,-459.9142216504345,0.3411016367482892,0.007026758650930967
convs_code_line.2.bias,0.037765972353141,0.018157518997815553,7.733532558179227e-05,0.014468783821593357,0.021257283423292764,0.0153167726992365,0.09956309272726366,0.03632049187755401,-464.4655723730206,0.01790301314898812,0.008794050578760162
convs_code_line.1.bias,0.0163964374986086,0.3378410553506431,1.8090877971067834e-05,0.28780598265284607,0.39283155347765275,0.0105102822234692,0.0,0.4000500506813758,-464.74334331468975,0.3387400852071924,0.004253337274548939
convs_code_line.0.bias,0.0390049240477585,0.25461983775738345,3.361332141692761e-05,0.2148813033746999,0.29023571677519994,0.0076420205794523,0.0,0.024711425289012066,-464.5444770299686,0.25457569394738067,0.005797699665981925
convs_msg.2.bias,0.0464563829802717,0.25186913618196505,7.8017144841429e-05,0.2032616258268469,0.29934587348669434,0.0131193286777906,0.0,0.4845680896833786,-463.3488794777659,0.2522990964253637,0.008832731448506118
convs_msg.1.bias,0.7319309612606568,0.3162588093003913,8.456349218549288e-05,0.2660765963039781,0.3589782868082333,0.1715182425610702,0.0,-1.0459129943956351,-451.8342472037753,0.31631196906789233,0.009195841026545222
convs_msg.0.bias,0.0203104796291033,0.15636169219004972,6.02664938239809e-05,0.14044628263638792,0.1857931724982386,0.007351787661552,0.0814933999661587,2.5213282005213737,1837.0027569359522,0.1565825805226512,0.007763149736027291
