layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.23535437979475407,4.424863077607518e-06,0.2095457355290062,0.27348757964664283,0.0068949389242192,0.0,0.9557653780098756,-413.25347740043713,0.23527355491411633,0.002103535851276889
fc1.bias,0.4041797298542702,0.40518887925577746,6.465622504447936e-06,0.36106299699232863,0.4546793229966092,0.0989518972456589,0.0,0.34371524889441174,-463.4083324235333,0.40577747139709036,0.002542758837256782
convs_code_file.2.bias,0.5012725556718685,0.30820328138996406,3.235713560856496e-05,0.2746254785350658,0.3426113304881129,0.0198565520812984,0.06633207337140733,0.7922726331127258,-458.73118552704193,0.3083478005261797,0.00568833328915989
convs_code_file.1.bias,0.7504679668033454,0.4456647838780841,3.2488773724943996e-05,0.39825689201519954,0.5299127701062232,0.0980229671362744,0.04725098075749479,-16.481984631771827,-70.37660994764674,0.4464342012284956,0.005699892430997573
convs_code_file.0.bias,0.214765230563731,0.30958451919917057,5.07824237672099e-05,0.2697010855244271,0.3646541859961222,0.1067139804466189,0.0,1.140756589146004,-459.75887664901364,0.30885723745408533,0.007126178763349195
convs_code_line.2.bias,0.037765972353141,0.017792439304229087,9.29118952772498e-05,0.014177870775334582,0.02082987907804108,0.0153167726992365,0.031234851035705582,0.1605689739957586,-464.60062148395764,0.01754305061470723,0.009639081661509535
convs_code_line.1.bias,0.0163964374986086,0.3578507471970765,1.4707583031756151e-05,0.3048521910198731,0.416098229354228,0.0105102822234692,0.016856002098345414,0.21953817719091734,-464.33606199663916,0.3588030249052571,0.0038350466792147135
convs_code_line.0.bias,0.0390049240477585,0.3023074619691788,3.8504766214896885e-05,0.25512631702221306,0.3445938214551856,0.0076420205794523,0.0,-0.009467670061045791,-464.59423033957347,0.30225505048670703,0.006205220883650807
convs_msg.2.bias,0.0464563829802717,0.27490609578241404,7.516246733390283e-05,0.22185274792094786,0.3267252455630412,0.0131193286777906,0.05873229216558587,0.5441314313684386,-463.1521233075278,0.2753753819111003,0.008669629019393093
convs_msg.1.bias,0.7319309612606568,0.33611392089331577,9.469755057182856e-05,0.28278120770616383,0.3815153790074402,0.1715182425610702,0.0,-0.9041945878568203,-451.87039708056517,0.33617041809549036,0.009731266647863878
convs_msg.0.bias,0.0203104796291033,0.14353968349843818,5.948478816039679e-05,0.12892937314630956,0.17055771655472654,0.007351787661552,0.04618008674217895,2.562551765511403,1837.1024493342054,0.14374245849342596,0.0077126382101325415
