layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.037524214646468476,0.26952716873938115,4.48658818283513e-06,0.23997118246874058,0.31319720113909966,0.007128504338429334,0.04348773789744301,0.8664315311864186,-413.15588951605343,0.2719346492900133,0.0020487553908638
fc1.bias,0.44276370793073444,0.45170411492601376,6.671357509058757e-06,0.40251263013070043,0.5068760069293388,0.09246493094660906,0.0008966307587749728,0.002356223670631513,-463.4357623493838,0.4129400201435387,0.002764102750618
convs_code_file.2.bias,0.5108495475973645,0.31629593801929484,3.017631764578684e-05,0.28183646502887255,0.35160745746785876,0.01950392279035324,0.0,0.5908196405087247,-458.7775542213212,0.3105118123507455,0.0055926158794324
convs_code_file.1.bias,0.6777249895008131,0.3779715078954954,3.256314251073028e-05,0.337764533905684,0.4494228308264087,0.0997890986358012,0.0,-16.34966764806595,-70.76191287647272,0.4192633149190962,0.0056054166544415
convs_code_file.0.bias,0.19837867049709898,0.2922571139925393,4.854299024691522e-05,0.25460595090452204,0.34424453871339067,0.10450565465067856,0.0,0.7507050032705952,-459.563290642024,0.3156549728168749,0.0071145066884621
convs_code_line.2.bias,0.03606678754734793,0.01674882090441199,8.976651700195077e-05,0.013346265476119057,0.019608099157924067,0.014649338511062565,0.0,0.16316066299893434,-464.5677864491358,0.0172920734400454,0.0099061851345954
convs_code_line.1.bias,0.01700444369588821,0.3786882251854743,1.2114076635828837e-05,0.3226035884106771,0.44032743039151134,0.009820541162742726,0.03506607551390375,0.2682337016083298,-464.7027132479333,0.3661196498114357,0.0037249814639149
convs_code_line.0.bias,0.036914613305521225,0.2655133905122423,4.446104960707657e-05,0.22407469865356894,0.302653044976656,0.00787329385694181,0.062489961601356364,-0.014908200865185968,-464.66018981977936,0.2804995965426639,0.0064720460298701
convs_msg.2.bias,0.050074061483800905,0.2989849879571496,8.041249195826036e-05,0.24128472297647888,0.355342952043087,0.013906409435466725,0.0,0.4852399039800789,-463.46055691405024,0.2778578688891592,0.0084597662092672
convs_msg.1.bias,0.7424073812478216,0.31655720297428735,9.316208883896475e-05,0.26632764250656304,0.3593169867802169,0.1776517729960031,0.0541954399983165,-0.9613630412304344,-451.5978078667088,0.3121425914011235,0.0093188083612322
convs_msg.0.bias,0.021718243580835107,0.1696806237845937,8.682650863411903e-05,0.1524095353035976,0.20161908561402686,0.0078509217438418,0.0,2.6068857284808282,1836.7166244562588,0.1589061903790549,0.0087256638001216
