layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03936656716961593,0.2799919904332423,3.3047273739445345e-06,0.24928844591177646,0.32535758140898724,0.006549080796748568,0.0,0.5428397008519718,-413.0001588520715,0.2692722956527093,0.0019138940577366
fc1.bias,0.37102697376198196,0.3978712547686361,6.948338642969886e-06,0.3545422765000867,0.4464679116817973,0.09962506631305744,0.07690154870719772,0.09681710693534827,-463.88298068736276,0.4340522611598261,0.0026181588358243
convs_code_file.2.bias,0.5447794579832833,0.3646580627463754,3.303420797152361e-05,0.32492968449833765,0.4053687666377379,0.02118110675304009,0.0485607231187627,0.6160742746260003,-458.66141241353114,0.3356932601009952,0.0053881185115822
convs_code_file.1.bias,0.6939525484559156,0.3670673105467001,3.7057127726798296e-05,0.3280202779017373,0.4364573158655816,0.1036430692399192,0.0,-16.330432888050623,-70.72007959143912,0.3976465646528505,0.0057573609270162
convs_code_file.0.bias,0.20938097337049155,0.29191494463201223,5.140256928434204e-05,0.25430786284699886,0.34384150341318065,0.10303004917737701,0.04707669367409146,1.0468430172873677,-459.67784798065594,0.2987181661717154,0.0074259124709026
convs_code_line.2.bias,0.03898597038591287,0.01760454355820821,9.855856461463403e-05,0.01402814641428614,0.02060990667279792,0.015648544234472248,0.027018978078219985,0.247109600849793,-464.46475720200965,0.0168146067637553,0.0097171858831453
convs_code_line.1.bias,0.01682003392243915,0.3798128233164966,1.58854548025889e-05,0.32356163085419387,0.4416350797249798,0.01124128187071951,0.0,0.07514379329583402,-464.17334721383645,0.3712328686189038,0.0037264763284857
convs_code_line.0.bias,0.036791114296619964,0.2647953004531377,3.981080322202021e-05,0.22346868095596967,0.3018345094499309,0.007919197563639705,0.0,0.2193382784284403,-464.4934646196718,0.2806799996114901,0.0060887409244235
convs_msg.2.bias,0.04281423299742405,0.22657662051100494,6.990199433573858e-05,0.18285024103210099,0.2692857783477268,0.012666003770771952,0.0,0.582742985189628,-463.35866620317836,0.2462708800761196,0.0086599778826471
convs_msg.1.bias,0.6603711117194583,0.31262180928693284,7.270504948127536e-05,0.26301669550159645,0.35485000960121726,0.16693686834511617,0.07361912799970192,-0.9367512373995466,-451.50613132579235,0.3465567150668275,0.0087607309544478
convs_msg.0.bias,0.01963481597502192,0.12868635533265926,7.538713271939594e-05,0.11558790378483402,0.15290859212133714,0.00776603953093379,0.07134688138226122,2.5507611110530117,1837.0858576526814,0.13330269485751,0.008219435105831
