layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.23602714283355827,4.3609895338640256e-06,0.21014472427918754,0.2742693468494403,0.0068949389242192,0.0,0.7758328125030535,-413.0754563292906,0.23594608691412552,0.002088298238725422
fc1.bias,0.4041797298542702,0.36894865582863867,7.2731656149554626e-06,0.3287694066393359,0.4140126583947515,0.0989518972456589,0.09800050424782002,0.3271518489768074,-463.4561011074599,0.3694846040998932,0.002696880719452555
convs_code_file.2.bias,0.5012725556718685,0.30808443443350114,3.0090073308223127e-05,0.27451957959024,0.3424792153669027,0.0198565520812984,0.0,0.8182807182691795,-458.4647011320512,0.3082288978413696,0.005485441942835852
convs_code_file.1.bias,0.7504679668033454,0.4407612036021639,2.8155754958247573e-05,0.39387493339724144,0.5240822223459991,0.0980229671362744,0.0,-16.70810144707649,-70.71728278099029,0.44152215517318266,0.0053061996719165295
convs_code_file.0.bias,0.214765230563731,0.3300256450824648,4.1181574327516444e-05,0.2875088036051854,0.38873143035930513,0.1067139804466189,0.0077195752901014995,1.2135072999141545,-459.8331505076548,0.32925034266198416,0.006417287147036182
convs_code_line.2.bias,0.037765972353141,0.017404852111514126,7.374767649616566e-05,0.013869022672017952,0.020376124861522207,0.0153167726992365,0.019610778388724295,0.26488061694421633,-464.3340901040536,0.017160896058878865,0.008587646737969917
convs_code_line.1.bias,0.0163964374986086,0.31499973736270126,1.758190949154845e-05,0.26834751878502877,0.36627234675433884,0.0105102822234692,0.07418327028909182,0.08587171849890704,-464.88744160483657,0.31583798411871,0.004193078760475174
convs_code_line.0.bias,0.0390049240477585,0.26516964750796646,3.990198770404541e-05,0.22378460364198102,0.3022612196651988,0.0076420205794523,0.07201128090829856,0.1893440389811748,-464.6373442647023,0.26512367466216935,0.006316802015580716
convs_msg.2.bias,0.0464563829802717,0.24787646379791792,6.723569541066745e-05,0.20003948796399637,0.29460059178816456,0.0131193286777906,0.0,0.6105231296321327,-463.39310202299475,0.2482996082384116,0.008199737520839764
convs_msg.1.bias,0.7319309612606568,0.3331830996467749,8.266785698987795e-05,0.2803154330977662,0.3781886694926861,0.1715182425610702,0.0,-1.244296774837196,-452.0091631768427,0.3332391042088349,0.009092186590137564
convs_msg.0.bias,0.0203104796291033,0.14585249542176867,6.147050991136466e-05,0.13100677351541068,0.1733058619515226,0.007351787661552,0.05364552221300716,2.752763296280184,1837.086622328856,0.14605853766951005,0.00784031312584927
