Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/fc2.bias,-0.23209172070795686,-0.23312890959659063,4.7368235503122055e-06,-0.23719330174689665,-0.22993090254855905,0.002176424487620016,0.055586330769067695,,
1,gradients/fc2.weight,-0.23845916753571914,-0.23026454638820903,0.0024946856327678064,-0.24445552166682225,-0.06385935614564917,0.049946828055121274,0.0,0.5214738499665659,2.178972218399483
2,gradients/fc1.bias,-0.009599759530850346,-0.016910376281389788,0.004586951293032033,-0.0543908966755711,0.16939667507445524,0.06772703517083933,0.06341327436098579,-0.23189305382201447,2.2168086435763286
3,gradients/fc1.weight,0.28824840768826393,0.536344053561033,0.020784647509003155,0.2618981336917016,0.7689141653385515,0.1441688160074958,0.007598247569423422,0.479764917468843,6.273868806322462
4,gradients/convs_code_file.2.bias,0.30233047075750874,0.1339935464150325,0.0034658885463797083,0.11563762104734703,0.3447577678869066,0.058871797546701354,0.001278815635001762,0.23989694552946123,5.4008228619225305
5,gradients/convs_code_file.2.weight,0.37584606431265055,0.45415821678073837,0.012294369769966564,0.17493785177775295,0.5566004599750941,0.11087997912142018,0.09982920163807651,2.2306706705223913,11.161250009447881
6,gradients/convs_code_file.1.bias,-0.36247030251717005,-0.25591497811839403,0.0018734391346214145,-0.3933410860727081,-0.25251620565521643,0.04328324311580022,0.0,1.3222386474889187,3.263487953317605
7,gradients/convs_code_file.1.weight,0.2751383652086702,0.3204481537907492,0.007682323110261417,0.1215514673976876,0.3981034621256075,0.08764886257254828,0.08942386044581103,2.202544978762938,10.37454566951346
8,gradients/convs_code_file.0.bias,0.4047848105182829,0.325859593934702,0.0015161413099563715,0.3164878908501358,0.44629273304920974,0.03893765927680319,0.0,-0.01577782740657957,1.626291099658709
9,gradients/convs_code_file.0.weight,0.12177385525234037,0.06526781754506203,0.0025891298536190534,-0.010526453956401952,0.167606234302463,0.0508834929384674,0.0,-0.8267173397306856,5.398073489797686
10,gradients/convs_code_line.2.bias,0.7810600107702299,0.7506984435640036,0.00548096579416873,0.6556173887524506,0.8723928386151799,0.07403354506011983,0.030076282118721733,0.33180622737542476,-0.5228961846312574
11,gradients/convs_code_line.2.weight,0.1641839566478668,0.2491194508451046,0.005962235695650204,0.08966469596473414,0.3588546451946487,0.07721551460458105,0.04131590534129906,0.48363444151137674,7.826468062893385
12,gradients/convs_code_line.1.bias,-0.04361065426166541,0.09231112263351876,0.005218560096552339,-0.07421859732077289,0.1584216823155355,0.07223960199608277,0.0,-0.1305802820669405,-0.22258559503355418
13,gradients/convs_code_line.1.weight,-0.077600815019291,-0.0625170574605412,0.0001241720999959872,-0.04201097782145341,-0.08366647658194336,0.011143253564196893,0.0,0.05278144514960978,5.919078412882188
14,gradients/convs_code_line.0.bias,-0.03486277116346613,-0.0949553409964579,0.0015291307522619308,-0.11783832277602445,0.022098320221889067,0.039104101476213,0.0,-0.07406408987874644,-0.4082102561397726
15,gradients/convs_code_line.0.weight,-0.18874194204742015,-0.17674306623699015,3.0964466234970604e-05,-0.1742993405767246,-0.19297174300554212,0.0055645724215765136,0.0,0.42596376398363567,5.349540194001859
16,gradients/embed_code.weight,-0.46608946242474425,-0.4730618557666361,0.0001233344529608939,-0.4859179523745903,-0.4477696573226134,0.01110560457431207,0.09416597485125525,29.683767495978845,40474.09059132685
17,gradients/convs_msg.2.bias,-0.20168724407388594,-0.20170399562400992,8.81474409131865e-05,-0.19684024902889136,-0.2258568898581417,0.00938868685776585,0.0,0.273766268569816,1.031060792999658
18,gradients/convs_msg.2.weight,0.12391645910761055,0.0593163054327714,0.00812982286937741,-0.11231906460844392,0.1808971143092572,0.09016553038371955,0.0,0.051465167732818645,1.9590906043051537
19,gradients/convs_msg.1.bias,-0.4048543199924135,-0.40175263389031246,3.6063921095051196e-06,-0.408917897166713,-0.4012676518870334,0.0018990503177917692,0.043516312792107506,0.04337545170360596,0.560438532883424
20,gradients/convs_msg.1.weight,0.041946738927399974,0.009166801092992618,0.0005483864764022041,0.00624030959775696,0.07663458995476291,0.023417653093387975,0.06344923145504724,-0.2067456705385839,3.2764015280593126
21,gradients/convs_msg.0.bias,0.9495770010222738,1.0077039254223585,0.005483781432531894,0.787206620207146,1.0412596878834675,0.07405255858194203,0.0,0.2167537688574574,-0.5158490871767949
22,gradients/convs_msg.0.weight,-0.06369207856280351,-0.051702394850682516,0.00018391322446959679,-0.06498499329588434,-0.021849862049583453,0.01356146100055797,0.0,-0.06817240113452303,2.072918952990308
23,gradients/embed_msg.weight,0.028928450180132174,0.024318760219001808,3.62692365858398e-05,0.015380442727095014,0.035523120078138494,0.006022394589018454,0.0,6.67937421063884,1677.5018867538597
