layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.2342000534709777,4.810353574226058e-06,0.20851799107501662,0.272146224059008,0.0068949389242192,0.0,0.9271534146907263,-413.22856250621953,0.23411962500653333,0.002193251826449872
fc1.bias,0.4041797298542702,0.37934265488672547,6.967753190344554e-06,0.3380314783367164,0.42567619778812915,0.0989518972456589,0.0,0.349191187101469,-463.7672760415439,0.37989370186003135,0.0026396502022699984
convs_code_file.2.bias,0.5012725556718685,0.3453332494551043,3.333834530960617e-05,0.30771025038400335,0.38388651647058464,0.0198565520812984,0.0,0.8529508803718878,-458.5576298088528,0.34549517914869077,0.005773936725459135
convs_code_file.1.bias,0.7504679668033454,0.43631328174471345,3.366647196673902e-05,0.38990016222627255,0.5187934701762913,0.0980229671362744,0.0,-16.618932031479194,-70.57125007678717,0.4370665542071865,0.0058022816173242085
convs_code_file.0.bias,0.214765230563731,0.3097706380792835,4.36559359406738e-05,0.2698632269135796,0.36487341216706143,0.1067139804466189,0.006740963035230529,0.9995282922523363,-459.9317992493868,0.30904291910024273,0.006607263877027547
convs_code_line.2.bias,0.037765972353141,0.017018430150520913,8.070868105871106e-05,0.013561103081340413,0.019923734799487544,0.0153167726992365,0.09065222818321478,0.18362551721587397,-464.4679910281754,0.016779890402238682,0.008983801036237986
convs_code_line.1.bias,0.0163964374986086,0.3484067168286548,1.7889313202859702e-05,0.29680684425890624,0.40511699110043814,0.0105102822234692,0.08320016814671377,0.28130761636781,-464.7958944307866,0.3493338629989927,0.0042295760074574
convs_code_line.0.bias,0.0390049240477585,0.285793181523316,3.546385560532872e-05,0.2411894213829831,0.32576954576462164,0.0076420205794523,0.05245389414346076,0.21804953267773763,-464.6140600076715,0.2857436331455605,0.005955153701234587
convs_msg.2.bias,0.0464563829802717,0.2488134374073918,7.283996567727305e-05,0.20079563769359607,0.2957141827100761,0.0131193286777906,0.015470208422364906,0.582849579324387,-463.04142484157296,0.24923818133485437,0.008534633306550026
convs_msg.1.bias,0.7319309612606568,0.3267977381828271,8.27715957133955e-05,0.2749432657634989,0.37094078879633496,0.1715182425610702,0.0,-1.1622140681649562,-451.7200245399883,0.32685266943302715,0.0090978896296556
convs_msg.0.bias,0.0203104796291033,0.14937979676501997,7.404882628168993e-05,0.13417504545247727,0.1774970963756385,0.007351787661552,0.03117796101934105,2.6931650994737475,1836.6343756336644,0.1495908219449705,0.008605162769041011
