Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/fc2.bias,-0.27553368447599125,-0.2767650100705066,5.964161402691855e-06,-0.28159015825292827,-0.2729684133533273,0.0024421632629068146,0.07666556148862443,,
1,gradients/fc2.weight,-0.2225940883998841,-0.21494466882435367,0.0026021631973031705,-0.2281914952655096,-0.05961068854656247,0.051011402620426104,0.0,0.6090703684345158,1.732961092497641
2,gradients/fc1.bias,-0.01000206374358981,-0.01761905190968545,0.004764984679829702,-0.056670296153957925,0.1764957066478508,0.06902886845247994,0.005070956501503288,0.07350268445357444,2.3325352092197753
3,gradients/fc1.weight,0.24386599123736563,0.45376165410558633,0.018859558384385973,0.22157294289380847,0.6505222929436917,0.1373301073486291,0.0,0.4854854128716198,6.1803095200091835
4,gradients/convs_code_file.2.bias,0.2684955705683045,0.11899784235122855,0.004458119687657953,0.10269619520809645,0.30617467490035016,0.06676915221610995,0.0,0.03197287934392157,5.752321909404783
5,gradients/convs_code_file.2.weight,0.3563379395383455,0.43058533415274725,0.01213273269740993,0.16585777947083533,0.5277103577400546,0.11014868450149526,0.0,2.3398267122698226,11.227871425104654
6,gradients/convs_code_file.1.bias,-0.42888554064849277,-0.3028061416015052,0.00212583076952122,-0.46541276123322567,-0.29878461389209493,0.04610673236655663,0.0,1.1753157104923706,2.8187061945084086
7,gradients/convs_code_file.1.weight,0.30775487413558256,0.3584359497159072,0.007353258602278953,0.13596088833921696,0.44529697189443485,0.08575114344589808,0.06510287819645237,2.228455596555358,10.221739068577639
8,gradients/convs_code_file.0.bias,0.4274497962341064,0.3441053453808533,0.0014898545138526756,0.3342088955394297,0.4712818585222845,0.03859863357494305,0.0,-0.2339067295926817,1.3445677726121998
9,gradients/convs_code_file.0.weight,0.13925045566406072,0.07463484928283891,0.0033933786255291236,-0.012037177495269906,0.19166055349394664,0.058252713460654644,0.0,-0.8005395945285801,5.506415560374428
10,gradients/convs_code_line.2.bias,0.8793861527481865,0.8452024262627409,0.004644185448614203,0.7381518003991564,0.9822166945640195,0.06814826078935732,0.0,0.5249179935318495,-0.5625282712322038
11,gradients/convs_code_line.2.weight,0.1664698670460775,0.2525879063185265,0.006865698364718954,0.09091308505854666,0.36385092852004086,0.0828595098025509,0.017304100567339643,0.17461044087026598,7.908951844652944
12,gradients/convs_code_line.1.bias,-0.040904982195702745,0.08658399860578518,0.0044984298326292554,-0.06961396139073449,0.14859295748347684,0.06707033496732627,0.05292503533634179,-0.3172769181191318,-0.4217402574104319
13,gradients/convs_code_line.1.weight,-0.07435561378498119,-0.059902646362076185,0.00010724561557681548,-0.040254113836882495,-0.08016761445006268,0.010355945904494438,0.0,0.23926387118742037,5.356801689343687
14,gradients/convs_code_line.0.bias,-0.03461964874728807,-0.09429315118303701,0.0012744236038733842,-0.11701655397235287,0.0219442132238931,0.03569907007014905,0.0,0.09127355845053643,-0.2988376670046592
15,gradients/convs_code_line.0.weight,-0.19062760471557547,-0.1785088518289105,3.1545112360629986e-05,-0.17604071165749394,-0.19489966431358396,0.005616503570783987,0.03918141921414913,0.35576663587981017,5.106850025710532
16,gradients/embed_code.weight,-0.407265344177287,-0.41335776720558814,9.638133611067709e-05,-0.4245913243484088,-0.39125764108233707,0.009817399661353575,0.0,29.87630251290472,40474.61869774485
17,gradients/convs_msg.2.bias,-0.21443123966092215,-0.21444904968988962,8.301241238208791e-05,-0.20927797793184727,-0.24012809089948983,0.009111114771644942,0.0,0.23841592901930306,0.867177826365666
18,gradients/convs_msg.2.weight,0.12463406353025863,0.05965980817179606,0.008232285340081207,-0.11296950812572293,0.18194469564112745,0.09073194222588454,0.007600647421365125,0.08489990295916763,2.062852113014169
19,gradients/convs_msg.1.bias,-0.3684262560894427,-0.365603654126882,3.885032175292454e-06,-0.3721241998947249,-0.3651623099324019,0.001971048496433395,0.04390524901253752,0.055173575601927094,0.7030783657905574
20,gradients/convs_msg.1.weight,0.04773904498311374,0.010432618623513003,0.0004767079564275992,0.007102016228519754,0.08721684285028326,0.021833642765870537,0.0,-0.3348844929243232,3.6902404279266303
21,gradients/convs_msg.0.bias,0.9186602005803419,0.9748945996559443,0.005523565331416797,0.7615763554078608,1.00735783690786,0.07432069248477749,0.0,0.06536700136146069,-0.5705644766503806
22,gradients/convs_msg.0.weight,-0.061711441356502604,-0.05009460171208762,0.0001423299956820644,-0.06296415022595489,-0.021170395297917085,0.011930213563977355,0.05160901304964374,-0.06565232564123813,1.9444562541893677
23,gradients/embed_msg.weight,0.033339027726411036,0.02802652116393256,3.835568924744308e-05,0.017725422666274162,0.040939154287188875,0.006193197013452905,0.0,6.653368942822858,1677.3381795197963
