layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.2393736518512035,4.296586535761608e-06,0.2131242596257082,0.27815807266070247,0.0068949389242192,0.01869692347162344,0.7051662138437349,-412.9509050381354,0.2392914466810445,0.0020728209126119135
fc1.bias,0.4041797298542702,0.41517588289861895,6.765631924202787e-06,0.3699623958921227,0.4658861558776898,0.0989518972456589,0.0,0.07238926624792352,-463.3570683082623,0.41577898252560186,0.002601082836858967
convs_code_file.2.bias,0.5012725556718685,0.29103912363383894,3.346643068146635e-05,0.259331303157799,0.32353095308585794,0.0198565520812984,0.0,0.48079186069781565,-458.6463452546434,0.2911755943507075,0.005785017777108895
convs_code_file.1.bias,0.7504679668033454,0.40334385468039236,3.6550132482589834e-05,0.36043788019469464,0.4795915384633094,0.0980229671362744,0.01335695326533486,-16.343029992849786,-70.701141331005,0.40404020712105954,0.00604567055690179
convs_code_file.0.bias,0.214765230563731,0.3377699120546434,4.198327457202767e-05,0.29425538516679056,0.39785326686515327,0.1067139804466189,0.0,0.9299059673913593,-459.8928816241176,0.3369764166572901,0.006479450175132686
convs_code_line.2.bias,0.037765972353141,0.01758863791229036,9.74644449741264e-05,0.014015472031163859,0.02059128569141021,0.0153167726992365,0.0,0.08292753896467109,-464.1518478165192,0.0173421058160208,0.009872408266179331
convs_code_line.1.bias,0.0163964374986086,0.3321160327254518,1.66748840448376e-05,0.28292884964530546,0.386174667063376,0.0105102822234692,0.0,0.10956076148418209,-464.8522176131602,0.332999827706938,0.0040834891997943625
convs_code_line.0.bias,0.0390049240477585,0.28424864963101487,3.891748850499067e-05,0.2398859446820133,0.3240089668372588,0.0076420205794523,0.0,-0.05095083341431597,-464.7404213387562,0.28419936903099025,0.006238388293861635
convs_msg.2.bias,0.0464563829802717,0.24288244901200676,7.857061479119396e-05,0.19600925392986582,0.288665217009994,0.0131193286777906,0.0,0.7797927532150364,-463.389952952077,0.2432970682800818,0.008864006700764274
convs_msg.1.bias,0.7319309612606568,0.323716093662328,9.902860843166285e-05,0.2723505996909015,0.3674428831633887,0.1715182425610702,0.0,-1.175846463939983,-451.77515240650695,0.3237705069206132,0.009951311895004707
convs_msg.0.bias,0.0203104796291033,0.1377496180314964,8.005541458109541e-05,0.1237286544813766,0.16367780487681963,0.007351787661552,0.0,2.5851587221292163,1836.7820907482376,0.13794421354282208,0.008947369142999243
