Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.0854137015759206e-09,1.3838323143446492e-18,9.81123625692409e-10,5.231446699016978e-09,1.831291045712778e-06,0.020884424568294,-2.4841044380419555,2.074718685288822,0.0,1.062697002703079e-09,1.176364022887749e-09
1,parameters/classifier.out_proj.weight,9.975834488789931e-08,8.761278057666917e-18,9.016031806070173e-08,9.999563413402129e-08,-4.371185445960871e-05,0.0187137944230178,-1.3928247643853437,2.660497953187508,0.0,9.253261063353861e-08,2.959945617349568e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.7408671196739094e-07,1.7759760861652023e-14,9.180501280883709e-08,5.445538639444205e-07,-0.0113615072623671,0.1283658394965572,1.5096460789976482,3.9949213492422797,0.04906971436590273,2.9752382901290804e-07,1.332657527711153e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.686233298923945e-08,3.319662370925266e-16,1.054874713210068e-08,8.055248733095889e-08,0.0003445132038981,0.0755137771931206,2.8009132868488065,10.45403387259338,0.053243615135448424,4.3871796590378303e-08,1.821994064459395e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.50463877896333e-06,6.9316710072097634e-12,9.441700755301917e-07,9.062155883547426e-06,-0.0002076929983255,0.0251005607441857,4.1351107069879856,21.240641019928646,0.0690423770724792,7.332240597431379e-06,2.6328066786624805e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1237521016438175e-08,9.306328081675202e-19,9.690892830318209e-09,1.3042363497206917e-08,0.3357254763638286,0.0639204642931742,0.6973969074482703,-0.2197451440520414,0.0,1.2713121695475206e-08,9.646931160568734e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.609736457465362e-06,2.502761118021962e-12,9.340970001253704e-07,6.095358678330666e-06,8.546326140564047e-05,0.1016103293044025,1.0756189931720777,1.3346674388791033,0.0,1.2781056228454445e-06,1.5820117313161624e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.216347585305414e-07,1.3121064346357148e-16,9.587645116629211e-08,1.3183549954235226e-07,0.000112793106243,0.1006120468130983,1.3115618674846836,2.462163998782338,0.07063858383084291,9.892549137318684e-08,1.1454721448536911e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.8822339339849027e-09,3.443953794850728e-18,9.710123785556157e-10,7.4161800954620784e-09,3.158816936226893e-05,0.0397860407903909,1.5826541451915037,3.1223436159342977,0.03549310811283764,3.2477769525848563e-09,1.8557892646663112e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.1339474994152067e-07,2.129207260418848e-15,1.0487858065054631e-07,2.6922164036118527e-07,3.304292350580742e-06,0.0403816936415788,3.261664590487395,12.960007917175133,0.017617109812028332,1.210492227866623e-07,4.614333386762218e-08
