layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
parameters/classifier.dense.bias,-0.2119514750137693,6.283064259988392e-06,-0.2119514750137693,-0.2119514750137693,-0.2119514750137693,0.0021266775966807,,,0.0
parameters/classifier.out_proj.bias,-0.225007136765053,0.0022045623251923,-0.225007136765053,-0.0639218933073835,-0.225007136765053,0.0564728236019963,0.818842127565195,1.9001294911306577,0.0
parameters/encoder.roberta.embeddings.LayerNorm.bias,-0.0170120701832714,0.0063834329494612,-0.0472474665977833,0.1835325911214006,-0.0108753313269288,0.08879551899645,0.0528179383693985,2.110867304291906,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,0.4084787287333099,0.0185428543434508,0.2679929202080809,0.86021059442193,0.3025562945988757,0.1538266789441137,0.2492055049441276,7.946441024649714,0.0241372335087845
parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,0.1117023029827673,0.0049678209938629,0.104987354827204,0.381076111970312,0.2579644614438561,0.0688405133200347,0.1503026859047306,5.892926012262757,0.0023541082440559
parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,0.4779865835840908,0.0084732401806223,0.1605945531913973,0.5589865847028089,0.329451538310188,0.0874491890387407,1.8440633006971892,9.498795492222484,0.0168782590853013
parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,-0.3190696159979794,0.0021764316680431,-0.5236058200162713,-0.3190696159979794,-0.3794901054782874,0.0351483663618185,1.3848195643388488,2.6271785775359184,0.047763040862487
parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,0.3548091499235564,0.009480132570917,0.1051175372208053,0.4251176690889542,0.3134224606982513,0.0735131761991975,2.3497981491982354,11.078451611262464,0.0897882513288743
parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,0.3127845093695344,0.001175485809097,0.3127845093695344,0.4338315797300544,0.333499476778869,0.037369510907578,-0.0014285382363565,1.2533666236978591,0.0
parameters/encoder.roberta.encoder.layer.0.output.dense.bias,0.0736610182294844,0.0033675950503356,-0.0118575240234283,0.1892709985013787,0.1107484237810877,0.0481091813703366,-0.8569171002414631,6.097765344457214,0.0
parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,0.8317896116133442,0.0045287447480455,0.6414125105564278,0.9636199099528798,0.923421824944258,0.0790066951604713,0.4186136613591422,-0.4717344861793039,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,0.2713495633116844,0.005626473661354,0.095776423620377,0.4608442863662311,0.1847880181007538,0.0801113920061261,0.4711652359709453,7.516818111277738,0.0490822132422893
parameters/encoder.roberta.encoder.layer.1.attention.self.key.bias,0.1008134423481984,0.004317571409893,-0.0788920883846214,0.1321881294646762,-0.0475218405190038,0.0736999148820399,0.0269711525636314,-0.2341437102292867,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.value.bias,-0.0761539228300635,0.0001266634064811,-0.0761539228300635,-0.0761539228300635,-0.0761539228300635,0.0112929525236341,0.0928644529632492,4.953001654835204,0.0960245167417739
parameters/encoder.roberta.encoder.layer.1.attention.output.dense.bias,-0.0915710791609184,0.0012497965332756,-0.0989604362512834,0.0253632298347084,-0.028698798796101,0.0327021520947454,-0.0308590670851753,-0.4961145295147697,0.0240556330399936
parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.bias,-0.1986843856012613,3.119710369527087e-05,-0.1986843856012613,-0.1986843856012613,-0.1986843856012613,0.0058285941933201,0.4937807575772406,4.255878139926654,0.0
parameters/encoder.roberta.encoder.layer.1.intermediate.dense.bias,-0.4176351611883871,9.604965441468614e-05,-0.4176351611883871,-0.4176351611883871,-0.4176351611883871,0.0098056721295106,28.55688035458311,43350.33333713136,0.040780688956733
parameters/encoder.roberta.encoder.layer.1.output.dense.bias,-0.2895629613086506,7.028282784060378e-05,-0.2895629613086506,-0.2895629613086506,-0.2895629613086506,0.0093236060694913,0.2172673876571537,1.0559791795489233,0.0
parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.bias,0.0544335279287555,0.0096731194009813,-0.0934813088873766,0.1674997047433443,0.1120776127888041,0.1023753927447502,0.3531815055492436,1.6767458215110909,0.0457584434200063
parameters/encoder.roberta.encoder.layer.2.attention.self.query.bias,-0.381812142458479,3.167664317901275e-06,-0.4434524376234249,-0.381812142458479,-0.4434524376234249,0.0020094344331684,-0.1250566727988896,0.4672843796446481,0.0
parameters/encoder.roberta.encoder.layer.2.attention.self.key.bias,0.011035078995554,0.0006185616161793,0.0065965855723509,0.0744795949659851,0.0527291749208011,0.0192363234440712,-0.1734311654426369,3.810729745214328,0.0
