layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03647589311020902,0.24429076687290166,4.754374536857586e-06,0.21750217043748496,0.2838718812896352,0.0073262600591822696,0.017364198096014995,0.6113078755894777,-413.0947351544203,0.2535564885492846,0.0020520823663752
fc1.bias,0.40205636171410813,0.3973057206232502,7.910477537308144e-06,0.35403833015829766,0.4458333022551323,0.1024626095831574,0.0,0.1979524870951572,-463.41359936499117,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.5480325193022579,0.35335999832501197,2.866097732409125e-05,0.31486250956676676,0.3928093776984423,0.01956408763618,0.027007894106852517,0.7012881368595368,-458.81961206553444,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.7342686627731095,0.4254229547330958,3.6353238641379175e-05,0.38016830109303457,0.5058444475861025,0.10424407542720561,0.0,-16.60214233491264,-70.61174608116252,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.1955528503468844,0.28910292443697433,4.2801457941457445e-05,0.2518581121259997,0.3405292740488742,0.10075738480722723,0.0,1.2070833732445863,-459.8828838491375,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.040909167516177604,0.019768812102338475,7.47923907301668e-05,0.015752739609020645,0.023143648746934264,0.014262009039511336,0.0,0.04034773355872931,-464.48016400434307,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.015099572322429923,0.31046863544404785,1.5907934454779867e-05,0.264487483956388,0.36100371590714125,0.010458572962720562,0.0,0.20825566986462213,-464.3897279556878,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.038567785166352016,0.2782109873981706,3.5385418223174456e-05,0.23479058078045428,0.3171267645657066,0.007530368771013265,0.09639625391350795,-0.07230079896594403,-464.38655627640975,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.04213952672946118,0.24080597585185606,7.915926004208824e-05,0.19433351343654426,0.28619733356337784,0.014035965697658175,0.016271583636737086,0.5180688711848462,-463.0860462875497,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.7057117547960969,0.32608370791744773,7.62878671827881e-05,0.274342533903759,0.37013030904412786,0.15995393313154324,0.0,-0.9317913622511337,-451.8000386358692,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.020888844287230514,0.1487292471430427,7.858138625354416e-05,0.1335907125842568,0.1767240957995909,0.007801472706716781,0.0,2.7547029149783038,1837.111962478302,0.1448155608672209,0.0083536486385435
