layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03830084709717399,0.2565130696315051,4.183185433341944e-06,0.2283841919390319,0.2980744977953232,0.006872095613091604,0.0,0.7948646838200482,-412.7186040613135,0.2535564885492846,0.0020520823663752
fc1.bias,0.4264558462687275,0.421416904320182,7.800464176011397e-06,0.3755237575536317,0.47288946603757287,0.10174762603097517,0.0,0.3529584075627068,-463.5880332525941,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.457664486735743,0.2950925658066023,2.7066710657981286e-05,0.2629431352297648,0.3280369246303657,0.0190121766992652,0.0,0.6147701561341683,-458.58163625432366,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.7937733128206625,0.45989895149970594,2.790289148432291e-05,0.4109768904590552,0.5468377492999873,0.09132810221339155,0.0806859418693497,-16.39637106232756,-70.36176288672688,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.20147441197302643,0.2978572881821955,4.2819924848191484e-05,0.2594846608024949,0.3508408858622989,0.10077911860627407,0.06873424254687797,0.9267052386995821,-460.0845686951145,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.035959616490943216,0.0173770072783928,9.230694504166773e-05,0.01384683457071241,0.020343526492240284,0.01584415887356556,0.039904677463359774,0.15393570897065362,-464.45758967799355,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.01743692587814171,0.3585279415950019,1.509257819229087e-05,0.30542909129902845,0.4168856509038893,0.010187022171232863,0.02579869565933375,0.07640152763912136,-464.82067248935203,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.038907711918923164,0.280663069027125,3.1501129633830263e-05,0.23685996587256541,0.3199218400611557,0.007105050059077052,0.0,0.16393793791449532,-464.5609384770796,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.044997381349398326,0.25713716236505346,7.278555619445473e-05,0.20751299057563993,0.30560691016324887,0.013459038571501675,0.0557050490295099,0.7105572431879497,-463.11681412002025,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.784229133602482,0.3623637299563926,9.047704720863363e-05,0.3048658410625703,0.41131094899441323,0.1741952852008302,0.013222285637145604,-1.095109522121039,-451.5798776701391,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.01880728418436057,0.13390847186577687,6.15412831064498e-05,0.12027848268749104,0.1591136515847776,0.006903987937512587,0.06841668950262232,2.5588577123481167,1837.1271919983385,0.1448155608672209,0.0083536486385435
