Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,0,parameters/conv2d.bias,0.059553049497091164,0.006421121041697037,-0.2700672843905432,0.1468040653992775,-0.035825284978081955,0.1071047033774058,0.6042699485498698,1.1925244797945702,0.06785866104776042,0.0801318977792061
1,1,parameters/conv2d_4.bias,0.04787328936340118,0.010326598672073663,-0.36164558197992774,0.06808603591203577,-0.07508962352878057,0.12760853950771,0.5394963904985712,1.1875648111242658,0.07982063346039775,0.10161987341102993
2,2,parameters/conv2d_8.bias,0.04743639814311378,0.013288015429181175,-0.3717173152674038,0.028864995121874452,-0.0873674605957962,0.1302956605332593,0.6016499666913286,0.1198974763372834,0.0,0.11527365453208005
3,3,parameters/conv2d_1.bias,0.032297022319418514,0.003289790389747854,-0.19975829532639836,0.09859854349028897,0.00030653856820365955,0.0659617465336979,0.29858427324977027,0.01603174475086344,0.03270870497999993,0.05735669437605292
4,4,parameters/conv2d_2.bias,0.03776438699689882,0.003653187861667028,-0.15369615822471175,0.12721544002590573,-0.014488854359863006,0.0696706335057795,0.13752077053149012,0.4758594395193556,0.0,0.06044160704073984
5,5,parameters/conv2d_5.bias,0.05337911433784702,0.0034569440008156162,-0.20430105693855002,0.10141568753698053,-0.035768636044366725,0.0787271482502795,-0.07015294487223164,-0.05819836033725223,0.019479349659091774,0.05879578216858536
6,6,parameters/conv2d_6.bias,0.045960094295080245,0.0028355612910812536,-0.198365540544794,0.11576742111902887,-0.02611596678847034,0.0702301725486561,0.09057498033078354,-0.5292970371139314,0.1004353153248809,0.053249988648650194
7,7,parameters/conv2d_3.bias,0.04210344999858352,0.002641753486861476,-0.22188499685996887,0.17409767167513013,-0.020436670786561698,0.0683925964345908,0.6010725384651983,0.6775646251243386,0.0,0.05139799107807222
8,8,parameters/conv2d_7.bias,0.032930137688878355,0.002609445541866949,-0.1941517276053335,0.09604713658435508,-0.025099374663371456,0.0667153770324049,0.08184586260383298,0.6788355174087782,0.06693819264270541,0.05108273232577758
9,9,parameters/conv2d_9.bias,0.04977265375598431,0.005393482531024878,-0.22664175814829868,0.08432445380275574,-0.04043222972709155,0.0862923331846943,0.3871210945051928,-0.1469523334837343,0.02957408465284603,0.07344033313530762
10,10,parameters/conv2d_10.bias,0.037563484114379125,0.00408760255693573,-0.196655485461205,0.08175574178214522,-0.029387786523826825,0.0737739008552545,-0.016641369309768995,-0.17783376197064918,0.09032038950469902,0.06393436131639915
11,11,parameters/conv2d_11.bias,0.05172204279166581,0.0034376404631644977,-0.23168899167444565,0.1303653032821988,-0.028536303537266976,0.0707575492688124,0.1982766011803349,-0.13960609487834186,0.0,0.05863139485944879
12,12,parameters/dense.bias,0.026713121275860164,0.0018258270827081894,-0.20923351765021003,0.09336608858291781,0.0012733395143387765,0.0497045820542529,0.4643074261089936,0.4342901326444853,0.0,0.04272969790097052
13,13,parameters/dense_1.bias,0.07437868767719409,0.009061592049841981,-0.22268661156818947,0.20201335282895325,0.014875717971082586,0.120109769727107,0.017409846590346,0.31387299231220783,0.0,0.09519239491599137
14,14,parameters/dense_2.bias,0.3318101094866707,0.0,-0.3318101094866707,-0.3318101094866707,-0.3318101094866707,0.0,1.9643155205586513,23.902361494283884,0.0,0.0
