Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.00387213187246067,0.0036340018852630105,-0.18430642621152393,0.18430642621152393,-0.0032300158189740797,1.0361142587372452,0.4596247027750157,-0.9826383518481192,0.0005455519842156932
1,1,parameters/conv2d_4.weights,0.004454189673886766,0.0035686380000504152,-0.2116975964707751,0.2116975964707751,-0.00483412388116036,0.9533794358965706,0.763319581185387,-1.0616095018911755,0.025488963301983438
2,2,parameters/conv2d_8.weights,0.0042429541687416545,0.0027143789131022604,-0.20606129294038564,0.20606129294038564,-0.004014678245264959,0.9438090230179916,0.892048315837682,-0.546790629761445,0.0
3,3,parameters/conv2d_1.weights,0.0475142891337615,0.3846690502339861,-2.5339535453724253,2.379214324622802,-0.03351374090056967,1.017278674027725,0.9226282442739677,-1.0663986994897328,0.0
4,4,parameters/conv2d_2.weights,0.0034545369641141694,0.002053509234924981,-0.21757567264345196,0.21757567264345196,-0.006106874658607471,1.0559440940892346,1.2825808047477103,-0.23170957967167616,0.018226084977726906
5,5,parameters/conv2d_5.weights,0.004002572543563923,0.002247484554715365,-0.19642788962824306,0.19642788962824306,-0.013001520538216163,0.9253975413878488,0.762250719459319,-0.7927980238255592,0.0
6,6,parameters/conv2d_6.weights,0.0034800928280773664,0.0025236082991078198,-0.1888150063201012,0.1888150063201012,-0.007763381413786797,0.9660996140869615,1.1918510314961364,-0.38117605159704426,0.0
7,7,parameters/conv2d_3.weights,0.0033959814649235517,0.0019964778184372706,-0.20770632296660885,0.20770632296660885,-0.00535649681402415,0.9906812034096236,1.2915287658224823,-0.23904201787636653,0.009276478216541026
8,8,parameters/conv2d_7.weights,0.0028979328369139246,0.001328741230910736,-0.18993428354485084,0.18993428354485084,-0.0061547707831188635,0.9395713879063152,1.5405270478036552,0.6345022944289185,0.07154933845905946
9,9,parameters/conv2d_9.weights,0.044192282477611755,0.4033965955472994,-2.620437857815626,2.379227245330998,-0.1572139604955318,0.9743915287039129,0.8357881127508318,-0.5060189989618127,0.0
10,10,parameters/conv2d_10.weights,0.0033791599809612394,0.0014656207396052331,-0.23071605210737484,0.23071605210737484,-0.008805172236316685,0.9707366702086504,1.4428276093850785,-0.326225263788009,0.09594817983157655
11,11,parameters/conv2d_11.weights,0.04208592925918753,0.31185932279575795,-3.229669561429961,2.600328827969034,-0.10194636987350991,0.9551608343157104,1.074832334700646,0.41464844702475345,0.0
12,12,parameters/dense.weights,0.0024835882450491686,0.001419242336626573,-0.18277442072297626,0.18277442072297626,-0.000681494920547499,0.9820421782152171,1.4748202105416917,0.9798805183845418,0.06739280001418821
13,13,parameters/dense_1.weights,0.004951743189132676,0.002656333650864956,-0.2102962390048347,0.2102962390048347,-0.005108993881011082,0.9593100726540325,0.3773086719141386,-1.683436116834198,0.07310652961282234
14,14,parameters/dense_2.weights,0.017585388838931924,0.03946901293515762,-0.1667849965880023,0.1667849965880023,-0.07836903216943557,1.0204119434273313,1.2110229602335176,1.1105460085724328,0.06644642217185327
