layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03962052303647881,0.27509863583146577,3.6969456085358627e-06,0.24493168998427792,0.3196713829725711,0.006895162773379411,0.0,0.7545826371161597,-412.9473099136682,0.2628704947867183,0.0019226818697379
fc1.bias,0.3716508831732533,0.3669065413241523,7.315429234346304e-06,0.32694968250340795,0.41172111662764566,0.10206831483472259,0.0,0.1931021922791783,-463.1420443386107,0.39959976937136,0.0026221231677376
convs_code_file.2.bias,0.4522163329942708,0.26426237399902136,2.910156652840778e-05,0.23547179832413345,0.2937648267254957,0.021285150394645503,0.0,0.5328447052402074,-458.6289517260378,0.2930667935614592,0.005032517570737
convs_code_file.1.bias,0.8044694105634074,0.48098459071762806,3.307669711605925e-05,0.4298195305887287,0.571909394831859,0.09947071097416879,0.00033958191330324107,-16.396082955383935,-71.06947504514002,0.4494722957711222,0.0056675282100388
convs_code_file.0.bias,0.2217249918384418,0.35840402400835625,4.8095349029762015e-05,0.3122312271344203,0.4221578261425288,0.10234898089536636,0.0,1.1195763528405573,-459.63444331399484,0.346338481980111,0.0072308497457586
convs_code_line.2.bias,0.03427662637665969,0.015282746405873831,9.059453630258945e-05,0.012178026853416677,0.017891743463137873,0.01543405074160679,0.0,0.21410994773561498,-464.1400633574518,0.0166025054086551,0.0094457913251141
convs_code_line.1.bias,0.01603622533967428,0.34211565912284864,1.5356806397046618e-05,0.29144750732732433,0.39780193589193363,0.009861998420130184,0.08583010796510324,0.1597262256957271,-464.65944136312925,0.3507312538916284,0.0041763790051363
convs_code_line.0.bias,0.04007156653291761,0.28113307661037196,3.0254015014100496e-05,0.23725661934219938,0.3204575916703584,0.007141671985297294,0.0,0.2179963040329307,-464.04196192313856,0.2736023103563344,0.005885722913105
convs_msg.2.bias,0.04778297674296897,0.2785528550681758,5.596399951776147e-05,0.22479572947342982,0.3310594103612378,0.012577675450146751,0.01941940242257417,0.4121069332427991,-463.513730692697,0.2712817312778988,0.0078030717531066
convs_msg.1.bias,0.7566456054441132,0.36656712524678364,8.616585906708915e-05,0.3084022646463482,0.41608212878687606,0.17234488848753926,0.07663993445256594,-1.0115781208299097,-451.47237996022903,0.3546533874285196,0.0092380332673489
convs_msg.0.bias,0.0213400527616781,0.14512651403312185,5.986274338493736e-05,0.13035468676787965,0.1724432313194146,0.007190269752784025,0.0,2.5236905366028526,1837.0996792770275,0.1383198592247934,0.0079109033579654
