Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/fc2.bias,4.1449836243571096e-05,6.2574982292681605e-06,2.1200717655416502e-10,4.132597449110247e-06,5.818462282210793e-05,1.4560466220357269e-05,0.015402803201483939,,
1,gradients/fc2.weight,1.60270978838906e-08,3.5058183555233344e-08,6.28199176041734e-16,1.0640714354670252e-08,9.882937589509692e-08,2.506390185190116e-08,0.0,0.34673884825966583,1.0342332105446996
2,gradients/fc1.bias,1.7574105683618457e-05,2.1890640831339967e-05,8.369337124957099e-11,1.934888166924249e-06,3.421244360741281e-05,9.148408126530595e-06,0.0,0.39189943389502485,3.7188116811921827
3,gradients/fc1.weight,0.19821815632065798,0.24523126857796487,0.00505862421990217,0.013805470945382205,0.2723220370503506,0.07112400593261274,0.0,0.07472562843409267,5.930050629657439
4,gradients/convs_code_file.2.bias,1.5747950635504394e-05,1.701961940007449e-05,2.8000409805785233e-10,4.2309257848786535e-06,5.1729589242828954e-05,1.6733322983133156e-05,0.0,0.40620092016130516,2.131020799891057
5,gradients/convs_code_file.2.weight,0.0006114049944609326,0.002844230317015782,7.666890430722169e-07,0.0002644667331973315,0.0031613612356039154,0.0008756078135055662,0.0,-0.6187101476917705,7.618302887537495
6,gradients/convs_code_file.1.bias,0.09966803359519692,0.1037820524006023,0.0006386264333934766,0.05523885409322714,0.13795834462771286,0.025271059206007394,0.0,-0.45833137664126855,1.6871482303101901
7,gradients/convs_code_file.1.weight,2.8610887974413064e-05,2.5659695434480113e-05,1.036020592373306e-10,3.2415358289435597e-06,4.2518010463943095e-05,1.0178509676633932e-05,0.010448838347719125,-1.8347659725355612,12.554640101610827
8,gradients/convs_code_file.0.bias,0.00047224733943709304,0.000565623827444401,8.450629807813282e-08,0.0003189319165129351,0.0013219169113399948,0.0002906996698967321,0.0,-0.6349812998240827,2.1088432805817403
9,gradients/convs_code_file.0.weight,8.122376394810938e-06,4.38993567623777e-05,5.757325417187053e-10,1.6612789646116772e-06,8.218970720784342e-05,2.3994427305495445e-05,0.0,0.4103672098257852,8.471094891504334
10,gradients/convs_code_line.2.bias,8.99576262989939e-05,8.516391238625544e-05,6.797929089232607e-10,4.296661204409228e-06,0.00010326865407634043,2.607283852830874e-05,0.047960177390301735,0.6291590336559076,0.12583293474436094
11,gradients/convs_code_line.2.weight,0.004082772154995259,0.0025102692212498347,2.1241358142385734e-06,0.0010006079459571856,0.006392657957821725,0.0014574415302982464,0.04440507285621539,-0.29327321798886163,3.561786067058467
12,gradients/convs_code_line.1.bias,0.001831988034611704,0.0011493524424028576,1.7769981323203897e-06,0.0005348669274815196,0.005885811768710375,0.0013330409342252737,0.07046443317939957,-0.3397050990287128,-0.5828102143019647
13,gradients/convs_code_line.1.weight,0.0029006552978245513,0.0005105545805030746,2.1157928531935317e-06,0.00025291677043003374,0.005224360748785741,0.0014545765202262188,0.06173459575498356,-0.130506391193962,3.6875253966629606
14,gradients/convs_code_line.0.bias,3.7385737738918145e-08,1.9406765029393335e-08,8.481015946059829e-17,1.1161270147429345e-08,4.354217526885833e-08,9.209243153516923e-09,0.051090099024997296,0.26669101889533275,1.0157538510401782
15,gradients/convs_code_line.0.weight,0.0018085558216902951,0.003981666950635246,1.1992774758785083e-06,0.0005029236675885561,0.004245402646945013,0.0010951152797208992,0.0,0.25450824647456305,6.51393091876732
16,gradients/embed_code.weight,2.3914201677652628e-05,1.3583401528431417e-05,6.973280073903304e-10,7.596136274155833e-06,9.763525412796347e-05,2.6406968917131147e-05,0.0,75.37415998634847,51176.56181282985
17,gradients/convs_msg.2.bias,0.2093898295482254,0.17492228671265023,0.06142842563196765,0.026367805952649426,0.9340921339466788,0.24784758548746788,0.01308707431454249,0.250518416005429,-1.0315474117696488
18,gradients/convs_msg.2.weight,0.0031686753163108717,0.001700037753728182,9.376433488741184e-07,0.0005110678395973727,0.0035407142580207956,0.0009683198587625396,0.011012895587412818,-0.07254878315188901,2.1504345021812674
19,gradients/convs_msg.1.bias,0.0031294600711015428,0.0023038881796103444,7.066545569527089e-07,0.0006091128318173704,0.003980321521962537,0.0008406274781093586,0.04192139601723332,0.21858797213616676,0.30836863928912905
20,gradients/convs_msg.1.weight,0.005178650829352887,0.00138907637498023,5.595636469909329e-06,0.0005159067689019636,0.007985404125633576,0.0023655097695652588,0.0,0.3226843452573463,3.32820608609886
21,gradients/convs_msg.0.bias,0.004787737362864143,0.004148899946344823,5.029548470810438e-06,0.00021415385949088216,0.007590035898566586,0.00224266548348391,0.03298803721799714,0.9527513711189272,1.4965815946377066
22,gradients/convs_msg.0.weight,2.3445546397648948e-05,4.440101379110776e-06,5.824217678973435e-11,3.5430202795823226e-06,3.029565863098902e-05,7.63165622848241e-06,0.05733699842334574,0.23082429719737865,6.916474331894959
23,gradients/embed_msg.weight,0.1474372895426153,0.8154298165076578,0.05285857117467697,0.04700359949245714,0.9548234784375191,0.2299099196961214,0.027056938468147863,-5.532175852388741,2004.7697870899337
