layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03886639911030754,0.26798343064870705,3.340921817884604e-06,0.23859672861767334,0.3114033394977953,0.006493843407412482,0.04238980683871909,0.708588264479803,-412.64903950461974,0.2610401117637151,0.0019407150243147
fc1.bias,0.39895433862139945,0.40095702753850637,6.819513731369414e-06,0.3572920024214226,0.44993058587093837,0.09256842351715767,0.08375709627763722,0.19474593240560148,-463.4068691452904,0.406798722921752,0.0027915021203614
convs_code_file.2.bias,0.533295026607851,0.32734493138182297,2.677656296498572e-05,0.2916817044300578,0.363889968865589,0.01981815524720822,0.010812237575221513,0.8158660092806487,-458.73073085284364,0.3078333096862924,0.0051846331002596
convs_code_file.1.bias,0.8063613011521329,0.45987784912643775,2.5806958899985287e-05,0.4109580328649711,0.5468126577570186,0.09205656241495876,0.07175630016514367,-16.374349096239197,-70.67390725442883,0.42874010951494,0.0054093054551209
convs_code_file.0.bias,0.21290483198595533,0.32479847984594373,4.359904827379139e-05,0.2829550483264909,0.38257444392690365,0.1015508986024172,0.0,1.353129760164997,-459.5526628823334,0.3268669340329643,0.006938667126541
convs_code_line.2.bias,0.040434919730131566,0.01942061105631526,0.00010872326461240132,0.015475276280359447,0.022736004490882946,0.01623609918757208,0.0,0.2840642550883983,-464.2965018060166,0.0178844916212842,0.0098366408257114
convs_code_line.1.bias,0.016428819357113374,0.35666477871837454,1.8695639366150182e-05,0.30384186732474416,0.41471922040168824,0.011128532531214059,0.017790901303606173,0.29119568930093076,-464.3461814859459,0.3569090291747605,0.0040836323845764
convs_code_line.0.bias,0.04244951839564669,0.28142857632476814,3.386778521975375e-05,0.23750600039724826,0.3207944254857048,0.0075157016588830875,0.07925338193299188,0.06659313324780816,-464.4660612391715,0.2585470352421226,0.0059174155576625
convs_msg.2.bias,0.04193444507351105,0.22892221313992098,6.655930312637429e-05,0.184743164391065,0.2720735096473631,0.013023307759054052,0.0,0.4104810012769323,-463.61342236449184,0.2540406242960797,0.0082185403555863
convs_msg.1.bias,0.7360538093762671,0.3458981338196732,8.985958508476468e-05,0.2910129153974612,0.3926212198276232,0.17985030943580071,0.0,-0.8784074571034686,-451.6992379710428,0.3440184754989618,0.0090402685791488
convs_msg.0.bias,0.022255896851936272,0.1583824535733645,5.8646071475355406e-05,0.14226135908130622,0.18819429558030176,0.007070685058226013,0.0,2.626625556970428,1836.7154528055223,0.1447422202862508,0.0079625271161117
