Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,parameters/conv2d.bias,1.2766648472285511,0.010328389136129735,-0.20682458865789802,0.19979598438558974,-0.010872197969323066,0.0940009787609524,0.7348442377505923,-0.4930942991366216,0.0,0.10162868264486039
1,parameters/conv2d_4.bias,0.8693855893013692,0.004525669653953108,-0.2948729655092024,0.07491473317804566,-0.04171513215564178,0.0649698545537963,0.821154173290135,-0.2578223969778435,0.0,0.06727309754986154
2,parameters/conv2d_8.bias,1.1612588254567529,0.006346703270589274,-0.30265045112526856,0.10271387606615186,-0.07944269856865757,0.0799971838020091,1.485206956213257,3.2359993917997776,0.09587825031047875,0.07966619904695689
3,parameters/conv2d_1.bias,0.461142782914286,0.0016915479690993607,-0.14573906715506654,0.06967758605856522,-0.011308817530389554,0.0407820874321419,0.9772207063851541,0.15852890341542572,0.0,0.04112843261175162
4,parameters/conv2d_2.bias,0.4828696532647574,0.0027195302796004135,-0.22231868320073642,0.08548175933739285,-0.020123107145527584,0.0533447512787921,1.7965663419780935,3.8980330627100828,0.0,0.05214911580842478
5,parameters/conv2d_5.bias,0.38946266747449787,0.0011007334641461983,-0.1074359618674068,0.07740398005504955,0.0048469683557660756,0.0311073940537198,1.2978633193633227,1.0862709236079833,0.0,0.03317730344898755
6,parameters/conv2d_6.bias,0.2645593214417689,0.0009335771411413406,-0.1247589931263294,0.08121655669899552,-0.0011246230640117381,0.0315077205560388,1.955897035357846,2.5448947585663926,0.08730220516057874,0.030554494614399245
7,parameters/conv2d_3.bias,0.6243061936876602,0.003767045354650435,-0.27002248902579457,0.06679661065861452,-0.03355409531768989,0.058482287166721,1.7026321520061705,1.55373012738159,0.0,0.061376260513739664
8,parameters/conv2d_7.bias,0.27185705682314987,0.0007564751940909184,-0.12288201232923918,0.08284856660089582,-0.0023173635081273555,0.0291372280086127,1.7811888619302578,2.101682535373948,0.04421084697018001,0.02750409413325495
9,parameters/conv2d_9.bias,0.5002925662899954,0.0025639905497349827,-0.2240594518104105,0.06980226465272162,-0.014694641437724138,0.0501008673163845,0.8615882133473836,-0.09684859704846327,0.0,0.05063586228884613
10,parameters/conv2d_10.bias,0.32575116595590886,0.0015642610587851744,-0.17850519168831477,0.07429285334744937,-0.007144231302826087,0.0406105019834624,1.2302173796639164,0.5022826644611869,0.08420672011363997,0.03955074030641182
11,parameters/conv2d_11.bias,0.43980562183849087,0.0018934949670608087,-0.2110887353509836,0.0742854937696603,-0.012074182958765505,0.042220820120531,1.7608047915129763,4.190921554587961,0.09102495241916857,0.04351430761325308
12,parameters/dense.bias,0.36638660613314095,0.0009559008697165978,-0.12687061655142864,0.08279202300245127,0.0045734373317162244,0.0294783448905195,1.025977677311317,0.30824634585817373,0.03124614439996591,0.03091764657467755
13,parameters/dense_1.bias,1.2398846635633143,0.007468118767230835,-0.22205153340038342,0.13518108158321449,-0.0018714930813573537,0.0875716299649864,1.122588781355294,0.2595542775198513,0.06616702635318086,0.08641827796959899
14,parameters/dense_2.bias,9.35730103259517,0.0,-0.5203735071060338,-0.5203735071060338,-0.5203735071060338,0.0,7.735922949630101,58.51608032719373,0.03308056291841881,0.0
