Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/conv2d/kernel.gradient,0.5607230707195342,0.31411927727190647,6.086429690896354,-4.2275884707299305,7.0058113888911375,2.4670690486681464,0.011441585027972287,2.310706277138365,10.553647541970737
1,gradients/conv2d/bias.gradient,0.43683949861733884,0.16696421469128134,4.292340191358051,-0.7545446013029851,5.251331415532645,2.071796368217217,0.0,4.652080208984127,12.021700210738825
2,gradients/conv2d_4/kernel.gradient,0.06044238657812911,0.03182716855399331,0.08984589540703555,-0.8236692159194973,1.1127616287116833,0.29974304897200793,0.024979365784636984,2.1413544409704057,20.369432071973865
3,gradients/conv2d_4/bias.gradient,0.02107195509404176,0.014087232649847459,0.007325195184227655,-0.05951174102720089,0.14752860390458702,0.08558735411395653,0.0,3.377972348588595,8.206479562942736
4,gradients/batch_normalization/gamma.gradient,0.18675754843904077,0.13176476495203218,0.30612376363867316,-0.33042704881784174,1.0738308874496614,0.5532845232235158,0.0,2.541379328313947,6.973037111474987
5,gradients/batch_normalization/beta.gradient,0.45469048764040726,0.36402625141395356,1.0527374150904332,-1.1266221285858464,0.5562164121247715,1.0260299289447814,0.0,2.0183681887873273,3.951755635167799
6,gradients/batch_normalization_4/gamma.gradient,0.037975967660929526,0.028974508680195375,0.011798576233110824,-0.12033142725952388,0.1824387027231163,0.1086212512960099,0.050057816108145685,2.347905226071156,6.632858686280036
7,gradients/batch_normalization_4/beta.gradient,0.015465600219992874,0.013345034599415178,0.0027273132514842695,-0.04120323109041593,0.049285737650942775,0.0522236847750556,0.0,2.5296166450650786,4.837402839716943
8,gradients/conv2d_8/kernel.gradient,0.1601030883177245,0.07884155560975513,0.4135284969890634,-1.512152276123112,3.014894475131075,0.6430618142830933,0.0,2.3082114147040773,13.491018298478446
9,gradients/conv2d_8/bias.gradient,0.053190052258618614,0.039308240381282056,0.039794135694354305,-0.26095500080149975,0.2626122606699324,0.19948467533711559,0.0,1.8743675226888898,9.21625354955447
10,gradients/batch_normalization_8/gamma.gradient,0.10277451591827144,0.06890559154042783,0.15363756026445763,-0.3052838611979154,0.6583553910305453,0.39196627439673637,0.0,3.7544262309248966,8.632444828586387
11,gradients/batch_normalization_8/beta.gradient,0.0709234915205234,0.06577764406300045,0.0416126123248002,-0.1745980884499224,0.2596322684630743,0.20399169670552836,0.0,1.6608722454201146,5.5545620730411125
12,gradients/conv2d_1/kernel.gradient,0.0366543268726278,0.019602972272956345,0.038644550203590367,-0.5900575763150666,2.0828663390524973,0.19658217163209507,0.057395411565532226,5.876939669456142,67.5655196048593
13,gradients/conv2d_1/bias.gradient,0.03589971727081816,0.00250931380510918,0.03753357935012713,-0.1416417812168308,0.7300455387854053,0.1937358494190664,0.0,5.297323072759664,21.21772104373615
14,gradients/conv2d_2/kernel.gradient,0.019050719664434,0.001309260848033407,0.012884910494205874,-0.5890252402845639,1.420600622102646,0.11351171963372718,0.0,4.014074219650354,52.90268870312875
15,gradients/conv2d_2/bias.gradient,0.019454597515903862,0.004035695814324071,0.0069460154648606975,-0.1698551248381346,0.20609143781437164,0.08334275892278087,0.0,2.8649821143120646,15.832581453888922
16,gradients/conv2d_5/kernel.gradient,0.012230524204894155,0.00684429971128056,0.0021604634717524215,-0.14920589617325944,0.2762170641650803,0.04648078604921099,0.0,3.159854410572954,17.330436061679823
17,gradients/conv2d_5/bias.gradient,0.008192157000804388,0.00455656375105548,0.0009681964553522513,-0.04152350003388279,0.07038540762123568,0.031115855369125936,0.09139585323583106,1.9209958805411351,10.684711500746038
