Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/classifier.out_proj.bias,0.11331039065894274,0.130943525173616,0.0009420364831408072,0.08907847270747836,0.18875562361358764,0.030692612843172574,0.04568969236989096,-0.0847576384624108,-2.2564597515314233
1,gradients/classifier.out_proj.weight,0.042518819304884437,0.042110868277529516,2.1242216197155587e-07,0.0412566868992249,0.04305504679458956,0.0004608927879360362,0.0,-0.011887860343801945,-0.8960250048657927
2,gradients/classifier.dense.bias,0.09462970336927412,0.15245195117235685,0.0031593848928829736,0.06304366512087389,0.22170635586696946,0.05620840589167306,0.010457174817577628,0.04242200688381831,0.33433306868161505
3,gradients/classifier.dense.weight,0.04711077371137614,0.0511378128440074,3.437296699544199e-05,0.03207141728840227,0.05367923217545572,0.005862846322004421,0.0,0.16947984123412085,13.379453837976587
4,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,0.03462651118767044,0.045511442876738195,5.042105817382303e-05,0.027768299380517728,0.05207738797024623,0.007100778701932705,0.07346942280045035,-3.4209899635811882,14.112143924103494
5,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.bias,0.011028963191739289,0.04184809113317096,0.00013444664174701434,0.004732552790002356,0.04216691533703629,0.01159511283891333,0.0,-0.4445284164691563,1.2592274513036275
6,gradients/encoder.roberta.encoder.layer.11.output.dense.bias,0.2251646429459141,0.20886842557213423,0.005174802504244134,0.086700112338975,0.3656986879519433,0.07193610014620129,0.0,0.06674431294965176,1.7972518280305732
7,gradients/encoder.roberta.encoder.layer.11.output.dense.weight,0.008273325914790339,0.006081789477922489,5.414968046537659e-06,0.0011354706358367769,0.010312784514402575,0.0023270083898726365,0.0,1.5471148848306926,111.42281013325382
8,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.bias,0.0724852751734374,0.06699773698606337,0.00019809814141084914,0.04207005710330881,0.09719770217525664,0.014074734150630255,0.0,0.7192710481559269,25.864373063117124
9,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.weight,0.20198046842624784,0.19602363881492457,0.0015692330409656805,0.0817144584890919,0.2364383853577958,0.03961354618013596,0.02043708094230011,-0.34426418213393506,78.37009276533334
10,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,0.05285709838227154,0.0452148410376541,5.7900000164232265e-06,0.04501901041527551,0.054247446287205264,0.002406241886515734,0.0,-0.2819474722445532,5.9642028730026935
11,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.bias,0.0019829008107318195,0.0022297558085872873,3.933818710934167e-07,0.0010891203448564995,0.003799140860443984,0.0006272016191731141,0.0,0.03449750399169306,0.3944981520064809
12,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.bias,0.02759405797903099,0.03400921727546578,0.0001535259917479916,0.021594422603932687,0.05730878940505857,0.012390560590549968,0.04053851709123511,0.015206912049776117,0.3162973318986884
13,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.weight,0.012336938800698964,0.018013633237636172,3.460803502039327e-05,0.007670153771745019,0.027610234034386696,0.005882859425516879,0.0,0.1265957829790441,8.807858734702474
14,gradients/encoder.roberta.encoder.layer.11.attention.self.value.bias,0.06626720131016074,0.04896425196003442,0.0001329434702088322,0.025372820303312418,0.06666656350228035,0.011530111456916676,0.0,0.27560661305220746,-0.12136263340490963
15,gradients/encoder.roberta.encoder.layer.11.attention.self.value.weight,0.03444744449845831,0.032913707852620246,1.0944454746004e-05,0.03183893619387896,0.04352964982921881,0.003308240430501213,0.0,0.023682743703506315,17.43417359855511
16,gradients/encoder.roberta.encoder.layer.11.attention.self.key.bias,0.017407814308253187,0.0254462471273283,6.075404200447293e-05,0.017087282176280374,0.0441284425605404,0.007794487924454743,0.0,-0.29703944701591,4.352010296787473
17,gradients/encoder.roberta.encoder.layer.11.attention.self.key.weight,0.0804124472105674,0.04154419093934908,0.00018439455058948535,0.029512215618522516,0.08395032268855554,0.013579195505977014,0.005575464408406798,1.9240256674440221,107.60311699940117
18,gradients/encoder.roberta.encoder.layer.11.attention.self.query.bias,0.06629712227589561,0.02913534912533378,0.00015294859569113883,0.02788317720631547,0.07822300635990867,0.012367238806266959,0.0,0.2376122896892202,10.09624387908063
19,gradients/encoder.roberta.encoder.layer.11.attention.self.query.weight,0.002686096271285091,0.0023038468552180045,2.1507532790497677e-06,0.0009473391559412814,0.00523372042624691,0.0014665446733902968,0.004314333650646117,0.48457012013415235,52.51473862851969
20,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,0.007778765103923636,0.007713445265627434,3.447738219209594e-08,0.007433585123000563,0.008084326447362351,0.00018568086113558634,0.052371659688563596,1.679790357466414,26.005676496623035
21,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.bias,0.040934716693901765,0.032189845983632816,0.00010762709474061784,0.020402928780929665,0.05501631094939488,0.01037434791881559,0.0,0.2309039397739208,0.48880919457662925
22,gradients/encoder.roberta.encoder.layer.10.output.dense.bias,0.003893485450839454,0.0031953571173437604,4.3686487643121395e-06,0.0010926130107987895,0.009163751102127745,0.0020901312792052117,0.020854497616290206,0.12498437280438637,0.9372623025809358
23,gradients/encoder.roberta.encoder.layer.10.output.dense.weight,0.352675042763051,0.394959304136363,0.00945256137087733,0.11310379287843497,0.44488329629644613,0.09722428385376479,0.0,0.46141797563942555,83.81227988661193
24,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.bias,0.04202729369658687,0.03769761801202563,2.0340468564658192e-05,0.028560020126107664,0.04211392167575552,0.004510040860641667,0.0,-1.8345457662652087,15.21969797155124
25,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.weight,0.12235835704160707,0.12992919782788073,0.0001483152313192796,0.08157867754293067,0.13222895282249572,0.012178474096510575,0.0,-0.993458461380146,260.2912411766997
26,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,0.11903504228637994,0.18188703482654844,0.0016648581363184272,0.05356149873721931,0.18979616970704793,0.04080267315162691,0.0,0.6331295838724084,20.385758985725037
27,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.bias,0.07748640093983979,0.055658697850162205,0.00047329774941524527,0.019101920371084307,0.09505094888919301,0.021755407360363743,0.0,-0.0004914073592982987,0.15014815909755003
28,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.bias,0.02726153445462641,0.016877445429214523,0.00012847306009732663,0.010090663061657864,0.04900766550208431,0.011334595718305246,0.026596700679856145,0.3159283475436062,0.38710457586823144
29,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.weight,0.40568302818273466,0.08116097077278756,0.0146131429803539,0.056955738404866015,0.41035910093605,0.12088483354149095,0.07619600287118057,0.2463620499801599,10.300181880358934
30,gradients/encoder.roberta.encoder.layer.10.attention.self.value.bias,0.2807913360119187,0.2568174426309037,0.008848047858589482,0.17718577662475687,0.5391669403389863,0.09406406252437478,0.04892735565084106,0.015111049121269093,1.0408701078054459
31,gradients/encoder.roberta.encoder.layer.10.attention.self.value.weight,0.009186668093771123,0.007692969563869589,9.192392961465101e-07,0.0069712065514631865,0.010502703043514158,0.000958769678361951,0.0270172620125069,2.4273130647622443,596.5368535837321
32,gradients/encoder.roberta.encoder.layer.10.attention.self.key.bias,0.9511691583539984,0.5641373111513477,0.034147239703483726,0.23215168464278932,1.0057242459295126,0.18478971752639217,0.0,1.7082319217445476,22.298458908105214
33,gradients/encoder.roberta.encoder.layer.10.attention.self.key.weight,0.050922678812580495,0.057177421913199626,4.452054355036421e-06,0.05043286735497137,0.0585873625383826,0.0021099891836300895,0.016285774496115266,-0.13963046030556286,74.64438015205961
34,gradients/encoder.roberta.encoder.layer.10.attention.self.query.bias,0.030166391916635255,0.03413561937672838,1.0715910104039804e-05,0.027368142535348746,0.04049692014916894,0.0032735164737692887,0.0,0.31215300574687505,8.257447546948459
35,gradients/encoder.roberta.encoder.layer.10.attention.self.query.weight,0.0325884160028686,0.045649408533891885,0.00014570079531554713,0.0069811877734480545,0.05089144451113082,0.012070658445822216,0.07000357944157906,2.3567735828973078,616.9762380438206
36,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,0.16684792410734617,0.14280765683452915,0.0022738396376511087,0.08175192955871545,0.21910481493106782,0.04768479461684976,0.0,7.129187316982007,121.4800309541973
37,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.bias,0.6145893986798885,0.37023744061269426,0.021376968930325722,0.25469034044828315,0.7483966313905533,0.14620864861671443,0.0,0.4175101036551249,0.3865157819989995
38,gradients/encoder.roberta.encoder.layer.9.output.dense.bias,0.04091231726511141,0.06051301999948908,0.00023147583617095954,0.01849970861567955,0.06866630445927051,0.015214329961291153,0.0473109964370665,0.0047848412468995405,1.786281030109754
39,gradients/encoder.roberta.encoder.layer.9.output.dense.weight,0.005341802006767293,0.006926296988775805,5.91135267243111e-07,0.004762781811364406,0.007157282426824523,0.0007688532156679279,0.0,2.8295221681717764,171.43420306371385
