layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
parameters/classifier.dense.bias,0.1432596628818223,0.0010918006575199,0.1223644453841561,0.2577474234558054,0.1583416522776019,0.0348305036448042,0.1209981707028063,-1.863420500346808,0.0693972235461015
parameters/classifier.out_proj.bias,0.0403507183678841,2.358325143887168e-07,0.0403507183678841,0.0403507183678841,0.0403507183678841,0.0005824647270577,0.2128274618893478,-1.1415094180022265,0.0292169909448432
parameters/encoder.roberta.embeddings.LayerNorm.bias,0.1786207754403549,0.0028133053779383,0.0780692880277057,0.3111396689136567,0.1010762025496619,0.0539230067788397,0.1313261055478088,0.5759961482842352,0.0735345635229443
parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,0.0624992827216926,2.9377671319659462e-05,0.0331844609785156,0.066849629521664,0.0430652081762689,0.0053362463373192,0.2643120848892371,11.813173022105724,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,0.0410729254491458,6.465731700131935e-05,0.031743594627409,0.0566515969296785,0.038263936203241,0.0061496301362961,-3.389227802217564,13.971263840691696,0.0589037763895147
parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,0.0365102172210982,0.0001498210933248,0.0047097682750939,0.0397699229325223,0.0137162739002916,0.0129259906801585,-0.1219373173139621,0.4295424305770812,0.0980010426930789
parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,0.1653415109508557,0.0033936896452111,0.0608531804304777,0.2655714144297978,0.1832100723966582,0.0572463629489576,0.0784745661196139,1.2783577638081691,0.0
parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,0.0059141578156958,3.836149514018508e-06,0.0010526172493398,0.0096901291871917,0.005866251849817,0.0024078063986886,1.727632886482927,93.1745538485684,0.0
parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,0.0570634197628442,0.0002121388018775,0.0412481009260861,0.1102410652669827,0.0656961820800485,0.0126507988028787,0.6038620619044267,30.06382901057253,0.00721907149691
parameters/encoder.roberta.encoder.layer.0.output.dense.bias,0.1678252410965058,0.0020997322148076,0.0875108285438724,0.1963419696708122,0.1579464431879944,0.0394279642691651,-0.4136201317154477,87.879504518475,0.0272170449466938
parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,0.0371555585501817,5.945969397605239e-06,0.0344346322414236,0.0452352968926539,0.0452352968926539,0.0020682092681549,-0.3963938695685374,6.8145819517946835,0.0785230810845198
parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,0.0017141864107757,5.398293019746521e-07,0.0011195797502426,0.0033041314242062,0.0020252490921652,0.0008205837704786,0.2285528848267013,-0.0141892477991048,0.0
