layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.2543984290563599,3.837181811935971e-06,0.2265014400009345,0.29561723342138896,0.0068949389242192,0.0218226218522259,0.9617132399729742,-413.01948724814724,0.2543110641104394,0.0019588725869580403
fc1.bias,0.4041797298542702,0.42852229115190105,8.207932707529725e-06,0.3818553534971394,0.48086271663667346,0.0989518972456589,0.0,0.3327352367975228,-463.3637942604866,0.42914477825819247,0.0028649489886434496
convs_code_file.2.bias,0.5012725556718685,0.30996804623671664,3.162909999531457e-05,0.2761979776608232,0.3445731150266088,0.0198565520812984,0.0037152894638749824,0.6311286459025263,-458.6788086360121,0.31011339288615714,0.005623975461834288
convs_code_file.1.bias,0.7504679668033454,0.4377253792209685,3.679406261216742e-05,0.39116204688142103,0.5204725090242587,0.0980229671362744,0.0,-16.407339306967007,-70.47120970999696,0.43848108959717846,0.006065810960800442
convs_code_file.0.bias,0.214765230563731,0.33967445368744803,5.133739027527662e-05,0.2959145667922885,0.40009659311609963,0.1067139804466189,0.0,0.908251945991674,-459.69196410889026,0.3388764841052554,0.007165011533506124
convs_code_line.2.bias,0.037765972353141,0.017731747370554926,8.948966014950368e-05,0.014129508525615798,0.020758826108977713,0.0153167726992365,0.0,0.03263326569965817,-464.0894369125075,0.017483209372809772,0.00945989747034836
convs_code_line.1.bias,0.0163964374986086,0.3588025043356438,1.591778099569998e-05,0.3056629906375452,0.4172049043108546,0.0105102822234692,0.0,0.2508835231105202,-464.8331433314238,0.3597573147676311,0.003989709387373922
convs_code_line.0.bias,0.0390049240477585,0.2588456523791346,3.4533172777676846e-05,0.21844759483784582,0.2950526326388874,0.0076420205794523,0.0,0.12840945292592837,-464.44547197024497,0.2588007759335312,0.0058764932381205155
convs_msg.2.bias,0.0464563829802717,0.2607530440663755,6.336883367399624e-05,0.2104310535211422,0.30990437702526563,0.0131193286777906,0.021790517923438626,0.7840910776055153,-463.05149281805217,0.26119816983284777,0.007960454363539574
convs_msg.1.bias,0.7319309612606568,0.36601878576826563,8.881889908604341e-05,0.3079409326683207,0.41545972093356387,0.1715182425610702,0.09639064940416525,-1.045184713060763,-451.4849539546571,0.36608030966255806,0.00942437791506913
convs_msg.0.bias,0.0203104796291033,0.14989149535513535,6.132689183205394e-05,0.13463466036074162,0.17810511041724186,0.007351787661552,0.07039109688356797,2.619308323014048,1836.8203700868144,0.1501032433991505,0.0078311488194296
