layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0378723958795808,0.2747614399096488,4.830987988369292e-06,0.2446314705130443,0.3192795530155299,0.0068949389242192,0.014585987065262686,0.6793614602373838,-412.83121573002614,0.27466708194357264,0.0021979508612270954
fc1.bias,0.4041797298542702,0.37485285428764575,6.512219013567304e-06,0.3340306260349967,0.42063800547512964,0.0989518972456589,0.0,0.3301171957051726,-463.3035563437016,0.3753973792128798,0.0025519049773780425
convs_code_file.2.bias,0.5012725556718685,0.2950101076981772,2.5254858858669858e-05,0.26286966067951595,0.32794526083590625,0.0198565520812984,0.0,0.6262083351478485,-458.81954918815416,0.29514844044319916,0.0050254212618117446
convs_code_file.1.bias,0.7504679668033454,0.467580433337954,3.376636771404546e-05,0.4178412494877209,0.5559713301138131,0.0980229671362744,0.0,-16.44501697336823,-70.74024545951572,0.46838768693109756,0.00581088355708879
convs_code_file.0.bias,0.214765230563731,0.2865968043526761,5.41656038188231e-05,0.24967485274036175,0.33757735907033365,0.1067139804466189,0.0,0.9907686555388515,-459.9478519186813,0.28592352577742747,0.007359728515293361
convs_code_line.2.bias,0.037765972353141,0.01678102412258519,7.955589998463453e-05,0.01337192654810598,0.019645799954818795,0.0153167726992365,0.021959742702832453,0.19012335834351904,-464.3234741069686,0.016545811988756445,0.008919411414697397
convs_code_line.1.bias,0.0163964374986086,0.32573628632831697,1.810081897881533e-05,0.27749395903084884,0.37875648727649724,0.0105102822234692,0.0,0.050466670425600185,-464.7294976096584,0.3266031041473257,0.004254505726734294
convs_code_line.0.bias,0.0390049240477585,0.28944704378163394,3.815801215325316e-05,0.24427302512468022,0.32993450534075347,0.0076420205794523,0.0,0.18727496199623977,-464.19139634396583,0.2893968619284873,0.006177217185209889
convs_msg.2.bias,0.0464563829802717,0.2607961033523866,6.101310201813377e-05,0.2104658029176512,0.3099555528849923,0.0131193286777906,0.047890046136004075,0.4815046745097595,-463.21603534423286,0.26124130262441575,0.007811088401633524
convs_msg.1.bias,0.7319309612606568,0.3285574239960195,9.695728279817552e-05,0.27642373428475336,0.37293816872683544,0.1715182425610702,0.0030439639016480724,-1.2205436173108737,-451.8001329218888,0.32861265103083004,0.009846688925632556
convs_msg.0.bias,0.0203104796291033,0.1454114326370337,7.997937693032022e-05,0.13061060468621952,0.1727817792756507,0.007351787661552,0.06060572269520684,2.561505318724915,1836.9716862612747,0.14561685180618256,0.008943118971048067
