Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/fc2.bias,3.768769070187113e-05,5.689543776394105e-06,1.923876403240895e-10,3.7575071115405253e-06,5.2903564097065606e-05,1.3870387172825765e-05,0.0,,
1,gradients/fc2.weight,1.6465853844621255e-08,3.601793229569053e-08,6.515530358368891e-16,1.0932013308689647e-08,1.0153491735265853e-07,2.5525536935329866e-08,0.0,0.2097791986311719,0.5478555681731203
2,gradients/fc1.bias,1.876122819410517e-05,2.3369343245431325e-05,9.774370778305688e-11,2.0655889456484395e-06,3.652347795967436e-05,9.886541750433108e-06,0.07849334390222351,0.3382541307451781,3.53112846725603
3,gradients/fc1.weight,0.20693966154112461,0.256021328524161,0.005729190087180709,0.014412905143924421,0.2843040780090033,0.07569141356310377,0.0,-0.030833254754549663,5.991698514693053
4,gradients/convs_code_file.2.bias,1.685402926134179e-05,1.821501540264184e-05,2.420843779329087e-10,4.528090583427611e-06,5.536288695306201e-05,1.5559060959225936e-05,0.08852965361792978,0.3761296641118914,2.124816400805179
5,gradients/convs_code_file.2.weight,0.0007072686153332346,0.003290183849050741,9.090243914534233e-07,0.00030593309162460806,0.0036570384670227547,0.0009534277064640682,0.000225998339327238,-0.412288449239545,7.187112214150838
6,gradients/convs_code_file.1.bias,0.10610663809634024,0.1104864245610721,0.0006279640970017028,0.05880731151907722,0.14687052225025882,0.025059211819244,0.0,-0.4570774730008126,1.6587766445424055
7,gradients/convs_code_file.1.weight,2.487750375634642e-05,2.231140711636998e-05,9.798877710263563e-11,2.818553546223139e-06,3.696991040526485e-05,9.898928078465649e-06,0.05917406113149375,-1.4258898634399189,13.03093508638426
8,gradients/convs_code_file.0.bias,0.0004672389909863226,0.0005596251886309054,9.236133009389806e-08,0.00031554953182474856,0.0013078975194617158,0.00030391006908926237,0.0,-0.4214932737020096,1.5975653312891125
9,gradients/convs_code_file.0.weight,8.336050956028848e-06,4.505421284611475e-05,6.276862391069978e-10,1.7049820678131892e-06,8.435186379485951e-05,2.5053667178818305e-05,0.055540614692563245,0.2623876818855552,8.313959001357473
10,gradients/convs_code_line.2.bias,7.619943872877475e-05,7.213887905634733e-05,7.895497089282516e-10,3.6395265821653435e-06,8.747466782570212e-05,2.8098927184649795e-05,0.00967422483436724,0.28360376529145975,-0.3167698009344637
11,gradients/convs_code_line.2.weight,0.003768685974479956,0.002317155120870145,1.9401761341751098e-06,0.000923631539729266,0.005900873100600104,0.001392902054767289,0.0,-0.02806722001111513,3.3638806949406885
12,gradients/convs_code_line.1.bias,0.0015976175044922997,0.0010023130861785863,1.6799894698665094e-06,0.00046644014577291835,0.005132826051361952,0.0012961440775879599,0.0,0.014278530030330527,-0.2935880307775563
13,gradients/convs_code_line.1.weight,0.002538157598728105,0.00044675008059088774,2.044806341391077e-06,0.0002213095169200073,0.00457146733118279,0.0014299672518596554,0.06698661798837023,0.10915866220788091,3.9069637311757015
14,gradients/convs_code_line.0.bias,3.327210995400946e-08,1.727139970913105e-08,6.319666312290896e-17,9.93317318398379e-09,3.875114230189667e-08,7.949632892335909e-09,0.08604120500729698,0.21052077668776964,0.7062090747241334
15,gradients/convs_code_line.0.weight,0.0019844966429313523,0.004369013442682296,1.2512294157300853e-06,0.0005518493363658347,0.004658406005339637,0.001118583665055905,0.02801001858643004,0.020978482749672844,6.785120625043218
16,gradients/embed_code.weight,2.2379357004000035e-05,1.2711601090891414e-05,6.466876406335419e-10,7.108606334504016e-06,9.136889609607238e-05,2.5430053885777393e-05,0.0,74.95604105014277,51176.619577924466
17,gradients/convs_msg.2.bias,0.1773909759383125,0.14819074651460942,0.05763524699223204,0.02233829045748974,0.7913446207707968,0.2400734200036148,0.032163342194901225,-0.19021137117101017,-0.6385289714859534
18,gradients/convs_msg.2.weight,0.0032779340258182986,0.001758656549453402,8.799804678742563e-07,0.000528689907828227,0.0036628011971826064,0.0009380727412488492,0.0,-0.03485219760983559,2.063435643011615
19,gradients/convs_msg.1.bias,0.0027742481449547535,0.002042383466556698,7.1201910715792e-07,0.0005399749814167978,0.0035285318705923223,0.0008438122463900196,0.07769242318797685,0.35993203520725103,0.4919624579445208
20,gradients/convs_msg.1.weight,0.005636162810239395,0.0015117954199325907,6.897355375832989e-06,0.0005614849581970217,0.008690880934185612,0.0026262816634611903,0.0,-0.09126646926562104,3.0415144820812827
21,gradients/convs_msg.0.bias,0.005057095367581229,0.004382316971260631,4.722750091644305e-06,0.00022620215118344415,0.008017051160770866,0.002173188922216404,0.008014215191487307,0.9293437013307903,1.323900825284209
22,gradients/convs_msg.0.weight,1.9299740992297082e-05,3.654971615631533e-06,5.2894295413859665e-11,2.9165186669845196e-06,2.4938568496222785e-05,7.272846445090099e-06,0.010270570412736137,0.2793986706109063,6.3510767525343175
23,gradients/embed_msg.weight,0.13403622350117894,0.7413126860512069,0.04634595185137807,0.04273128586720172,0.8680363940292913,0.21528109961484782,0.0,-5.441509078392132,2004.4683396297876
