Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.2849590342042554e-09,1.756895418046611e-18,1.0750036266199766e-09,5.732024004562576e-09,1.831291045712778e-06,0.020884424568294,-2.3009725317296734,2.303152070038744,0.0,1.1643824508840667e-09,1.3254793163405496e-09
1,parameters/classifier.out_proj.weight,1.203137901699665e-07,1.0312533754472282e-17,1.0873806698579775e-07,1.205999734321246e-07,-4.371185445960871e-05,0.0187137944230178,-1.4627759182898294,2.634894417688421,0.0,1.115991761105612e-07,3.211313400226187e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.442258458951377e-07,1.901970106152519e-14,1.0538717810918079e-07,6.251183164589572e-07,-0.0113615072623671,0.1283658394965572,1.803943181644463,3.6767796127569814,0.07508491099835218,3.415412274403665e-07,1.3791193226666497e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.568299194639924e-08,3.8340555780693135e-16,1.0211259799243565e-08,7.797536193740344e-08,0.0003445132038981,0.0755137771931206,3.069535190934353,10.652874959768008,0.0,4.246820093740447e-08,1.958074456722551e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.684491883769428e-06,6.697792643187152e-12,9.926235482727786e-07,9.527212905023107e-06,-0.0002076929983255,0.0251005607441857,4.318936331028868,20.824723048034052,0.0,7.708520813398011e-06,2.5880093978166216e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1236415352222733e-08,1.0705737454908172e-18,9.689939339472452e-09,1.3041080253813417e-08,0.3357254763638286,0.0639204642931742,0.38337378266760935,-0.21917707035503758,0.019836566001596424,1.2711870846315087e-08,1.0346853364626452e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.996860045541762e-06,2.478506450822676e-12,1.0342735605366104e-06,6.749051032321755e-06,8.546326140564047e-05,0.1016103293044025,0.929845601852811,1.815043969119252,0.04852638033064374,1.4151751403813512e-06,1.5743273010472364e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.3840964448651062e-07,1.1038237223036648e-16,1.0909895889029741e-07,1.5001718951722813e-07,0.000112793106243,0.1006120468130983,1.4586914324218987,2.2366836204073013,0.0,1.1256849815818201e-07,1.0506301548611982e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.233752551291831e-09,4.175155327672683e-18,1.0894375086857953e-09,8.320660936561512e-09,3.158816936226893e-05,0.0397860407903909,1.5330862887997987,3.4227685569925352,0.0,3.643877369776016e-09,2.043319683180457e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.9414357135250946e-07,2.0550605577789107e-15,9.541707193573968e-08,2.44934098704045e-07,3.304292350580742e-06,0.0403816936415788,3.051173392754764,12.746489924993405,0.08904330820159503,1.101288969278225e-07,4.533277575638747e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.680578334142177e-09,6.669029173561411e-18,9.974125391974558e-10,9.685614153680133e-09,0.6156525901945613,0.0974861908782125,1.510431159644129,2.867827173174537,0.04645941147480466,3.5642963318672537e-09,2.582446354440187e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.197413017852862e-08,2.745391150038678e-16,9.196614082744995e-09,6.010094638917835e-08,-0.0113346586189311,0.0607580357729595,2.6469311205738455,9.55230679321045,0.0,4.862882946811975e-08,1.6569221919084427e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.4628291311832853e-05,5.7219696750174204e-11,9.522973037007902e-06,3.4619800278313136e-05,-0.000112760096662,0.0509716953262455,4.442510339054943,23.22970858796165,0.08010123340300697,3.411711909453197e-05,7.564370215039332e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,1.8728715394835032e-06,1.2483491680068098e-13,9.047897968479976e-07,1.9478873158338983e-06,0.5109690259462994,0.1123735305669006,0.24859600595953046,-0.07646157019328427,0.0,1.2576357931044072e-06,3.533198505613306e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.475890109103245e-07,2.4390041185629838e-14,1.0636313917135901e-07,6.931107422198582e-07,0.0001951886705329,0.0759863889472458,1.5055490291070441,2.3711828085446314,0.0,6.597106264610215e-07,1.5617311287680037e-07
