Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.9673521895971625e-09,1.6123567132066475e-18,9.255792804146383e-10,4.935278841936395e-09,1.831291045712778e-06,0.020884424568294,-2.1202222346274655,1.8956552227161299,0.0,1.0025345443766525e-09,1.2697860895468365e-09
1,parameters/classifier.out_proj.weight,1.1896279354378702e-07,1.055025275324739e-17,1.0751705348911077e-07,1.1924576327056318e-07,-4.371185445960871e-05,0.0187137944230178,-1.5762449706274222,2.460671616638002,0.0,1.1034603538415911e-07,3.2481152616936777e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.126529331868076e-07,2.0826260113516986e-14,9.927320869718868e-08,5.888524790556012e-07,-0.0113615072623671,0.1283658394965572,1.4372031763065687,3.5697658765559974,0.0,3.2172693261845465e-07,1.4431306286513702e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.4192941053794366e-08,3.142680404068088e-16,9.784857865197826e-09,7.471926564843346e-08,0.0003445132038981,0.0755137771931206,2.823653981085369,10.856506593447524,0.0,4.069481318984233e-08,1.7727606730938296e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.9372308669530985e-06,5.26783890080059e-12,1.0607129006689011e-06,1.0180735338549675e-05,-0.0002076929983255,0.0251005607441857,4.209978897283299,20.951065734076796,0.0,8.237289439761552e-06,2.295177313586162e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1801633929035025e-08,9.171483707257862e-19,1.0177366472696985e-08,1.3697077793072875e-08,0.3357254763638286,0.0639204642931742,0.46269764453394935,-0.1693140060078177,0.08059917704639213,1.335130836470075e-08,9.57678636456816e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.587158654047099e-06,2.3359158210660627e-12,9.282545075525945e-07,6.057234064075644e-06,8.546326140564047e-05,0.1016103293044025,1.140808109003848,1.6996417259908168,0.0,1.2701114609889186e-06,1.5283703154229547e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.377380478010287e-07,1.047037726763898e-16,1.0856958465881174e-07,1.4928927024817097e-07,0.000112793106243,0.1006120468130983,1.4835393942983794,2.52242164442465,0.0,1.1202228889268478e-07,1.023248614347412e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.97763027713071e-09,3.599643438946855e-18,1.0031510016462988e-09,7.661641247270691e-09,3.158816936226893e-05,0.0397860407903909,1.4994230703724778,3.6114518623460192,0.0,3.35527205941037e-09,1.8972726316865625e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.9382536771421978e-07,2.2197024222436594e-15,9.526068221223052e-08,2.445326487832165e-07,3.304292350580742e-06,0.0403816936415788,3.383221562245369,12.522804556195137,0.0,1.099483943469792e-07,4.7113717983658005e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.891310460459348e-09,6.0239938183956095e-18,1.0247785598350106e-09,9.951358473508189e-09,0.6156525901945613,0.0974861908782125,1.6643837843448537,3.0848775550990397,0.033120683390060426,3.662089976064592e-09,2.4543825737638393e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.80924917599351e-08,2.8710611213335427e-16,1.053715908138018e-08,6.886156441341609e-08,-0.0113346586189311,0.0607580357729595,2.587646691625434,9.187919594808497,0.048970320636259834,5.571721368718591e-08,1.6944205857264435e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.670776958589082e-05,5.641210504283227e-11,1.0327040817600677e-05,3.754290694533512e-05,-0.000112760096662,0.0509716953262455,4.301229095233237,23.41606753633154,0.0,3.699778211058298e-05,7.510799227967171e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.226752791619167e-06,1.0411564821699243e-13,1.075750879590727e-06,2.3159428860181605e-06,0.5109690259462994,0.1123735305669006,0.3205101177975179,-0.34871908284888464,0.07456133615077254,1.4952675365592479e-06,3.22669565061523e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.1546968060661206e-07,2.1667140493162903e-14,9.256481756320823e-08,6.031945832410812e-07,0.0001951886705329,0.0759863889472458,1.4255503094725155,2.2856863890636103,0.0,5.741274116072521e-07,1.4719762393857754e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.4444813665691966e-06,6.247899031635939e-13,1.0708974298343288e-06,3.8264890417499436e-06,-3.776269572425157e-05,0.0745593718141202,1.8995560531592084,4.781067569146588,0.0,3.3193139706244727e-06,7.904365269669626e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,3.688298959823982e-08,1.547470521519432e-16,9.176040418330051e-09,4.7209401789354253e-08,0.0001040482220213,0.0421736568456787,1.6485981967702024,3.3148717151489326,0.0,4.12000756542772e-08,1.243973682004339e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.4544904654177794e-08,5.959464877350755e-16,1.0519913707000985e-08,1.0374767991423766e-07,-9.920277029305042e-06,0.039764444603185,3.1293478227773774,12.231535508487545,0.0,9.791050921584802e-08,2.4412015232976474e-08
