Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.9287938351709354e-09,1.7925852119388525e-18,9.074387491297403e-10,4.838551762877607e-09,1.831291045712778e-06,0.020884424568294,-2.1290257911225496,1.9497290838922374,0.033769664456863406,9.828857583123096e-10,1.3388746065031078e-09
1,parameters/classifier.out_proj.weight,1.0254979602121439e-07,9.769211748110014e-18,9.268319594438564e-08,1.0279372512624496e-07,-4.371185445960871e-05,0.0187137944230178,-1.3131229777486486,2.1946760285396505,0.0,9.512187032015282e-08,3.125573827013211e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.531800913256086e-07,2.0561362172750924e-14,1.0712113224813246e-07,6.35403500212863e-07,-0.0113615072623671,0.1283658394965572,1.539863222463264,4.083475785460635,0.0,3.4716066649897115e-07,1.4339233652029985e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.295321060262604e-08,3.446243421586745e-16,9.430089135688566e-09,7.201017581706844e-08,0.0003445132038981,0.0755137771931206,2.75940368541461,10.83036224424799,0.017294030046786913,3.921934493349428e-08,1.856406049760328e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.383824322154052e-06,6.7268508881141015e-12,9.116219580193489e-07,8.749758655289957e-06,-0.0002076929983255,0.0251005607441857,4.3496801777586045,21.074317891923762,0.0,7.079478267033484e-06,2.5936173364847216e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.2588335026877053e-08,1.0945750673539517e-18,1.0855793326584837e-08,1.461012985025689e-08,0.3357254763638286,0.0639204642931742,0.6552828643002742,-0.07845147362447531,0.0,1.4241311309318127e-08,1.0462194164485534e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.6888282189518145e-06,2.8136448504502133e-12,9.545636956887916e-07,6.228912099873084e-06,8.546326140564047e-05,0.1016103293044025,1.2947011164092932,1.3763676653768344,0.03948868022310366,1.3061097794556936e-06,1.6773922768542287e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.1802617422523916e-07,1.2301040004350696e-16,9.303204829077782e-08,1.2792428600209797e-07,0.000112793106243,0.1006120468130983,1.330890752054568,2.3598430455884856,0.08090719491631326,9.599063147067008e-08,1.1091005366670195e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.07101270681768e-09,4.189617624623411e-18,1.0346111458408686e-09,7.90192046546479e-09,3.158816936226893e-05,0.0397860407903909,1.6225755327522167,3.088900697964777,0.0,3.4604978356173706e-09,2.0468555456170838e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.082530321749023e-07,1.7822918598816382e-15,1.0235154537148527e-07,2.6273478118689634e-07,3.304292350580742e-06,0.0403816936415788,3.0735212451311784,13.077227327608709,0.0,1.1813255806267966e-07,4.22171986266455e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,8.427768468674288e-09,5.586968681800222e-18,1.0944438794070988e-09,1.062786030073706e-08,0.6156525901945613,0.0974861908782125,1.5323420375193244,3.2900707763150874,0.0,3.911041972606513e-09,2.363676941081463e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.75810865962641e-08,2.7639922018657537e-16,1.0425109208989707e-08,6.812930541974044e-08,-0.0113346586189311,0.0607580357729595,2.6774586064253763,9.378950873155832,0.0,5.5124728878388266e-08,1.6625258499842207e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.4588505905396825e-05,5.641179409071961e-11,9.507589292031058e-06,3.4563874237510415e-05,-0.000112760096662,0.0509716953262455,4.482399500015885,23.71982412780523,0.04538290529817619,3.406200510256168e-05,7.510778527604152e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,1.9351904205647835e-06,1.2013542014302639e-13,9.348962331756467e-07,2.0127023100478975e-06,0.5109690259462994,0.1123735305669006,0.5471448448471988,-0.12381358623007044,0.0839025889221501,1.2994830067449377e-06,3.466055685401295e-07
