Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.1096114613004574e-09,1.7924061792034083e-18,9.925079345883514e-10,5.292148942480167e-09,1.831291045712778e-06,0.020884424568294,-2.321900050580963,2.236443463270561,0.0,1.0750278350515773e-09,1.3388077454225485e-09
1,parameters/classifier.out_proj.weight,1.0477074405171514e-07,8.960924420798365e-18,9.469046040984217e-08,1.0501995599382993e-07,-4.371185445960871e-05,0.0187137944230178,-1.4070915108044417,2.2265283926602875,0.0,9.718194980096806e-08,2.993480319093206e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.115561639488351e-07,2.03415119888543e-14,9.906082368111735e-08,5.875926885756808e-07,-0.0113615072623671,0.1283658394965572,1.603399899043006,3.645295710876721,0.04229898102978383,3.2103863029951607e-07,1.4262367261031495e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.55682689793935e-08,3.843444430326073e-16,1.0178429984333555e-08,7.77246664551344e-08,0.0003445132038981,0.0755137771931206,2.7732010801182807,10.762477509434566,0.05727702216166502,4.233166311506453e-08,1.960470461477569e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.5058225773542457e-06,5.683117612013583e-12,9.444889977035331e-07,9.065216902451162e-06,-0.0002076929983255,0.0251005607441857,4.341307289660252,20.922162532271365,0.0,7.334717284807307e-06,2.383929028308851e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.2608851979340128e-08,9.283950665735292e-19,1.0873486515966514e-08,1.4633942001663495e-08,0.3357254763638286,0.0639204642931742,0.7097734090909998,-0.16419005265717582,0.0,1.4264522346085205e-08,9.635325975666465e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.966947779063837e-06,2.8099273256684536e-12,1.026533117788721e-06,6.698541529699291e-06,8.546326140564047e-05,0.1016103293044025,1.2802786596877054,1.919871243980618,0.0,1.404584052519959e-06,1.6762837843481197e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.2225994918054154e-07,1.0910890012418081e-16,9.636924665952533e-08,1.3251312099404677e-07,0.000112793106243,0.1006120468130983,1.5246987536680183,2.187331586677686,0.00722303956315824,9.943395863205558e-08,1.0445520576983268e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.686987848909055e-09,3.1607557946579206e-18,9.052348012265422e-10,6.913798899826629e-09,3.158816936226893e-05,0.0397860407903909,1.538419809766122,3.2008553344168194,0.01516700074343016,3.027768532131958e-09,1.7778514546097265e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.1177172368875814e-07,1.945957110847576e-15,1.0408090081167982e-07,2.671740089633288e-07,3.304292350580742e-06,0.0403816936415788,3.1287771451661857,12.957233618885109,0.005451635570506208,1.201285531520387e-07,4.41130038746805e-08
