layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03693746120617149,0.2682629522531324,4.235484410428614e-06,0.23884559825947319,0.31172815047909036,0.006665327520888546,0.0,0.8623377558291279,-413.0537732891294,0.2749585746650455,0.0021289255428631
fc1.bias,0.3795770406224549,0.344288378236599,7.3689821175316575e-06,0.306794682776236,0.3863403334754412,0.095440646023302,0.08101807881728681,0.06074933465768091,-463.61740107149905,0.3671363373590193,0.0028144562787589
convs_code_file.2.bias,0.5319755698946226,0.34092560818906653,2.3403076465714328e-05,0.30378280812434433,0.3789868027762298,0.018594448024405685,0.0,0.5701804447279021,-458.30695652552697,0.3213996947939282,0.0051660311930004
convs_code_file.1.bias,0.8097218727981359,0.4464158376057603,3.6772489870384884e-05,0.39892805189621583,0.5308058022140515,0.10303160238320185,0.0,-16.63474537102243,-71.01012249923839,0.41446229062606,0.0057692440218556
convs_code_file.0.bias,0.19991455383296935,0.32162047787178055,5.041777899221295e-05,0.2801864648571117,0.3788311310313484,0.10693877329480451,0.0,1.2591999864662182,-459.80324738669157,0.34470041036549,0.007085621942666
convs_code_line.2.bias,0.03993485453476448,0.01863045581016025,7.247629058479593e-05,0.014845642603892468,0.02181095773653625,0.014368185449996781,0.0,-0.04735432495840131,-464.0267469168853,0.0173716738861659,0.0090753487135698
convs_code_line.1.bias,0.01738457668582329,0.3437925258055055,1.8230079713433127e-05,0.2928760260219483,0.39975174670826363,0.010972640813093203,0.0,0.17304300421829186,-465.12689337957465,0.325114227918279,0.0040897569476013
convs_code_line.0.bias,0.03568816497198644,0.2812383323460604,3.804376249442163e-05,0.23734544780847905,0.32057757043619733,0.00744693724725711,0.0,0.23836008180038648,-464.37907582397713,0.3073225527794452,0.0063295413228795
convs_msg.2.bias,0.04259425257405195,0.24502941473926376,8.691971995146372e-05,0.1977418828296668,0.29121688070612634,0.014028651676149532,0.03823253937451051,0.5464010834936269,-463.5178543600806,0.267703073052963,0.0087187623412699
convs_msg.1.bias,0.787968285397833,0.36818830731542346,0.00010716655358830559,0.3097662064374621,0.4179222962209214,0.18161187474428422,0.0,-0.747350382543313,-452.0564440752212,0.3420616347792085,0.0097767769830755
convs_msg.0.bias,0.01887592290552571,0.1469599363215296,6.193647354205648e-05,0.1320014925890689,0.17462175304504438,0.00731738942864783,0.030764886352410096,2.880206477890013,1836.850704280468,0.1583521716851885,0.0079069687723566
