layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.037566404097634044,0.23767365330446452,4.398203048825559e-06,0.21161068062970517,0.2761826325250402,0.007176361123210462,0.09247906944919367,0.6918301876829337,-412.95784196260666,0.2395273039238181,0.002014947691974
fc1.bias,0.39562914639383495,0.3525869824235575,7.064051194501096e-06,0.3141895523099206,0.39565254298245806,0.10069699866011322,0.06326601468484518,0.24213098323756527,-463.6327001626715,0.3607305621111809,0.0026117675292191
convs_code_file.2.bias,0.48247413601334904,0.3279433854520589,2.5623078754174025e-05,0.29221495876362164,0.36455523480407886,0.018520507274087657,0.06724830111646939,0.6579566118312058,-458.794559912059,0.3408806608937604,0.0054270849190936
convs_code_file.1.bias,0.7309464329448165,0.4130341127629247,2.72117454295147e-05,0.3690973305402939,0.49111363239874517,0.09490346831801748,0.07999868495152596,-16.379246469245494,-70.97791542396655,0.4247972247480033,0.0053879549987899
convs_code_file.0.bias,0.22793307244609853,0.30688971723330255,6.145975987756595e-05,0.2673534519368433,0.3614800259320908,0.11274703509788134,0.053938190642015826,1.0878679745329378,-459.74938732142294,0.288481197360721,0.0074201317904692
convs_code_line.2.bias,0.040599528842727564,0.019147234998709916,0.00010033148083745638,0.015257437098697705,0.02241595898585783,0.015855505793641943,0.08831006715142684,-0.02106677055953382,-464.07524792807266,0.0175612476818786,0.0096762209792709
convs_code_line.1.bias,0.016801770489603154,0.34324160974333795,1.5263600359258542e-05,0.2924067019533659,0.3991111578600183,0.010686725312073713,0.03167718799822594,0.3443049377749075,-464.8246554883659,0.3358524705300327,0.003842361522476
convs_code_line.0.bias,0.04169550878297233,0.32507312540673067,3.932324282118886e-05,0.27433894190932884,0.3705439151472441,0.008030919599835365,0.062284948761274224,0.04983067775732586,-464.27036858614923,0.3040436411842229,0.0059671586867979
convs_msg.2.bias,0.048130285991031425,0.27195808371056907,6.529129944150342e-05,0.21947366433903778,0.3232215401782806,0.01267960532081531,0.0,0.5047919870104658,-462.99963853830167,0.2629478752485692,0.0083605246788521
convs_msg.1.bias,0.706092503201841,0.3302836403006172,8.914300061856855e-05,0.2778760440554371,0.37489755816821013,0.17637578086107428,0.0,-0.9627948556584335,-452.0725183366974,0.3424274524801537,0.0091815286330823
convs_msg.0.bias,0.021457163704423327,0.14753177883957655,7.173183726574672e-05,0.13251512962374304,0.1753012317211142,0.007674973501158198,0.10411903926651896,2.3720621285374266,1836.500773818728,0.139844866226189,0.0081128238716733
