Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.935516231438348e-09,1.2709160198744777e-18,9.106014318119537e-10,4.855415494872875e-09,1.831291045712778e-06,0.020884424568294,-2.406328299109678,2.3679050584904004,0.027531301439311005,9.863113953257057e-10,1.127349111799214e-09
1,parameters/classifier.out_proj.weight,1.1207291883021625e-07,1.0513193793740294e-17,1.0129007271600379e-07,1.1233950002149199e-07,-4.371185445960871e-05,0.0187137944230178,-1.5802288964143483,2.6739753453146364,0.0,1.0395521068772774e-07,3.242405556641595e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.246313907867556e-07,1.5673411938594037e-14,1.0159278953679885e-07,6.026113868787649e-07,-0.0113615072623671,0.1283658394965572,1.4649204034679666,3.822795824260311,0.0,3.292442843620117e-07,1.2519349798848997e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.789593573193573e-08,3.2810434902132516e-16,1.0844529115594005e-08,8.281114176448568e-08,0.0003445132038981,0.0755137771931206,2.9639302266859837,10.610788369580835,0.02343863143967949,4.5101941445726035e-08,1.8113650902601747e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.636616616745327e-06,6.2727080888375466e-12,9.797256728188226e-07,9.403418939338801e-06,-0.0002076929983255,0.0251005607441857,4.111941687738062,21.039011783057898,0.08668802174838473,7.608358429019322e-06,2.504537499986284e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,9.940290277709648e-09,1.0679523073121673e-18,8.572200901126403e-09,1.1536786349942962e-08,0.3357254763638286,0.0639204642931742,0.4242629040247095,-0.02287158239294762,0.0,1.1245551381306912e-08,1.0334177796574661e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.927106999952353e-06,2.7409236788522242e-12,1.016223458707175e-06,6.631266856999454e-06,8.546326140564047e-05,0.1016103293044025,1.1209936048585847,2.1364291483581206,0.0,1.3904775590401867e-06,1.6555735196155514e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.2680230271054916e-07,1.0022992001964787e-16,9.994967664237815e-08,1.3743641310200254e-07,0.000112793106243,0.1006120468130983,1.2382936486721645,2.1323704062602604,0.0,1.0312825260176742e-07,1.0011489400666014e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.0155577780846103e-09,3.0890801732393558e-18,1.0159286157322587e-09,7.759231236177682e-09,3.158816936226893e-05,0.0397860407903909,1.606707988691089,3.6401034364386744,0.0,3.398009764360264e-09,1.757577928070148e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.214899005297652e-07,2.008195618691597e-15,1.0885715980528275e-07,2.794345894657685e-07,3.304292350580742e-06,0.0403816936415788,3.0953619450125123,12.333557873081173,0.0,1.2564123682316754e-07,4.481289567403113e-08
