Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.004062129560042196,0.0038344748319343834,-0.1933499701661214,0.1933499701661214,-0.0033885061691662495,1.071198881071657,0.4383354830046764,-0.6881700205294761,0.06241266407742812
1,1,parameters/conv2d_4.weights,0.004537647981391356,0.004333096055597525,-0.2156641817304507,0.2156641817304507,-0.004924701029177818,1.0534761430816657,0.7426334214235478,-0.5769734237214674,0.03536469983713797
2,2,parameters/conv2d_8.weights,0.004591218797618111,0.003210594112978641,-0.2229749471675221,0.2229749471675221,-0.004344205827590974,1.0606045721549118,0.7064615964637907,-0.5042737198075676,0.07545807558583112
3,3,parameters/conv2d_1.weights,0.0463058762135034,0.39586316490374385,-2.469508464547546,2.3187046677942313,-0.032661398621041525,1.0529762743287558,0.7882070288835753,-0.4732327987569148,0.0
4,4,parameters/conv2d_2.weights,0.003667472994825424,0.001979583415031751,-0.2309869345848694,0.2309869345848694,-0.00648329953504211,0.9615304979009337,1.434768066091825,-0.04514357656715815,0.04148904423080117
5,5,parameters/conv2d_5.weights,0.0037309769227752265,0.002257704966137139,-0.18309922311610832,0.18309922311610832,-0.012119298916161793,0.950059739618539,1.1743114385938505,-0.5755784696529745,0.0
6,6,parameters/conv2d_6.weights,0.003389284551867461,0.002618394605015835,-0.18388813623544326,0.18388813623544326,-0.007560806563467233,1.036591386588511,1.073477126026486,0.27804034299552793,0.0
7,7,parameters/conv2d_3.weights,0.0034826983440182143,0.0016062156035373109,-0.21301013403917124,0.21301013403917124,-0.005493275736815706,0.9226394095225422,1.311284508905349,0.3306417197774168,0.07439853734916309
8,8,parameters/conv2d_7.weights,0.0030923453179705434,0.00147690861391766,-0.20267633016212291,0.20267633016212291,-0.006567673471214168,0.9941671739526089,1.2054933077795906,0.12445452628489853,0.0
9,9,parameters/conv2d_9.weights,0.04746329168634305,0.3887801753394324,-2.8143965284990284,2.5553320716224377,-0.1688505695071284,0.9834862603701744,0.7512618561274826,-0.19211655262831515,0.03440537741772075
10,10,parameters/conv2d_10.weights,0.002912050116989242,0.001698109169727767,-0.19882358642856024,0.19882358642856024,-0.007588010921454718,0.9542118358756613,1.1807889811519943,0.18345511807403067,0.0
11,11,parameters/conv2d_11.weights,0.04097386989720384,0.37498289108607097,-3.1443302488587004,2.531618927337634,-0.0992525855842315,1.0333849988282477,1.3713372043539045,0.5002394075191995,0.0
12,12,parameters/dense.weights,0.002633714983568095,0.0012046091186650096,-0.19382268032177477,0.19382268032177477,-0.0007226895952053292,0.9380619068172681,1.5144410975466105,0.6084784170762136,0.0
13,13,parameters/dense_1.weights,0.005056987274930185,0.0038003640175705623,-0.21476586405915776,0.21476586405915776,-0.005217580164631815,1.0307675375416059,0.5400844722411406,-1.2885788411856263,0.0
14,14,parameters/dense_2.weights,0.019411664603453272,0.036332446355906406,-0.18410593273245093,0.18410593273245093,-0.08650780381963492,0.961667522653519,1.339879766856635,1.0784762888290695,0.0
