Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.294176203922883e-09,1.360260001262901e-18,1.0793400242211471e-09,5.7551460987841466e-09,1.831291045712778e-06,0.020884424568294,-2.451138251239632,2.0486410548870033,0.0,1.1690793887750899e-09,1.166301848263519e-09
1,parameters/classifier.out_proj.weight,1.1854924087014081e-07,9.791475554303346e-18,1.0714328986429628e-07,1.1883122690375052e-07,-4.371185445960871e-05,0.0187137944230178,-1.4179646741620169,2.4217420480418905,0.0,1.0996243731454432e-07,3.129133355148569e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.924048530716696e-07,2.2962568805049002e-14,9.53522482327822e-08,5.655947711599347e-07,-0.0113615072623671,0.1283658394965572,1.5358633265454265,3.5869281982988053,0.0,3.0901979239717304e-07,1.5153405163542946e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.299940615606635e-08,3.369802890195808e-16,9.443308733374135e-09,7.211112348997706e-08,0.0003445132038981,0.0755137771931206,2.9618138274150065,10.632423256385055,0.0,3.927432468544065e-08,1.8357022880074558e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.36405673004319e-06,6.664652930125173e-12,9.062964537053541e-07,8.698644400027392e-06,-0.0002076929983255,0.0251005607441857,4.3281991991260504,20.83143719721867,0.0,7.038121439545659e-06,2.5815989096149643e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1342460433796172e-08,1.0206624796305055e-18,9.781389359384074e-09,1.316415708712466e-08,0.3357254763638286,0.0639204642931742,0.5284345749209404,-0.21663025828309201,0.09795505117668693,1.2831840724482845e-08,1.010278416888387e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.799510796652076e-06,2.3817060526145488e-12,9.832051948714088e-07,6.41580940345048e-06,8.546326140564047e-05,0.1016103293044025,1.1498387263446332,1.6260300682251416,0.056573628448326724,1.3452993509317962e-06,1.5432776978284071e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.225752649519599e-07,1.25482669721173e-16,9.66177887500065e-08,1.3285488031301713e-07,0.000112793106243,0.1006120468130983,1.5197310290689607,2.3213393811243517,0.0,9.969040479927056e-08,1.120190473630146e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.7095841048631616e-09,4.0782647501283054e-18,9.128473839464027e-10,6.9719405730832215e-09,3.158816936226893e-05,0.0397860407903909,1.7034307828854423,3.075704571993148,0.0,3.0532305872542473e-09,2.0194714036421274e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.2204709686175992e-07,1.8737890572770188e-15,1.0913100890634688e-07,2.801375557315457e-07,3.304292350580742e-06,0.0403816936415788,3.3624072185628124,12.573467541650116,0.0368994700707709,1.259573091864568e-07,4.328728516870767e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,8.186824401650432e-09,5.6017521715732764e-18,1.0631544864421787e-09,1.0324017131084373e-08,0.6156525901945613,0.0974861908782125,1.6692594007891763,3.120537214374706,0.07815182511842676,3.799227989737445e-09,2.3668020981005733e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.8907565070999315e-08,2.4165849998129013e-16,1.0715743239267917e-08,7.002863272818914e-08,-0.0113346586189311,0.0607580357729595,2.761143315115776,9.60431156341532,0.0,5.666151106462228e-08,1.5545369084756085e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.384438951356303e-05,5.2083177343254384e-11,9.219863268081349e-06,3.351787553045729e-05,-0.000112760096662,0.0509716953262455,4.369034876696267,23.731558238478026,0.0,3.303119434760729e-05,7.21686755755254e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,1.968396416582929e-06,1.0601353781957474e-13,9.509381483620342e-07,2.047238335124777e-06,0.5109690259462994,0.1123735305669006,0.22039031991422808,-0.1509509359815001,0.05082053448728788,1.3217808783595702e-06,3.255972017993624e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.1076650514105867e-07,2.838583269308154e-14,9.054435427709267e-08,5.90028322647631e-07,0.0001951886705329,0.0759863889472458,1.2531086880705116,2.539142688496364,0.0,5.615956161881892e-07,1.6848095647010533e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.1905754941811446e-06,5.532130196443546e-13,9.919574916482107e-07,3.5444239251380483e-06,-3.776269572425157e-05,0.0745593718141202,1.8495578272372775,4.4321412455304925,0.0,3.0746346648743876e-06,7.437829116377671e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.265643902083251e-08,1.3524725928290732e-16,1.061240460225247e-08,5.4599287925772574e-08,0.0001040482220213,0.0421736568456787,1.6143895193421034,3.4919480216286782,0.016076161300791727,4.7649296706800377e-08,1.1629585516384811e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.4118863591081148e-08,6.074953069972182e-16,1.0211770386300129e-08,1.0070876196356026e-07,-9.920277029305042e-06,0.039764444603185,2.8653764547877003,12.012602005724792,0.040603565805334224,9.504257034471405e-08,2.4647419885197277e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.3733431779165824e-06,3.105038441244652e-13,9.074157975670526e-07,2.6511080783209173e-06,0.6438848846203952,0.1354366076190484,0.7465341656750368,-0.3315381542540944,0.0,1.7894672334657116e-06,5.572287179645942e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,3.056485831458077e-07,6.380036942418536e-15,1.074414976010993e-07,3.951629585683362e-07,-0.0143675512643725,0.0644239113303974,2.5945652986673715,8.36043873567058,0.0,2.7001045086511515e-07,7.98751334422581e-08
20,parameters/encoder.roberta.encoder.layer.1.output.dense.weight,2.1270880029564427e-06,1.313762318275973e-12,1.0505651809198874e-06,5.414631085488663e-06,5.649138364106832e-05,0.0527436002953514,4.476452551782226,24.13239609426956,0.07189957607084188,1.091288984841703e-06,1.1461947122003195e-06
21,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.weight,5.1221990944800344e-09,4.828288653430752e-18,1.0250617899210083e-09,8.406161403068365e-09,0.563354952842928,0.1337718840011416,0.2685204416864727,-0.6614916833100208,0.0,2.5310691337486486e-09,2.197336718263897e-09
