Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.8119283930241583e-09,1.9417988711975894e-18,8.524571182760898e-10,4.545384353894965e-09,1.831291045712778e-06,0.020884424568294,-1.9394456887255453,2.1717723985904733,0.0352114514617438,9.233328000694923e-10,1.3934844352189901e-09
1,parameters/classifier.out_proj.weight,9.805302591485732e-08,1.1086231852207057e-17,8.8619072552096e-08,9.828625882008905e-08,-4.371185445960871e-05,0.0187137944230178,-1.4884666651097906,2.134611595648128,0.0,9.095081197082221e-08,3.3295993531064743e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.007701329731701e-07,1.8315698951802236e-14,9.697215153131544e-08,5.752034469113276e-07,-0.0113615072623671,0.1283658394965572,1.7126884043099158,3.980360677202146,0.0,3.1426961282924276e-07,1.3533550514112042e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.199866743523334e-08,3.417930964439533e-16,9.156931316229894e-09,6.992428433481474e-08,0.0003445132038981,0.0755137771931206,2.827475501355155,10.9347464985454,0.01680859200561641,3.808329302682813e-08,1.8487647131096844e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.6409322808289453e-06,5.828316516367938e-12,9.808883378296223e-07,9.414578212272018e-06,-0.0002076929983255,0.0251005607441857,4.32999904271474,21.2621638738742,0.0,7.617387458655337e-06,2.4141906545192196e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.298573151553609e-08,1.0506176378817037e-18,1.119849584763962e-08,1.5071351631290554e-08,0.3357254763638286,0.0639204642931742,0.6874879043813678,-0.12651783269180025,0.0,1.4690889994357882e-08,1.0249964087164905e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.4009808429365956e-06,2.6856519414980873e-12,8.800769918537497e-07,5.742856394116368e-06,8.546326140564047e-05,0.1016103293044025,1.2616315627681591,1.386082667733086,0.03798517475194662,1.2041911618110455e-06,1.6387958815844295e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.2749466520525693e-07,1.3088719988551864e-16,1.0049541915640265e-07,1.381868396779e-07,0.000112793106243,0.1006120468130983,1.5229915042982574,2.1129362390462783,0.08806978468427265,1.0369135069005058e-07,1.1440594385149699e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.2685193994237583e-09,4.810364718220621e-18,1.1011503122516005e-09,8.410118355009663e-09,3.158816936226893e-05,0.0397860407903909,1.593347037856416,2.880391827414059,0.0,3.6830535680524603e-09,2.1932543669671835e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.975998879260936e-07,1.792037152897989e-15,9.711577153643654e-08,2.4929463343042826e-07,3.304292350580742e-06,0.0403816936415788,2.941078081207537,12.9248519645013,0.0,1.1208950952514121e-07,4.2332459802118624e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,9.207413706285099e-09,5.8085849605278336e-18,1.1956898927003743e-09,1.1611034043615885e-08,0.6156525901945613,0.0974861908782125,1.460608682164291,3.0150665073911256,0.0,4.272848927718358e-09,2.4101006121172277e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.8728528505298154e-08,2.4444812653247093e-16,1.0676515977274627e-08,6.977227799275707e-08,-0.0113346586189311,0.0607580357729595,2.5076833050555907,9.265966803978088,0.0,5.6454089526998776e-08,1.5634836952538747e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.6775413626972375e-05,5.6855804195369656e-11,1.0353196606127689e-05,3.763799365527411e-05,-0.000112760096662,0.0509716953262455,4.59558893454119,23.63828802916515,0.0446189116838954,3.709148815686911e-05,7.5402787876423795e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.0413913141801094e-06,1.02531436953786e-13,9.862021999403432e-07,2.1231569617644632e-06,0.5109690259462994,0.1123735305669006,0.6294985225861974,0.03726126128310665,0.0772464006683571,1.370797051651157e-06,3.2020530438108917e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.3458036402000795e-07,2.1311953760212353e-14,1.0077468225827353e-07,6.566938072829152e-07,0.0001951886705329,0.0759863889472458,1.3220456149043582,2.2981761790180104,0.0,6.250485768091924e-07,1.4598614235677423e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.0295434611545407e-06,6.000074715758581e-13,9.41892250487986e-07,3.365532752804387e-06,-3.776269572425157e-05,0.0745593718141202,2.0368060546904707,4.976443934355488,0.0,2.9194542995134156e-06,7.746014921079471e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.265850350907939e-08,1.0767797700720368e-16,1.0612918221885878e-08,5.460193042455583e-08,0.0001040482220213,0.0421736568456787,1.4177233003787162,3.6071779199340535,0.0,4.7651602839597236e-08,1.0376799940598436e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.3110970204858006e-08,6.252964369873738e-16,9.48278991506143e-09,9.351953639572398e-08,-9.920277029305042e-06,0.039764444603185,3.2925499922202115,12.475674569151744,0.0,8.825783321327825e-08,2.500592803691504e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.78209190664906e-06,3.0814308528174056e-13,1.0636953685698838e-06,3.10769483190509e-06,0.6438848846203952,0.1354366076190484,0.42367909948600124,-0.17199444480945947,0.06207338848577229,2.097658001490091e-06,5.551063729428266e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,2.70727556315669e-07,5.879433251606014e-15,9.516606880053975e-08,3.5001471630784815e-07,-0.0143675512643725,0.0644239113303974,2.776875559273802,8.286774051094294,0.0,2.391611594925441e-07,7.667746247500642e-08
20,parameters/encoder.roberta.encoder.layer.1.output.dense.weight,1.9926450093238413e-06,1.2934326062321083e-12,9.841640128757191e-07,5.0723983186555814e-06,5.649138364106832e-05,0.0527436002953514,4.501302317269803,24.162545093303642,0.011867692435615414,1.0223138611813372e-06,1.137291785880874e-06
21,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.weight,5.455989689138263e-09,3.9388360728482065e-18,1.0918604398969311e-09,8.953952998390583e-09,0.563354952842928,0.1337718840011416,0.13912550191525452,-0.1881101859366371,0.014160991534518176,2.6960074845803253e-09,1.9846501134578367e-09
22,parameters/encoder.roberta.encoder.layer.2.attention.self.query.weight,9.0363328078301e-09,5.03899602425122e-16,8.714839307867117e-09,7.019041438141699e-08,-0.0015558327343114,0.0693338446486832,1.3059397524784715,2.2032614930598524,0.04800247286840307,4.2786232985141747e-08,2.2447708177565085e-08
23,parameters/encoder.roberta.encoder.layer.2.attention.self.key.weight,3.700643562480401e-06,6.7831954512153224e-12,9.69003298838862e-07,9.32439056373024e-06,6.384512236459904e-05,0.0683007588039099,1.667418667995109,4.133585079977377,0.0,4.043290766502864e-06,2.604456843799744e-06
24,parameters/encoder.roberta.encoder.layer.2.attention.self.value.weight,3.534369049035061e-06,9.187437766023817e-13,1.041508218680345e-06,4.493884846050981e-06,-0.0003400633170984,0.0463167858432113,2.1307741008706236,6.188888944813142,0.0,2.5902810757778016e-06,9.585112292521052e-07
25,parameters/encoder.roberta.encoder.layer.2.attention.output.dense.weight,4.5187183699268923e-07,2.588483725179044e-14,9.261607885673517e-08,6.724449048478531e-07,3.742173555552434e-05,0.0414278927484812,2.9851981298626566,11.03029084076565,0.09922709882664142,9.448212086413404e-08,1.6088765413104404e-07
