Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.951592416700638e-09,1.5633590693985581e-18,9.181647873034425e-10,4.8957440427574695e-09,1.831291045712778e-06,0.020884424568294,-2.336490444045597,2.064433033062065,0.0,9.945035894597637e-10,1.2503435805403874e-09
1,parameters/classifier.out_proj.weight,1.1464355164524906e-07,9.315545852345723e-18,1.0361337782377274e-07,1.1491624744802342e-07,-4.371185445960871e-05,0.0187137944230178,-1.3911859154218549,2.2802614136796873,0.0,1.0633964645219961e-07,3.0521379150270584e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.418659951872206e-07,1.9661269175098757e-14,1.0493020237246754e-07,6.224077030017788e-07,-0.0113615072623671,0.1283658394965572,1.7970444380279862,3.7551330486993995,0.043701995975530004,3.400602498031646e-07,1.4021864774379605e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.650276002783389e-08,4.0207574492923957e-16,1.0445849568712193e-08,7.976673954807625e-08,0.0003445132038981,0.0755137771931206,2.78321641848753,10.775091152470564,0.06172787097245419,4.344384994286715e-08,2.0051826473646723e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.649200753041921e-06,5.851260398537692e-12,9.831159123462049e-07,9.43595849961077e-06,-0.0002076929983255,0.0251005607441857,4.159679066762681,20.95766509596955,0.0,7.634686367747658e-06,2.418937865786902e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.2494504657994848e-08,8.637367391187551e-19,1.0774876899577801e-08,1.4501229517501242e-08,0.3357254763638286,0.0639204642931742,0.7976800622308344,0.039662711267112655,0.0,1.413516005971549e-08,9.293743804940798e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.7393412233205135e-06,2.6686597556415337e-12,9.676350227521676e-07,6.314207767070767e-06,8.546326140564047e-05,0.1016103293044025,1.4711660914515725,2.0647662576570274,0.0,1.3239950061671703e-06,1.6336033042454134e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.2375743003750748e-07,1.1712270736834072e-16,9.754960950966655e-08,1.3413618613774613e-07,0.000112793106243,0.1006120468130983,1.6170404153461615,1.9429162765480188,0.007512418962864451,1.006518591021757e-07,1.0822324490068703e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.7929574372608688e-09,3.087471397929833e-18,9.409355057483954e-10,7.186465716559467e-09,3.158816936226893e-05,0.0397860407903909,1.663039847276544,3.2285668556355893,0.015516883193678858,3.1471778495596e-09,1.757120200194008e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.2583448477774477e-07,1.6920815447843167e-15,1.1099242240930501e-07,2.8491577444454116e-07,3.304292350580742e-06,0.0403816936415788,3.014976732084155,12.753754880611744,0.005969253199346852,1.28105723633144e-07,4.113491880123646e-08
