layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.649723771991846e-07,1.0732611909662666e-14,1.111516197382032e-07,5.130768999610104e-07,-3.1558510518864194e-05,0.0200467691820429,0.6977120795939831,0.09117292698050544,0.0,5.106044119456999e-07,1.0359832001370806e-07
fc1.bias,3.52297622976699e-08,2.236013594186784e-16,9.001910788968403e-09,5.4185916690076974e-08,0.7224649448495858,0.1133428719451089,0.7390700201316409,1.0879988150371107,0.0,2.469327856984237e-08,1.4953305969539927e-08
convs_code_file.2.bias,7.462334609662947e-05,4.2609981043321464e-10,9.286398900842363e-06,8.10245277366133e-05,0.8051789876384037,0.1374376907114736,0.17992806208619266,-0.2367817033504074,0.0,3.024958796587898e-05,2.06421852145846e-05
convs_code_file.1.bias,5.420561814471355e-08,5.05492817771328e-16,1.0184552490022406e-08,8.716164662369303e-08,-0.0001044009550747,0.0706972257171937,1.691809663997181,3.530124316131567,0.0,3.9730897762576997e-08,2.2483167431910657e-08
convs_code_file.0.bias,5.5853848674354605e-09,4.1360519450948174e-18,1.1177551875679872e-09,9.16630646874226e-09,0.563354952842928,0.1337718840011416,0.2958186146922352,-0.09091393892654037,0.0257208824277872,2.7599464560656165e-09,2.0337285819633885e-09
convs_code_line.2.bias,5.26368750443027e-07,7.393917364083235e-14,1.1164395327576192e-07,1.0931286053996982e-06,1.953889443484899e-05,0.039087298509953,2.6815390759953295,8.691797547373751,0.0,2.2031451629959673e-07,2.7191758611908933e-07
convs_code_line.1.bias,1.177225794540639e-06,4.951582541721504e-13,9.039358890820342e-07,3.25706446012092e-06,6.742295416513179e-06,0.0432375307227778,2.293170388637504,5.454538574660016,0.0,3.0219473433497375e-06,7.036748213288226e-07
convs_code_line.0.bias,2.793948305367883e-07,9.50942958559555e-15,1.0381964570134684e-07,4.730271902817286e-07,0.0005278906998377,0.0197473282303864,0.28842968486828047,-0.09840452215842893,0.0,1.183884029502846e-07,9.751630420394093e-08
convs_msg.2.bias,2.0065462382532294e-08,1.9330904858595433e-16,9.216496932603045e-09,5.406660959575165e-08,-0.0006588076272084,0.0546666985913124,5.209169063883273,30.082465930210862,0.0,1.3546078796745926e-08,1.3903562442264732e-08
convs_msg.1.bias,2.1551472398071522e-07,1.919646086726097e-14,1.0878437611276035e-07,6.10703823451892e-07,6.062533815187235e-07,0.0751172360038982,1.1045069453837437,2.286467807484164,0.044815234617560706,2.6202574222712006e-07,1.3855129327170131e-07
convs_msg.0.bias,1.1323611109877783e-08,9.546688748068489e-19,9.765134281618272e-09,1.3142280399743109e-08,0.3357254763638286,0.0639204642931742,0.48689434655290836,0.2102483619031212,0.0,1.281051629283094e-08,9.770715812093038e-10
