layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,3.7935075788025735e-07,1.2961093943778886e-14,9.068377661764359e-08,4.18597147691817e-07,-3.1558510518864194e-05,0.0200467691820429,0.49652966915104807,0.12126878532906843,0.0,4.1657995215837984e-07,1.1384680032297302e-07
fc1.bias,4.416054395427523e-08,2.0766943847986029e-16,1.12839046062765e-08,6.79221033476319e-08,0.7224649448495858,0.1133428719451089,0.9599548015853288,1.0795444065744089,0.06800508254587985,3.0953050561195825e-08,1.4410740386248735e-08
convs_code_file.2.bias,8.80566964696642e-05,5.087201482478183e-10,1.0958093573676323e-05,9.561018928663536e-05,0.8051789876384037,0.1374376907114736,0.04522320887320272,-0.6230034832253163,0.029023559431207227,3.569497918780841e-05,2.2554825387216343e-05
convs_code_file.1.bias,5.4447036641786954e-08,5.084506046214814e-16,1.0229911982998617e-08,8.754984316955949e-08,-0.0001044009550747,0.0706972257171937,1.5804920391912036,4.020461928954914,0.0886108728729222,3.9907849413596114e-08,2.2548849297059074e-08
convs_code_file.0.bias,4.6307884658543895e-09,4.3288927039718276e-18,9.267199938928031e-10,7.59969586293305e-09,0.563354952842928,0.1337718840011416,0.30463526202073804,-0.16870792616659658,0.0,2.2882448601957578e-09,2.08059912140033e-09
convs_code_line.2.bias,4.860306618515946e-07,6.480937233360562e-14,1.030881572218644e-07,1.0093570697807452e-06,1.953889443484899e-05,0.039087298509953,2.6845820023386557,9.051335348318824,0.04663400746489574,2.0343078893357858e-07,2.545768495633601e-07
convs_code_line.1.bias,1.3115826338520697e-06,6.938692985849566e-13,1.007102137698444e-06,3.6287933912442785e-06,6.742295416513179e-06,0.0432375307227778,2.4119244565727307,5.708551569633527,0.023815122494444084,3.3668423460764466e-06,8.32988174336801e-07
convs_code_line.0.bias,2.448351504916494e-07,1.0501801899398038e-14,9.097769822885845e-08,4.145161995186584e-07,0.0005278906998377,0.0197473282303864,0.49426768696009876,-0.40624371682702726,0.0,1.0374437636197562e-07,1.0247829965118487e-07
convs_msg.2.bias,2.1218533308636637e-08,1.8694732879388936e-16,9.746127122573942e-09,5.71735719178443e-08,-0.0006588076272084,0.0546666985913124,4.937605453074698,30.25313972215885,0.021556582275876687,1.432451037860888e-08,1.367286834551878e-08
convs_msg.1.bias,2.0705295290257979e-07,2.0614672097198816e-14,1.0451316683971625e-07,5.867257125593184e-07,6.062533815187235e-07,0.0751172360038982,1.0467622606080433,2.7057552918545693,0.0,2.517378054850215e-07,1.43578104518756e-07
convs_msg.0.bias,1.0667327233815842e-08,9.347429124650176e-19,9.19917523247578e-09,1.2380591691314005e-08,0.3357254763638286,0.0639204642931742,0.3878591063334981,-0.06328771637249091,0.020701308084759715,1.206805567621016e-08,9.668210343517654e-10
