layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.5898078277074315e-07,1.0280495187691418e-14,1.0971932943840682e-07,5.06465434751645e-07,-3.1558510518864194e-05,0.0200467691820429,0.6075549807194293,-0.44504807191613777,0.0,5.040248070061985e-07,1.0139277680235127e-07
fc1.bias,4.438949039674909e-08,2.0284464442170151e-16,1.134240501377819e-08,6.827423949755983e-08,0.7224649448495858,0.1133428719451089,1.015204767507167,0.9087478255944772,0.0,3.1113523919880825e-08,1.4242353893289603e-08
convs_code_file.2.bias,9.352386746168937e-05,4.2998479614921713e-10,1.1638448092023934e-05,0.00010154633354785013,0.8051789876384037,0.1374376907114736,-0.07902781183893161,-0.6424446865933254,0.0,3.791117128449646e-05,2.0736074752691687e-05
convs_code_file.1.bias,5.3835175333776e-08,5.625326379134241e-16,1.0114950954578742e-08,8.656598133130531e-08,-0.0001044009550747,0.0706972257171937,1.8247973450029105,3.6539153203537786,0.006036816666825173,3.945937562240053e-08,2.3717770508912175e-08
convs_code_file.0.bias,4.880863982079414e-09,3.343722436561655e-18,9.767654629479387e-10,8.010100674141701e-09,0.563354952842928,0.1337718840011416,0.11023647265843246,-0.5169024719516543,0.0915449874890206,2.4118164763216387e-09,1.8285848179840205e-09
convs_code_line.2.bias,4.6999749009628827e-07,5.6557334675961917e-14,9.968748672840312e-08,9.760604147907584e-07,1.953889443484899e-05,0.039087298509953,2.6334199880400577,9.049308983980643,0.0,1.967200172985877e-07,2.3781786029640824e-07
convs_code_line.1.bias,1.4087916439118772e-06,6.336249881135603e-13,1.081744328977887e-06,3.8977443548891785e-06,6.742295416513179e-06,0.0432375307227778,2.371603204004786,5.894399398084726,0.06693363983566707,3.616378595674614e-06,7.960056457799534e-07
convs_code_line.0.bias,2.8390328427093275e-07,1.2018315166720645e-14,1.0549493106163972e-07,4.806601919313303e-07,0.0005278906998377,0.0197473282303864,0.5748110133886858,0.25428545790815227,0.09423432003781937,1.202987770124501e-07,1.0962807654392483e-07
convs_msg.2.bias,2.0132027841840824e-08,2.0873620837259717e-16,9.247071874751822e-09,5.424597095969058e-08,-0.0006588076272084,0.0546666985913124,4.987124404800443,29.610785829871634,0.03393551330227759,1.3591016757294491e-08,1.4447705989969387e-08
convs_msg.1.bias,2.178589970978548e-07,1.6578529638357383e-14,1.0996768407323532e-07,6.173467874657137e-07,6.062533815187235e-07,0.0751172360038982,1.1368972530795087,2.4518673973058305,0.04438568871990701,2.648759414717737e-07,1.2875763914563435e-07
convs_msg.0.bias,1.3651378647411064e-08,9.67397870642195e-19,1.1772529480891386e-08,1.5843907414909305e-08,0.3357254763638286,0.0639204642931742,0.5528902287677495,-0.06889843125509008,0.0,1.544394335740759e-08,9.835638620050024e-10
