Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.0888292903466235e-09,1.4399218835345833e-18,9.827305561715047e-10,5.240015008789849e-09,1.831291045712778e-06,0.020884424568294,-2.3494467595719413,1.8661147307722534,0.0,1.064437537900651e-09,1.1999674510313114e-09
1,parameters/classifier.out_proj.weight,1.1180614343144776e-07,1.0418601548398842e-17,1.0104896451767944e-07,1.120720900599375e-07,-4.371185445960871e-05,0.0187137944230178,-1.7311589419998992,2.6917926896685347,0.0342123185692811,1.0370775846577483e-07,3.2277858585102633e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.473294281713297e-07,1.8869761905657658e-14,1.0598817451643443e-07,6.286832080239544e-07,-0.0113615072623671,0.1283658394965572,1.5563756437252287,3.773347491882864,0.08081903096620811,3.4348895062931077e-07,1.3736725194040123e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,4.062882336741889e-08,3.4006059175815115e-16,1.1626588694285671e-08,8.87831158307623e-08,0.0003445132038981,0.0755137771931206,2.8987748571671994,10.634791802082304,0.0,4.8354494410381755e-08,1.8440731866120477e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.24468497202956e-06,7.320367659305673e-12,8.741370076430584e-07,8.389977645066526e-06,-0.0002076929983255,0.0251005607441857,3.928850200185187,21.632026394870618,0.06182010715049631,6.78837745578674e-06,2.705617796235395e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.0425587237908049e-08,9.367757879864635e-19,8.99070608792716e-09,1.2100026173898659e-08,0.3357254763638286,0.0639204642931742,0.7029524140132054,0.2239074415888857,0.0,1.1794572762839507e-08,9.678717828237702e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.3898150820004485e-06,2.888849580814421e-12,8.771876108927098e-07,5.724002021054989e-06,8.546326140564047e-05,0.1016103293044025,0.9925323692719514,1.3637790290149165,0.0,1.2002376815489828e-06,1.6996616077367928e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.3866856134110962e-07,1.1640962004680053e-16,1.0930304553021831e-07,1.5029782009748634e-07,0.000112793106243,0.1006120468130983,0.9906982981356303,2.38184214309202,0.0,1.1277907511312022e-07,1.0789328989645307e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.890042020187599e-09,3.017781642640093e-18,9.736428896554433e-10,7.436270821893861e-09,3.158816936226893e-05,0.0397860407903909,1.5809074776872347,3.131015586199027,0.0,3.2565753093434456e-09,1.7371763418375495e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,2.3411254968521996e-07,1.8021242574498326e-15,1.150608997184563e-07,2.9535949067475573e-07,3.304292350580742e-06,0.0403816936415788,3.426784219551739,12.763872226095812,0.08820310877514233,1.3280149671801146e-07,4.2451434103571027e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.559393690084675e-09,7.620895962315e-18,9.816753019371017e-10,9.53279392939124e-09,0.6156525901945613,0.0974861908782125,1.629555723719538,2.8601405234467765,0.08252521701222676,3.5080586420083128e-09,2.7605970300489347e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.299689195589012e-08,2.5832580828130003e-16,9.42070319013018e-09,6.156539485990681e-08,-0.0113346586189311,0.0607580357729595,2.9807296877714595,9.253569337926644,0.04196785000380101,4.981374283848102e-08,1.6072517173153062e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.1941930319072987e-05,5.5826893869474e-11,8.484243107358631e-06,3.084360322642451e-05,-0.000112760096662,0.0509716953262455,4.257187852630331,23.824751941069014,0.0,3.0395752607492775e-05,7.471739681591831e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.0051598504388504e-06,1.0692622557245922e-13,9.686986723214655e-07,2.085474287236152e-06,0.5109690259462994,0.1123735305669006,0.3366922384073072,-0.28055007855802633,0.08567354957645786,1.346467574334129e-06,3.269957577285357e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.5642172841380824e-07,2.4006940732344757e-14,1.101576353714534e-07,7.178374106699186e-07,0.0001951886705329,0.0759863889472458,1.4920834235511748,2.1010634570618776,0.03880309658401435,6.832457485415692e-07,1.549417333462639e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.206075200781746e-06,6.120595060064708e-13,9.96776387207603e-07,3.5616426153110237e-06,-3.776269572425157e-05,0.0745593718141202,2.0222502469671007,4.787682189131045,0.06704266088946856,3.0895711348925725e-06,7.823423202195255e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.224051476965809e-08,1.1133785293833223e-16,1.0508927693755814e-08,5.4066914186509134e-08,0.0001040482220213,0.0421736568456787,1.5314707935401428,3.191419096174248,0.0408352353366769,4.718468928745895e-08,1.0551675361682253e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.4657280746691667e-08,6.953785559591894e-16,1.060119212195686e-08,1.0454924989034563e-07,-9.920277029305042e-06,0.039764444603185,2.8616938359280044,11.907887593326606,0.0,9.866698034462646e-08,2.63700313985249e-08
