Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.312099925841713e-09,1.4400349683440822e-18,1.0877725894342825e-09,5.800109357534917e-09,1.831291045712778e-06,0.020884424568294,-2.4823320709492527,2.5739865130334807,0.0,1.1782130611711376e-09,1.2000145700549144e-09
1,parameters/classifier.out_proj.weight,9.754011639962965e-08,1.0872228788707262e-17,8.815551148278144e-08,9.777212927748089e-08,-4.371185445960871e-05,0.0187137944230178,-1.404630770859818,2.1172706668878822,0.0,9.047505371204063e-08,3.297306292825594e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,6.030443049247041e-07,1.84681465197781e-14,1.1677713958309956e-07,6.926794151509832e-07,-0.0113615072623671,0.1283658394965572,1.877082048061739,3.776144469389018,0.0,3.7845408052265065e-07,1.3589755891765718e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.4672805537400526e-08,3.7590750303084475e-16,9.922178774775498e-09,7.576787745896499e-08,0.0003445132038981,0.0755137771931206,2.949924619798087,10.642837624250083,0.0,4.126592508940283e-08,1.9388334199483067e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.911077730162442e-06,5.997723086048757e-12,1.0536670934698237e-06,1.0113109595245315e-05,-0.0002076929983255,0.0251005607441857,4.116358463633225,21.034195875653328,0.07905341949415236,8.182573075702099e-06,2.4490249255670626e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.3668704931875822e-08,9.922487332757327e-19,1.1787471136230671e-08,1.586401644960787e-08,0.3357254763638286,0.0639204642931742,0.41649895811582255,0.4207757336793445,0.09187903229433064,1.5463544759052018e-08,9.961168271220664e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.3150833921364504e-06,2.160147792583193e-12,8.578491777026936e-07,5.597810965357067e-06,8.546326140564047e-05,0.1016103293044025,1.0397769653479378,1.6478931786919606,0.010617534906925864,1.1737773030295534e-06,1.4697441248677241e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.0857577826280916e-07,9.706210319775523e-17,8.558294050333122e-08,1.17681344859027e-07,0.000112793106243,0.1006120468130983,1.314328104921336,2.532728247562547,0.0,8.830462892050408e-08,9.852010109503304e-09
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.0281082543650785e-09,3.581896204818117e-18,1.0201568179199468e-09,7.791524448495493e-09,3.158816936226893e-05,0.0397860407903909,1.6984267846430496,3.20618294156479,0.05387697653026358,3.412151970906043e-09,1.8925898142011955e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.9519033893578673e-07,2.086513049485368e-15,9.593153397585644e-08,2.462547145388959e-07,3.304292350580742e-06,0.0403816936415788,3.3803239131196428,12.698011222234884,0.08561894007488027,1.1072268099434105e-07,4.567836522343339e-08
