layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.037668175802152044,0.2686713556427303,4.140482263202663e-06,0.2392092166834875,0.3122027252655806,0.007216017623959644,0.0,0.9677984258880872,-412.98125876970846,0.2700352053561854,0.0019442777337659
fc1.bias,0.4426654307640238,0.4363864778931564,6.873660180946809e-06,0.38886311451693917,0.48968744822851895,0.09944147717667357,0.0,0.2013174179082245,-463.97320547368605,0.3990254725395981,0.0026088588786742
convs_code_file.2.bias,0.5378385319077509,0.36074760247646237,3.082494674081559e-05,0.32144525688915065,0.4010217396046266,0.020310278204461928,0.0849863596724863,0.7675986875424685,-458.68552320929257,0.3363791472394997,0.0054279911935284
convs_code_file.1.bias,0.6821440839577069,0.40909666768766234,3.279953867690815e-05,0.36557873383963213,0.48643185698715197,0.09297077401569005,0.0,-16.513262892661405,-70.53621944192878,0.4508490148319536,0.006038308053787
convs_code_file.0.bias,0.2220926326335046,0.29620402975950116,4.6304695449551987e-05,0.25804438984706574,0.3488935417059168,0.10310767374040648,0.08775801706646189,1.0640222541058986,-459.9885698374546,0.28575861353883,0.0070427593176978
convs_code_line.2.bias,0.034977424096455816,0.018427736409294296,7.650251348889407e-05,0.014684106042210982,0.02157363105329686,0.015347078420711776,0.0,0.23901633469690003,-464.5706200019761,0.0196179879272899,0.0087292997608164
convs_code_line.1.bias,0.016538088283106295,0.36711483774196835,1.5279066883432065e-05,0.31274424747787305,0.42687023892106524,0.010062898343929616,0.07459878360354277,0.2882980676103758,-464.92718159502306,0.3649390163421802,0.0040826270477419
convs_code_line.0.bias,0.040185905407504205,0.29165748253708595,3.145247153186686e-05,0.2461384805620294,0.3324541372839157,0.007270017579932194,0.0,0.07637533020146302,-464.0750636615997,0.2830371880855066,0.0058952215461987
convs_msg.2.bias,0.04560864112432197,0.2558599133347542,6.0073193989305263e-05,0.20648223421374562,0.3040889027073503,0.012857993712217932,0.0,0.561142316659565,-463.82775802353297,0.2610605515675399,0.0079082204119231
convs_msg.1.bias,0.7602741968776265,0.3375184910354136,0.00010534122544564192,0.28396290836299715,0.38310967509812505,0.17906628250391124,0.01894741494625517,-1.0531559792643375,-451.767411635293,0.3249903251446833,0.0098309544450225
convs_msg.0.bias,0.020865330643750842,0.14155762650235312,6.959256116563022e-05,0.12714906152922087,0.16820258306763577,0.007629223349552844,0.08072671487554876,2.4325452267235748,1836.6375326886787,0.137987982389158,0.008038852046868
