layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.039528828238507466,0.2500067330331721,4.304403408877683e-06,0.22259133144803128,0.29051397459538864,0.006915487191153699,0.03446634157065919,0.6493353679865682,-413.0364068364556,0.2394480885621621,0.0020685409630479
fc1.bias,0.39982535225271715,0.37335015645897984,8.285591567978564e-06,0.3326915750161521,0.4189517656339445,0.10309131641220161,0.0,0.4000746432011112,-463.73385279279904,0.3779644492053492,0.0027628913124731
convs_code_file.2.bias,0.530523739300014,0.36940999929979434,2.6637788690956174e-05,0.32916391212909335,0.4106512130076129,0.020388678920795385,0.03390198685061426,0.6503211391051975,-459.0637422901735,0.349205720480418,0.005026478592637
convs_code_file.1.bias,0.7221188768633983,0.423898196037212,2.8937020921318596e-05,0.3788057396314542,0.5040314501640303,0.09298230062449236,0.028308319069054108,-16.33491823709054,-70.32347272577721,0.4413002468694864,0.0056709323429719
convs_code_file.0.bias,0.22709502149109287,0.30873896018153074,4.3751275133699354e-05,0.268964458946579,0.3636582168304586,0.10460378124420089,0.0,1.3585768316768192,-460.3032393466062,0.2912905149205654,0.0067479101805932
convs_code_line.2.bias,0.03405725901922525,0.017203932483950957,9.195280408090927e-05,0.013708920256204573,0.020140905200238802,0.015029298401787386,0.10640667169732673,0.14159577408524068,-464.4698926403385,0.0188099798993409,0.009772620832293
convs_code_line.1.bias,0.01716581589921219,0.3597116187102614,1.6425916834111126e-05,0.3064374629871508,0.4182619955270161,0.011143267567438938,0.0050918081932201445,0.4498693211139892,-464.75541804163043,0.3445035333613919,0.0038226684220973
convs_code_line.0.bias,0.03580806266996115,0.2560710599038103,3.531186369210627e-05,0.2161060331878088,0.291889933915459,0.007590034066376836,0.0,-0.0792932303805134,-464.61482190624935,0.2788841355313072,0.0059830798289225
convs_msg.2.bias,0.04236989047901225,0.22628366802215552,6.52814887138744e-05,0.18261382461333606,0.2689376050066256,0.013133528388154174,0.06172325788863892,0.6040084062701884,-463.18905836645104,0.2485318223741804,0.0080709604709407
convs_msg.1.bias,0.6844763543842034,0.2940809033089692,7.364345198299836e-05,0.2474177587765711,0.3338046427430878,0.16011977085361753,0.0,-1.1891904123826451,-451.74373625672365,0.3145223317113519,0.0091924743548805
convs_msg.0.bias,0.02076437356633059,0.14351898658127588,7.122430156441436e-05,0.1289107828826921,0.17053312392051634,0.007388015517824671,0.0050469954412049375,2.5849322554463052,1836.6310378272601,0.1405800809540636,0.0083980654630812
