Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.220106288342693e-09,1.3873398944631527e-18,1.0444923850818005e-09,5.569335093962596e-09,1.831291045712778e-06,0.020884424568294,-2.4345826564101314,1.9095421955598304,0.0,1.1313344189314304e-09,1.1778539359628387e-09
1,parameters/classifier.out_proj.weight,1.18743017931856e-07,9.240286456852721e-18,1.0731842309787934e-07,1.1902546489144585e-07,-4.371185445960871e-05,0.0187137944230178,-1.3062393147737994,2.439468133521168,0.02841334561248708,1.1014217864266634e-07,3.0397839490418916e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.7247209888271626e-07,2.177081670928882e-14,9.149234938423963e-08,5.426992585065544e-07,-0.0113615072623671,0.1283658394965572,1.6850696127623441,3.3705867672927,0.0,2.965105420862755e-07,1.4754937041305468e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.6182017272603507e-08,3.5051761558243983e-16,1.0354063890893962e-08,7.906584449797908e-08,0.0003445132038981,0.0755137771931206,2.9753746798349407,10.795895800678535,0.06561108049603613,4.306211716107571e-08,1.8722115681258886e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.547495663507984e-06,6.926457958700302e-12,9.55715969549399e-07,9.172973514955853e-06,-0.0002076929983255,0.0251005607441857,3.964032547178389,21.324142901403384,0.0,7.421903757761611e-06,2.6318164751175763e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1754615777168483e-08,1.1222022324519838e-18,1.0136819463249638e-08,1.3642508121815903e-08,0.3357254763638286,0.0639204642931742,0.38839424449800486,0.34809864479173,0.0,1.3298116251804914e-08,1.059340470506052e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.933339049366978e-06,2.5276724081498205e-12,1.0178361356245702e-06,6.641790222605456e-06,8.546326140564047e-05,0.1016103293044025,1.2331917659792588,1.2011483403447223,0.03272618595152492,1.3926841515414783e-06,1.5898655314679353e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.226086720402226e-07,1.111917324119284e-16,9.664412129758682e-08,1.328910890433387e-07,0.000112793106243,0.1006120468130983,1.2484614587944172,2.42828106762973,0.0,9.971757476829636e-08,1.0544749044521093e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.807378124163909e-09,2.9988977640672217e-18,9.457937739566139e-10,7.2235711055121815e-09,3.158816936226893e-05,0.0397860407903909,1.271158398995625,3.1808828698178697,0.08458659115354206,3.1634274585909474e-09,1.7317325902307262e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.9373474966316208e-07,1.7152731736447216e-15,9.521614553745825e-08,2.4441832385086087e-07,3.304292350580742e-06,0.0403816936415788,3.143300846513083,12.97810189764372,0.07736671081953884,1.0989699081125967e-07,4.1415856548485404e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,6.941362213917291e-09,8.039618836371812e-18,9.014167176052605e-10,8.75342365900714e-09,0.6156525901945613,0.0974861908782125,1.669551255168309,2.902449648016885,0.013323595549457638,3.221251161158897e-09,2.835422161931413e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.776392560662357e-08,1.9495988967396276e-16,1.0465169594050582e-08,6.839110471165493e-08,-0.0113346586189311,0.0607580357729595,2.8800077545393146,9.150879074884935,0.0,5.5336555711179644e-08,1.3962803789854057e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.508083418637826e-05,5.414943279744196e-11,9.697956901613866e-06,3.525593632753262e-05,-0.000112760096662,0.0509716953262455,4.377731496366601,23.570519740464647,0.0,3.4744018417378196e-05,7.358629817937709e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.1614692211789467e-06,9.793453778538952e-14,1.0442121930386272e-06,2.248044455126353e-06,0.5109690259462994,0.1123735305669006,0.38658762554172177,0.06588022617192173,0.0,1.4514295299707576e-06,3.129449436967939e-07
