Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,2.1813880063882375e-09,1.6611078995064023e-18,1.026276612766202e-09,5.472206822402292e-09,1.831291045712778e-06,0.020884424568294,-2.3613550571498263,2.2698547402590066,0.04828717548586025,1.111604136085528e-09,1.2888397493507097e-09
1,parameters/classifier.out_proj.weight,1.0389440794173024e-07,1.075985589537614e-17,9.389843902563511e-08,1.0414153539522281e-07,-4.371185445960871e-05,0.0187137944230178,-1.4633705473955685,2.0188897447421774,0.0,9.636908880031227e-08,3.2802219277628352e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,4.6203125650780845e-07,1.8072253884562964e-14,8.94705216388769e-08,5.307065134779154e-07,-0.0113615072623671,0.1283658394965572,1.6757023032915312,3.8888306625388074,0.0,2.899581555226199e-07,1.344330832963485e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.129245434747538e-08,4.20757902315239e-16,8.954837127391837e-09,6.838104992202848e-08,0.0003445132038981,0.0755137771931206,3.1049834347582843,10.724645092561037,0.0,3.724279177736504e-08,2.0512384120702276e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.6683793095882446e-06,5.638152922355346e-12,9.882827270523577e-07,9.485549650084661e-06,-0.0002076929983255,0.0251005607441857,4.099200966293087,21.225751004777138,0.0,7.674810842701589e-06,2.3744795055665037e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.2481182831460537e-08,1.193054536259639e-18,1.0763388565713125e-08,1.4485768091101851e-08,0.3357254763638286,0.0639204642931742,0.4052681509874729,0.23351418024728304,0.0,1.4120088942011776e-08,1.0922703585924316e-09
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,4.289076809274135e-06,2.9059125665293813e-12,1.1098909374850697e-06,7.242484834971297e-06,8.546326140564047e-05,0.1016103293044025,1.2060344709497384,1.8456174226311282,0.06539019873650226,1.5186408346825614e-06,1.7046737419604317e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.1481074564426976e-07,1.2453612363491814e-16,9.049754347450359e-08,1.2443919968026e-07,0.000112793106243,0.1006120468130983,1.4611218353390476,2.3738759903869124,0.0060414751389781685,9.337552493212324e-08,1.1159575423595569e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,3.1050546042257563e-09,3.5728305313739316e-18,1.0460797165849031e-09,7.989512537361777e-09,3.158816936226893e-05,0.0397860407903909,1.6027278583954092,3.4233177120379685,0.062459730671833975,3.4988571403637933e-09,1.890193252388213e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.9185119511262013e-07,1.7239611017269166e-15,9.429042207006813e-08,2.420420065049766e-07,3.304292350580742e-06,0.0403816936415788,3.1920642954784886,12.864601423661334,0.0,1.0882853521672482e-07,4.1520610565439875e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,7.402441168092302e-09,6.877748125841755e-18,9.612931891998395e-10,9.334868525557062e-09,0.6156525901945613,0.0974861908782125,1.5042624754878589,2.9446134627430993,0.0,3.4352222911403133e-09,2.622546115102984e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.996474483725399e-08,2.187539779803522e-16,1.0947373395389747e-08,7.154236283254513e-08,-0.0113346586189311,0.0607580357729595,2.788508182651235,9.511623612964234,0.0,5.788629915080025e-08,1.4790333937418462e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.9232015129270894e-05,5.585388881025651e-11,1.1303085884797297e-05,4.1091219552927735e-05,-0.000112760096662,0.0509716953262455,4.37843907517649,23.41380934849484,0.0,4.0494573046540554e-05,7.473545932839143e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.15500284513594e-06,1.1597215438257243e-13,1.0410882675888825e-06,2.2413190756179117e-06,0.5109690259462994,0.1123735305669006,0.25046318552372016,-0.5632353077401896,0.0,1.4470873496386237e-06,3.405468460910664e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.4005865088945656e-07,2.141564062719229e-14,1.0312812996006525e-07,6.720299462505373e-07,0.0001951886705329,0.0759863889472458,1.4339109907434968,2.2448528864769335,0.0,6.396456869526879e-07,1.4634083718221745e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,3.2855778908568153e-06,5.067788705120394e-13,1.0214939621936766e-06,3.649962492815515e-06,-3.776269572425157e-05,0.0745593718141202,2.200051364912835,4.813073031921346,0.0,3.1661848139299047e-06,7.118840288361857e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.0803967134077056e-08,1.4161166408377944e-16,1.0151532067464796e-08,5.222816534167774e-08,0.0001040482220213,0.0421736568456787,1.7312659892896811,2.897899898143381,0.06385245242248644,4.557999639483791e-08,1.1900069919281127e-08
17,parameters/encoder.roberta.encoder.layer.1.attention.output.dense.weight,1.5045062213706164e-08,7.967975147723779e-16,1.0881663370628472e-08,1.0731526510137955e-07,-9.920277029305042e-06,0.039764444603185,3.158911779289381,12.1189332126564,0.0,1.0127737084237045e-07,2.8227602001806286e-08
18,parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.weight,2.5119075175342094e-06,3.7115121169698865e-13,9.603940064996758e-07,2.8058893352186104e-06,0.6438848846203952,0.1354366076190484,0.8144949942259171,-0.30660823403687576,0.0,1.8939427883621697e-06,6.092218082906986e-07
19,parameters/encoder.roberta.encoder.layer.1.intermediate.dense.weight,3.212994653599442e-07,6.3854852339823746e-15,1.1294309098837523e-07,4.153974672851405e-07,-0.0143675512643725,0.0644239113303974,2.414759133177755,9.147104937997378,0.0,2.838364654325044e-07,7.990923121881711e-08
20,parameters/encoder.roberta.encoder.layer.1.output.dense.weight,1.9076150880459734e-06,1.6307289553102819e-12,9.42167878015888e-07,4.855949514324082e-06,5.649138364106832e-05,0.0527436002953514,4.251149786276535,24.43346815390019,0.0,9.786898003321753e-07,1.2769999825020681e-06
21,parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.weight,5.796882592325689e-09,4.314747022987881e-18,1.160080413987599e-09,9.513400359279423e-09,0.563354952842928,0.1337718840011416,0.22111846483786532,-0.3581184637701621,0.06299557202098922,2.8644553502834545e-09,2.0771969148320722e-09
22,parameters/encoder.roberta.encoder.layer.2.attention.self.query.weight,9.451647663531679e-09,4.844595829540916e-16,9.115378144426238e-09,7.341640466313753e-08,-0.0015558327343114,0.0693338446486832,1.2910909159087354,2.3397077620628193,0.0,4.475271192700195e-08,2.2010442588782533e-08
23,parameters/encoder.roberta.encoder.layer.2.attention.self.key.weight,3.5699940854968214e-06,5.5308162515757665e-12,9.347930940322675e-07,8.995197349151784e-06,6.384512236459904e-05,0.0683007588039099,1.7199058896478685,3.683639893326419,0.0,3.900544291459461e-06,2.3517687495958797e-06
24,parameters/encoder.roberta.encoder.layer.2.attention.self.value.weight,3.797939697685316e-06,8.798419991983191e-13,1.1191772433248132e-06,4.8290100487110095e-06,-0.0003400633170984,0.0463167858432113,2.5830831271071677,6.157878459642692,0.0,2.7834476788849756e-06,9.379989334739776e-07
25,parameters/encoder.roberta.encoder.layer.2.attention.output.dense.weight,4.125596615928519e-07,2.7621841334050253e-14,8.455861822565792e-08,6.139432017498274e-07,3.742173555552434e-05,0.0414278927484812,3.060076017349549,11.324282107134284,0.0,8.626231736348002e-08,1.6619819894947792e-07
26,parameters/encoder.roberta.encoder.layer.2.attention.output.LayerNorm.weight,1.2127270865761579e-09,1.5662492441458253e-18,9.468990230570634e-10,5.0457938590079925e-09,0.7251724091474895,0.1598234007989121,0.11152164770125736,-0.658218275976879,0.0709431312149974,3.5797238041894643e-09,1.2514987990988348e-09
27,parameters/encoder.roberta.encoder.layer.2.intermediate.dense.weight,2.9084767283021126e-07,2.6076080034956452e-14,1.1005594887496452e-07,7.800998353093995e-07,-0.0120867382125935,0.0654896861363612,2.334313419927824,5.479307954145892,0.0,6.494339067580356e-07,1.6148089681122175e-07
28,parameters/encoder.roberta.encoder.layer.2.output.dense.weight,2.9851233765118392e-09,8.331743147767567e-19,9.540772549542153e-10,3.8240798533726625e-09,-3.7825709321953616e-05,0.0529898501126537,3.8490400474519797,15.729690208012332,0.06181919096953117,3.2067336187549118e-09,9.127838269693191e-10
