word,value
audit_location_generator,1.0
i62ce43a330d7ae94eda4c7498782a655e63747fa,1.0
kovalev,1.0
util.execute,1.0
1055401,1.0
1050997,1.0
python-novaclient,1.0
_assert_tables,1.0
mix,1.0
'mock,1.0
e12e6b45f8,1.0
remove_iscsi_target,1.0
'columns_to_join,0.9918447052290726
2012-02-06,0.9753730196426829
alexander,0.973597025962994
compability,0.9654967078348409
'string,0.9638831031066426
fsck,0.9621364965840006
mechanical,0.9464752414774427
i56ad98d3702f53fe8cfa94093fea89074f7a5e90,0.9458315419644341
blind,0.9434037304459546
xmlns=,0.9275527387815117
account_quota,0.915090352288226
mutables,0.911231977777775
//review.openstack.org/31172,0.8991686239609425
1300972,0.8966685113802372
persistant=,0.8916631806083694
extracts,0.891035546892422
wadl,0.8878645598106467
add_network_to_project,0.8861821680597184
breaking,0.8822230370286303
ef406a2,0.8705010314203462
true/false,0.8647974291782694
extendedstatus,0.8631586787770106
computemanager,0.862651949648839
compares,0.8562761586973567
specifies,0.8557453281743155
amqp,0.8551103025920519
sides,0.850880862812788
gzipfile,0.8463237109666907
tolerant,0.8441097307454711
changed,0.8391777453582057
_terminate_volume_connections,0.8384079891226844
potentially,0.8371573032506815
hid,0.8366304056322298
e12e6b45f8,0.8358284670202833
esm,0.8338841931687312
nova/db/sqlalchemy/api.py,0.8305387225500036
reseller,0.827339305185079
discussions,0.8149215512914938
1084618,0.8135155512897023
authz,0.8132339346919036
rrd,0.8086765475145405
de-duplicate,0.8081196639381276
nailing,0.8066929036941035
overwritten,0.8062217941115006
object-server,0.8004620673279595
instance-store,0.8000916657913562
dlos,0.798535175617923
internal-uuids,0.7981310158953403
accident,0.7976327922847662
default=none,0.7958108382306552
combination,0.7945222305143725
pydev3,0.7924083070901147
mis-use,0.7907479736796038
came,0.7901987171994547
workable,0.7869796939714571
markwash,0.7848180438237087
w/o,0.7839630608440901
'supported_instances,0.783865275873347
nexentastor,0.7837703492296841
default_project,0.781855144972655
console_script,0.7765747166603614
bumped,0.7753732963695202
undocumented,0.7736912002447633
apply,0.7733758402948132
d328ddcadb24d1b1961bd05a7676bc8f54b6776f,0.7719387187950195
connect,0.765318182188891
common/utils,0.764736681706099
e127,0.764569910446808
layout,0.7625049628040632
accurracy,0.7621534055554053
volume_driver,0.759527441622255
404s,0.7588097891812539
routemaps,0.7580771693376045
dispose,0.753227564913236
unsetting,0.7517208860937286
context.read_deleted,0.7508884964979041
fa05b7c,0.7507301958137865
0.6.x,0.750211939826017
superflous,0.7491043433485572
n309,0.7473463826095359
semaphores,0.7448070467809169
requires,0.7443332545839659
utils.mkfs,0.7433256537650262
db.key_pair_*,0.7409260063374244
'quota_metadata_items,0.7396918543025389
fidelity,0.7389679557094823
governed,0.7372241579913246
servicecatalog,0.7328988654525971
tests/etc,0.7326718092394929
2011.3.1,0.7305382564072107
939060,0.7265774636624901
t.,0.7243476021092976
parity,0.7165388970538729
subqueries,0.7152145961969056
heterogeneous,0.7146825946108605
doc/ext/nova_todo.py,0.7146758059691465
doug,0.7107878196729562
get_vnc_console,0.7095826954662763
owning,0.7087873665278392
1262288,0.7086867385600999
constructing,0.7076720520855703
enabled,0.7075759049142399
virtual_interface_get_by_uuid,0.7073902291254871
terminateinstances,0.7063964821892798
nova_ipam_lib,0.7058961150589166
precision,0.7033894610279657
differentiate,0.7010616776144568
covers,0.6992600805936615
identifies,0.69921146838739
zhiteng,0.6985725753917412
free_capacity_gb,0.6972421420601235
16384,0.695355040488353
roots,0.6950101104852938
fall,0.6922913460476924
lp:1019348,0.6918176403321427
virtualpowerdriver,0.691559012021471
tree,0.6912444140837077
handes,0.6908073797970492
outright,0.6904003639148513
magnified,0.6903740806528452
make_pre_authed_request,0.6829379591826744
serializing,0.6829335254372321
tracebacks,0.6790480828962951
casting,0.6780401855346578
escape,0.6770970379870545
yielding,0.6748388741303305
ssync_receiver,0.6743723579677948
tilde,0.6740837317088713
misses,0.6727243048644052
old,0.6725419496012417
rollback_live_migration_at_destination,0.672363692133849
1079211,0.671515289825189
_update_image_state,0.6698274536245488
per-user-quotas,0.6677648739008712
persistently,0.6669934225951925
absense,0.6656582056982696
instance_fault_create,0.6602029184368776
datetime.utcnow,0.6601039121304689
docs,0.6598141596355442
copy_volume_data,0.6593518138703179
1300148,0.6588860139869979
glance_metadata,0.6587530376274349
spinning,0.6585609497493424
grenade,0.6572984309686313
servicenotfound,0.65723379129249
utils.finish_process,0.6557283754664002
interest,0.6553237453630121
hvs,0.6546794437787185
entrypoint,0.6540009570534123
regenerate,0.6522108688377125
likewise,0.6472769120266896
verbose,0.6469351436357598
nobodycam,0.6467550323931737
os-server-external-events,0.642569559225233
vm_vdi_cleaner.py,0.6407360312385657
nova/quantum,0.6392857832164688
nova.network.linux_net,0.6390620686340119
sevice,0.6386446537898556
iniparser,0.6373900713707151
validating,0.6362301870853571
moment,0.6343614608744713
swift-proxy,0.6340962114720501
prevously,0.6337219957418805
deal,0.6337113283354497
security_groups,0.6336865556394526
illumos,0.6330359343879196
nova/api/,0.6312976016756096
rabbit_durable_queues,0.6312631078588256
=2013.1,0.6301224577371641
libvirt-python,0.6294502556615957
instance_set_state,0.6288159434054945
virt_type,0.627126927857607
s/flags/conf/,0.6258841715155924
1070509,0.6253512927833532
wsgicontext,0.6248293741774846
discover,0.6199684607570314
prefixes,0.6198604296109004
interprets,0.6196852669359156
charset=utf8,0.6186681123379301
-e,0.6182784271675542
e53fe85,0.6167765482488609
everything,0.6167633025124284
__repr__,0.6154941407491146
red-herring,0.6147140972355389
together,0.6144758148976364
wait,0.6143550871239839
1050359,0.6137335571659065
openstack.common,0.6135903978287124
943493,0.6130947416433609
compute_fill_first_cost_fn,0.6126313960188579
require_context,0.6123245477791621
test-requirements.txt,0.612015849909714
0.8.0,0.6118955506708709
booleans,0.6109132074079835
normalize_time,0.6103312594726302
db.volume_update,0.610299443998083
+0800,0.6088688863463759
invalidparametervalue,0.608042015830073
catalogue,0.6075968935106881
admins,0.6075379451806776
mindisk,0.6073792084388172
nodbtestcase,0.607231808629308
*without*,0.6067156118194819
_delete_image,0.6061208443378421
v2,0.605751494325148
colorizier,0.6034308548060817
vm-data,0.6028093604402185
lately,0.6024774026819439
archives,0.5996341949043785
xargs,0.599511652041913
inactive,0.5984864395643142
xmls,0.5971636944471935
prop,0.5970971997069604
x-role,0.5964592799582702
vmwareesxdriver,0.5955020205105361
'value,0.5947388219284051
poolevents,0.5942075129450741
remotefsclient,0.5937054382035301
1030078,0.5922750961066015
fiber,0.5917583764891818
compose,0.5916069383776666
numeric,0.5906173336881175
oldest,0.5904001962749051
2013.2,0.5899142650134785
traces,0.5898906666295876
__unicode__,0.5893281476429454
'mode,0.5876034493668396
request_utils,0.5862871588528338
partially,0.5862595232298518
swift.conf-sample,0.5833863112489518
m-l,0.5826621323330308
unpickles,0.5821441226983799
models.timestampmixin,0.5802610984448088
argue,0.5801446732691826
'context,0.5793500445522963
kernel_id,0.579103926123965
compute_node_get,0.577951335586493
quietly,0.5778012996535734
writer,0.5777564016706176
undo,0.5772980433484431
interact,0.5767792572060829
cookiecutter,0.5764774466455889
examine,0.5756261979556193
utils.runthis,0.5755621315718343
display_description,0.5754410494500071
getinfo,0.5753897439834762
_fake_create_session,0.5752081473365266
access_record,0.5749891408387883
volume-attach,0.5740639095776344
nova.api.auth,0.5729915120600244
outputs,0.5729806179312292
fired,0.572978652344976
vv,0.5726644990227244
923941,0.5723196279840809
targets.conf,0.5713373522398899
block,0.5706739729307417
surface,0.5701930554146798
0755,0.5694599830638063
rejects,0.5693992937687887
relaxes,0.5693804120461087
nova.tools.esx.guest_tools.py,0.5692162358931088
identifier,0.5690629128244827
