layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.2373572967634615e-07,1.0643681220222168e-14,1.0129400154516941e-07,4.6757404363382835e-07,-3.1558510518864194e-05,0.0200467691820429,0.6214833941377459,-0.0728797077369662,0.0,4.653208312610967e-07,1.031682180723413e-07
fc1.bias,3.826156232125628e-08,2.288709758502854e-16,9.776596496800215e-09,5.8849043909356874e-08,0.7224649448495858,0.1133428719451089,0.8712730037157705,1.1718143655599162,0.0,2.6818330732213186e-08,1.5128482271870017e-08
convs_code_file.2.bias,8.184529560048392e-05,4.814124241127936e-10,1.0185124399531337e-05,8.886597519904363e-05,0.8051789876384037,0.1374376907114736,0.2129788259820238,-0.3646270635026492,0.0,3.317710339140141e-05,2.194111264527836e-05
convs_code_file.1.bias,5.2895965079277187e-08,5.238170177514496e-16,9.938485184728587e-09,8.505574834974568e-08,-0.0001044009550747,0.0706972257171937,1.6087875123941904,3.4599022879891685,0.0,3.877096604648841e-08,2.2887049127212742e-08
convs_code_file.0.bias,5.483768488665858e-09,3.913941334926325e-18,1.0974195728865684e-09,8.999541439625539e-09,0.563354952842928,0.1337718840011416,0.27938309302121234,-0.36324439893246224,0.025653392812784226,2.7097340228815528e-09,1.9783683516793135e-09
convs_code_line.2.bias,4.950138136679236e-07,7.19658112654253e-14,1.04993503199959e-07,1.0280126989548033e-06,1.953889443484899e-05,0.039087298509953,2.710753488652795,8.945138016774237,0.0,2.071907362055141e-07,2.682644427899928e-07
convs_code_line.1.bias,1.273062372607786e-06,4.853788250353701e-13,9.77524254885308e-07,3.522218276703668e-06,6.742295416513179e-06,0.0432375307227778,2.20415335819418,5.666255206924069,0.0,3.2679605498465876e-06,6.966913412949598e-07
convs_code_line.0.bias,2.5688209770754117e-07,9.243616556453755e-15,9.545419405139669e-08,4.349121874546458e-07,0.0005278906998377,0.0197473282303864,0.44468165398369464,-0.07521925260815038,0.0,1.0884904790717089e-07,9.614372863818916e-08
convs_msg.2.bias,2.091829217814568e-08,1.929767212090774e-16,9.608219936312431e-09,5.636456888181294e-08,-0.0006588076272084,0.0546666985913124,5.150706281598317,29.919470257291827,0.0,1.412181931003948e-08,1.389160614216648e-08
convs_msg.1.bias,2.0164346284056245e-07,1.6973199042745e-14,1.0178264341832168e-07,5.713968468429575e-07,6.062533815187235e-07,0.0751172360038982,1.2426271878371116,2.5131545155051773,0.04697415237712199,2.4516087365229366e-07,1.302812305850118e-07
convs_msg.0.bias,1.1982011733156224e-08,1.0429432696942824e-18,1.0332918748519178e-08,1.3906425823188714e-08,0.3357254763638286,0.0639204642931742,0.6754198320491233,0.013674873149831106,0.0,1.355537160708321e-08,1.021245939866731e-09
