layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03679045128570511,0.24639746396420806,3.8926339915765465e-06,0.21937784996348142,0.28631991513991856,0.006629143502675223,0.04049425258517872,0.8089487341994503,-413.2680881974411,0.2535564885492846,0.0020520823663752
fc1.bias,0.3647447506918377,0.36043497831832283,7.235565777740862e-06,0.321182885698912,0.4044591061508897,0.09799418600085767,0.017032096711627153,0.3402660015765693,-463.4351590101531,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.5445805911489502,0.35113426666948194,2.7052452592363975e-05,0.3128792645531708,0.39033516366551063,0.019007168470247936,0.04867570618226185,0.4828488254323175,-458.5002665412677,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.8132878232741977,0.4712053317365513,3.341967055795316e-05,0.42108054687517427,0.5602814753647777,0.09994956545800811,0.018293577647761874,-16.34736112976168,-70.35696778088288,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.19435482626055248,0.2873317803892649,4.9256344724702564e-05,0.25031514262118393,0.33844307447833344,0.1080883022573394,0.05346154903003846,1.0809468841411485,-459.57310804260027,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.03964616385778588,0.019158482351740683,8.709060651778685e-05,0.015266399530161366,0.022429126432972447,0.015389965884189671,0.0,0.11176448114202632,-464.3200139781387,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.0163083823009885,0.3353234840808359,1.846734177693483e-05,0.285661269742056,0.38990419631591694,0.011268541993806797,0.08028909701406023,0.11261816353887957,-464.8217694632991,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.04133431460362376,0.29816751026018273,3.63127336658328e-05,0.2516324878415305,0.33987477889252354,0.007628401631134916,0.06959720469388378,0.044950296396309986,-464.1973598999733,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.047100312824413876,0.2691543468304087,7.068099710052649e-05,0.2172110126886968,0.3198893055180874,0.013263030519406077,0.0206159439341707,0.42675869574523506,-463.3170558342018,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.7089736901174193,0.32759092946694707,7.825104629950447e-05,0.27561059780576996,0.37184112244684897,0.1619989737981463,0.02722457318890874,-0.8939728046179174,-451.5600570472063,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.02232481615075781,0.158953413269436,6.743307311612542e-05,0.1427742031528003,0.18887272526353144,0.007226919656413715,0.0,2.7034564924642,1837.0542271018685,0.1448155608672209,0.0083536486385435
