layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.0330595908192946e-07,1.1704214149335995e-14,9.641026607226288e-08,4.4503067573176555e-07,-3.1558510518864194e-05,0.0200467691820429,0.5938109470481914,0.12337430075294686,0.050442774861992536,4.428860985499124e-07,1.0818601642234546e-07
fc1.bias,3.7326394698809003e-08,2.0387894190964301e-16,9.537642414769441e-09,5.7410688621772744e-08,0.7224649448495858,0.1133428719451089,0.9088894522516484,0.8150245363436022,0.0005686925617105709,2.6162852150908224e-08,1.4278618347362712e-08
convs_code_file.2.bias,7.883935098993736e-05,5.681918971730202e-10,9.811053787752198e-06,8.560218102186248e-05,0.8051789876384037,0.1374376907114736,0.031852527909959,-0.5285908946885717,0.09857676594410157,3.1958602872816455e-05,2.38367761489053e-05
convs_code_file.1.bias,5.703181028202006e-08,4.619586248888345e-16,1.0715558373811849e-08,9.170611210151348e-08,-0.0001044009550747,0.0706972257171937,1.9402964161176728,3.467989175021966,0.0,4.180240168980737e-08,2.1493222766463723e-08
convs_code_file.0.bias,5.152890899099568e-09,4.1720204223612224e-18,1.031203877645226e-09,8.456530445470734e-09,0.563354952842928,0.1337718840011416,0.3730340985938162,-0.4661623085607348,0.0,2.5462350962383265e-09,2.042552428301712e-09
convs_code_line.2.bias,4.896849669508104e-07,5.841893946063068e-14,1.0386324325690892e-07,1.0169460944586894e-06,1.953889443484899e-05,0.039087298509953,2.6704061855162897,8.824656735204304,0.002924744508595412,2.0496031829805405e-07,2.4170010231820487e-07
convs_code_line.1.bias,1.377418237355485e-06,5.016302844231571e-13,1.0576541771305512e-06,3.8109426487410182e-06,6.742295416513179e-06,0.0432375307227778,2.4480287615748324,5.555728575823077,0.01003933500065264,3.5358428284202817e-06,7.082586282024083e-07
convs_code_line.0.bias,2.613128993308765e-07,1.0740355501527856e-14,9.710062485265325e-08,4.4241372081714676e-07,0.0005278906998377,0.0197473282303864,0.696618590256588,-0.12783432937642353,0.0,1.1072651832052246e-07,1.0363568642860361e-07
convs_msg.2.bias,2.0691219073599206e-08,1.7882676811333487e-16,9.503920392567499e-09,5.575271789830921e-08,-0.0006588076272084,0.0546666985913124,5.173462254177163,30.080485047661895,0.010638405902309245,1.3968523556960499e-08,1.337261261359705e-08
convs_msg.1.bias,1.9513397940864213e-07,1.6974742894580084e-14,9.849688140226024e-08,5.529509311897597e-07,6.062533815187235e-07,0.0751172360038982,1.3361096500035208,2.3476806386803446,0.0,2.3724655487045172e-07,1.302871555241732e-07
convs_msg.0.bias,1.2232556043798674e-08,9.874279652605909e-19,1.0548980463565607e-08,1.4197209703973096e-08,0.3357254763638286,0.0639204642931742,0.5942141337770044,-0.06193065631235842,0.0,1.3838814931162168e-08,9.93694100445701e-10
