layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,4.281416386501851e-07,1.1346612983441331e-14,1.0234723382922721e-07,4.724357735529786e-07,-3.1558510518864194e-05,0.0200467691820429,0.4834596645888841,-0.4228731328172544,0.0,4.7015913278391946e-07,1.0652048152088561e-07
fc1.bias,4.2649297168681085e-08,2.1867272508723297e-16,1.0897750744973454e-08,6.559769673567564e-08,0.7224649448495858,0.1133428719451089,0.9772977076236055,1.0627340396869382,0.0,2.9893786023753194e-08,1.4787586858146698e-08
convs_code_file.2.bias,8.734849766661102e-05,4.3135184159648256e-10,1.0869962754967993e-05,9.484124127555696e-05,0.8051789876384037,0.1374376907114736,0.06543821598361703,-0.6066380156897011,0.0,3.540790117387766e-05,2.0769011570040662e-05
convs_code_file.1.bias,5.0115757379600564e-08,5.385605772071362e-16,9.416119197222871e-09,8.05852250100295e-08,-0.0001044009550747,0.0706972257171937,1.6754864537957586,3.429935412505787,0.006049603304980367,3.673316716778761e-08,2.3206907963085825e-08
convs_code_file.0.bias,5.296780483649298e-09,3.728844286208523e-18,1.0599992665727057e-09,8.692671026817713e-09,0.563354952842928,0.1337718840011416,0.1805069671329959,-0.24816940087159434,0.09307232105130868,2.61733629308837e-09,1.93102156544367e-09
convs_code_line.2.bias,4.4185583456651484e-07,5.857079717337115e-14,9.371858057197908e-08,9.176176431843358e-07,1.953889443484899e-05,0.039087298509953,2.6468771239117053,9.263213068973528,0.0,1.8494117362541454e-07,2.420140433391649e-07
convs_code_line.1.bias,1.3414133585443861e-06,6.141808431911235e-13,1.030007737262912e-06,3.7113269151150396e-06,6.742295416513179e-06,0.0432375307227778,2.274499739203022,5.702146906391925,0.07264258183405348,3.4434180375471884e-06,7.83696907733547e-07
convs_code_line.0.bias,2.71271824010291e-07,1.158920002412231e-14,1.0080123745810758e-07,4.592745988451335e-07,0.0005278906998377,0.0197473282303864,0.5298514551470082,0.144267870232838,0.0861474879093263,1.1494642885227017e-07,1.076531468379922e-07
convs_msg.2.bias,2.0494273384069298e-08,2.0393942313367813e-16,9.413459016256432e-09,5.522204556669878e-08,-0.0006588076272084,0.0546666985913124,4.870095843996155,29.898108651596996,0.035193570601158845,1.383556664930538e-08,1.428073608514905e-08
convs_msg.1.bias,2.1244130612816213e-07,1.6094463216439847e-14,1.0723302111738784e-07,6.019946828467821e-07,6.062533815187235e-07,0.0751172360038982,1.3241641622412592,2.3565596856736493,0.04331731410234803,2.582890388635885e-07,1.268639555446694e-07
convs_msg.0.bias,1.2666987465788046e-08,8.583871790565387e-19,1.0923620773155538e-08,1.4701414547007933e-08,0.3357254763638286,0.0639204642931742,0.43440385876219273,-0.025185537462185464,0.0,1.4330291612541473e-08,9.264918666974571e-10
