Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/classifier.out_proj.bias,0.1297090049559752,0.14989405876129996,0.0008910017490423529,0.10197017229128331,0.21607289478381775,0.02984965241074692,0.006128843749102108,0.053898995212778605,-2.114524084419594
1,gradients/classifier.out_proj.weight,0.04257521509550803,0.042166722973148635,2.891496345063734e-07,0.04131140863219468,0.04311215382258356,0.0005377263565292671,0.0,0.13414939117622532,-0.9466871829479664
2,gradients/classifier.dense.bias,0.11428938639897179,0.18412442747307667,0.002737353750979539,0.07614122782240958,0.26776669978461953,0.05231972621277418,0.04682864331343005,0.4215148404759762,0.5335912905536431
3,gradients/classifier.dense.weight,0.04480414501741623,0.0486340130300839,4.211932517506424e-05,0.03050114268780641,0.0510509998741946,0.00648994030597065,0.0,0.3439360845095725,12.820126586492625
4,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,0.03461727056125859,0.04549929743595697,5.815381325401493e-05,0.027760888975256928,0.05206349030426047,0.007625864754505754,0.022013425514092348,-3.370684510194809,14.133903761376285
5,gradients/encoder.roberta.encoder.layer.11.output.LayerNorm.bias,0.01126277147038671,0.04273524888158548,0.00012451115151513039,0.0048328804456669585,0.04306083199261193,0.011158456502365568,0.05830667444520626,-0.10900155376642795,0.5433029688593949
6,gradients/encoder.roberta.encoder.layer.11.output.dense.bias,0.17818252253965572,0.1652866207607421,0.0059596574878815,0.06860954952301683,0.2893931918270657,0.0771988179176449,0.0,0.5072043976934915,1.5877181585786126
7,gradients/encoder.roberta.encoder.layer.11.output.dense.weight,0.0066959959073969386,0.004922281301769633,4.705992918718209e-06,0.0009189903563378081,0.008346626690827712,0.0021693300621892352,0.0,1.590837205467226,111.27589058739554
8,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.bias,0.07801695861820107,0.07211064125021455,0.00024141302062426163,0.04528061590772544,0.10461530414621496,0.015537471500354835,0.0,0.693641218231021,25.819552428445093
9,gradients/encoder.roberta.encoder.layer.11.intermediate.dense.weight,0.19480018317969347,0.18905511531002614,0.0017886935181327863,0.07880955820199488,0.22803314170561761,0.04229294879921432,0.01541087771088388,-0.2449142925451381,78.93181828395907
10,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,0.04440191337549169,0.03798213516226436,5.841512204493463e-06,0.037817630212177315,0.04556985692756091,0.0024169220518033573,0.0,-0.4046951122013068,6.588643450564262
11,gradients/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.bias,0.001814510927294407,0.0020404027563973607,4.478656203575045e-07,0.0009966311759948413,0.0034765140890037644,0.0006692276297026134,0.04387385415874403,-0.05688794117668852,-0.0440433290995596
12,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.bias,0.0331806604164786,0.040894611814796866,0.00016672437414940263,0.02596635854920331,0.06891133886772798,0.012912179295126863,0.053951968535224604,0.28555771013825754,0.5525432966896443
13,gradients/encoder.roberta.encoder.layer.11.attention.output.dense.weight,0.012780587909641915,0.018661422163544637,3.379435863568603e-05,0.007945980453003864,0.02860312667371541,0.005813291549172946,0.005937162002273546,0.06918567476573684,8.651137859680667
14,gradients/encoder.roberta.encoder.layer.11.attention.self.value.bias,0.06062163703673621,0.04479279419397149,0.00012919793718123,0.02321120965749752,0.06098697598840795,0.011366527050132642,0.0,0.20081064714712454,-0.07201936604037633
15,gradients/encoder.roberta.encoder.layer.11.attention.self.value.weight,0.03806728582977777,0.03637237951278419,1.3314885497616367e-05,0.03518466760756922,0.04810387668069742,0.003648956768394993,0.0,-0.38264053879698146,17.817503432044077
16,gradients/encoder.roberta.encoder.layer.11.attention.self.key.bias,0.015998819771095442,0.023386619045440198,5.306542168451818e-05,0.01570423162122951,0.040556671090551645,0.007284601683312326,0.0,-0.32212622504853555,4.390561592557815
17,gradients/encoder.roberta.encoder.layer.11.attention.self.key.weight,0.07640587869772238,0.03947424215550783,0.00024784386839767894,0.028041762747814104,0.07976747872353634,0.01574305778423453,0.0,1.9639136237698414,107.08311680315279
18,gradients/encoder.roberta.encoder.layer.11.attention.self.query.bias,0.05807888414740641,0.02552371065824877,0.00018593305168929238,0.02442675885520277,0.06852642721252405,0.013635727031935269,0.0798058367370111,0.3557344923811342,10.16533433383802
19,gradients/encoder.roberta.encoder.layer.11.attention.self.query.weight,0.0028831561429457685,0.0024728637927225604,1.734568982914125e-06,0.0010168387246962637,0.0056176814504771055,0.0013170303652209178,0.0,0.5685656708899465,52.681970239606486
20,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,0.009188342753167725,0.009111186410891257,4.585310280937579e-08,0.008780613257048436,0.009549274381533475,0.00021413337621523223,0.06806738939127603,1.6265555590578202,26.942280277327125
21,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.bias,0.043733694170017226,0.03439087877791229,9.48559337882538e-05,0.021798012043179656,0.05877814021323985,0.009739401100082397,0.02391433553986339,-0.19540328840147111,0.8969089262859811
22,gradients/encoder.roberta.encoder.layer.10.output.dense.bias,0.0035302733268133073,0.002897271389204673,3.6779711601965876e-06,0.000990686267421488,0.008308890966170754,0.0019178037334921494,0.004429196749904353,0.018125988693281386,0.8244333056189044
23,gradients/encoder.roberta.encoder.layer.10.output.dense.weight,0.3679479818051391,0.41206340463896934,0.008616783211784348,0.11800186369322149,0.4641494043032549,0.09282662986333401,0.0,0.3876768217039638,83.58935902142593
24,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.bias,0.041225684233832334,0.03697859081175183,1.6463384899059092e-05,0.028015279307085875,0.04131065991037261,0.0040575096918008795,0.0,-1.6439244652532656,15.031957544076358
25,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.weight,0.10847278853856647,0.11518446914236344,0.00020752817813649596,0.07232090110004631,0.11722324150947332,0.014405838335085476,0.0,-0.9542057481313456,259.8807824854741
26,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,0.11656975692156911,0.17812004792593533,0.0014165486824304274,0.052452208763292776,0.18586537999597907,0.037637065273883046,0.0,0.7377410833165232,20.341696909398152
27,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.bias,0.07990851545284071,0.05739850945842461,0.00039429454285437615,0.019699019190952245,0.09802210615016536,0.019856851282478064,0.0,0.18262827627221861,-0.0878446439011416
28,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.bias,0.02528873566543781,0.015656098040909273,0.00011105342522758995,0.009360445622750176,0.04546119370225259,0.010538188896945013,0.0,-0.11831982387285091,0.6543501223986766
29,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.weight,0.5018159368599293,0.1003933262065436,0.01419409971273674,0.07045228723325551,0.5076000778432024,0.11913899325047551,0.0,0.17917555878285568,9.792276885298833
30,gradients/encoder.roberta.encoder.layer.10.attention.self.value.bias,0.29389890976882543,0.26880589504954194,0.009710550941274865,0.185456956458045,0.5643357028020809,0.09854212774887168,0.0,-0.07196088291446452,1.0893535703688664
31,gradients/encoder.roberta.encoder.layer.10.attention.self.value.weight,0.00972174855758206,0.008141049072163788,1.0634467648877901e-06,0.007377246738917808,0.011114436389971158,0.0010312355525716119,0.07478945470921773,2.5070215102055724,596.5963663177301
32,gradients/encoder.roberta.encoder.layer.10.attention.self.key.bias,0.7686105675960104,0.4558620252957677,0.02671795491091795,0.18759464237722487,0.8126948573970263,0.1634562782854117,0.034842070430064244,1.8666118071163744,22.17512180281545
33,gradients/encoder.roberta.encoder.layer.10.attention.self.key.weight,0.04343149625266347,0.048766110571280205,3.3325215518341367e-06,0.04301374045148185,0.04996863629080272,0.0018255195292940208,0.0,-0.24738695241753195,74.45650628675418
34,gradients/encoder.roberta.encoder.layer.10.attention.self.query.bias,0.026650763635421758,0.03015741246324641,1.3689973800663965e-05,0.024178625666130625,0.03577735944824364,0.003699996459547386,0.08521234542630637,0.21885524565106185,8.872081593822623
35,gradients/encoder.roberta.encoder.layer.10.attention.self.query.weight,0.026425464329124626,0.037016429910303364,0.00011514371651658019,0.005660941865536913,0.041267119318353265,0.010730504019695978,0.010348535773039447,2.4120929932522577,617.1192828609536
36,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,0.2112853204010351,0.1808422951105572,0.001884933881551913,0.10352530738772033,0.2774600359686578,0.0434158252432443,0.026848724445832507,7.365559611810467,121.53571571052248
37,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.bias,0.5349145680276152,0.32224018350850525,0.016402855678548538,0.2216725080750368,0.6513751484381084,0.1280736338148827,0.0,0.15332944311007668,-0.2539905035447898
38,gradients/encoder.roberta.encoder.layer.9.output.dense.bias,0.03468590701734172,0.05130359572252174,0.00017748055466571994,0.015684253930993534,0.05821603885854228,0.013322182804097686,0.0012786313058978805,0.24431385226260405,1.166387300630024
39,gradients/encoder.roberta.encoder.layer.9.output.dense.weight,0.006473024032992886,0.008393064140376908,6.913264385528602e-07,0.005771385964849788,0.008672964872352149,0.0008314604251271634,0.0,2.613017965017924,171.41493779992146
40,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.bias,0.01061694077890881,0.011180193220185602,9.910856764222616e-07,0.008340345603320467,0.011464832038858461,0.0009955328605435725,0.0,-2.481719844808105,40.57099249368726
41,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.weight,0.055499384285399064,0.06239783425638334,0.00023955953463320194,0.031597675494399055,0.0770756391919522,0.015477710897717862,0.0940840254088955,0.9932632993265761,95.47225549054201
42,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.weight,0.008292398433627168,0.024579513539015007,8.57936611126352e-05,0.00808531774519223,0.04315267505492149,0.009262486767204228,0.045700293435699674,6.076612870090452,96.4994945402546
43,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.bias,0.05823186692414667,0.05214876561081201,0.0002835932849264529,0.024530675560263216,0.08523025245330901,0.016840228173234606,0.0,0.2937580285361424,0.5498490470230849
44,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.bias,0.036203284442137766,0.0349290016781351,7.868198985107983e-06,0.03457353831837177,0.04261510155879856,0.0028050310132167675,0.03265132321066399,0.023041434159158186,1.6411055204398657
45,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.weight,0.605656732969115,0.8792217085542952,0.02532757100252137,0.37865614980528167,0.90434371917557,0.15914638231050515,0.03792819647894258,0.018829461189008412,26.103916019788397
46,gradients/encoder.roberta.encoder.layer.9.attention.self.value.bias,0.023526543422756473,0.030018761840197965,7.94710248873948e-05,0.006764383015337146,0.03886917738759848,0.008914652258354944,0.0,0.27513717713687796,2.5832714303632986
47,gradients/encoder.roberta.encoder.layer.9.attention.self.value.weight,0.1253471440083577,0.1391208267299976,0.0001118634989605879,0.10035746509765377,0.139149385715963,0.010576554210167979,0.0,24.620778381817583,5477.989051075869
48,gradients/encoder.roberta.encoder.layer.9.attention.self.key.bias,0.0027614687466265063,0.007895395954009376,2.949165258912874e-06,0.0011407879861809527,0.00800313898382234,0.0017173133840136393,0.0,0.42301123686324527,15.858657741124048
49,gradients/encoder.roberta.encoder.layer.9.attention.self.key.weight,0.030453662503245178,0.022434022376406217,3.672189653373707e-05,0.009479986448874203,0.030478542628305152,0.006059859448348353,0.0,-2.386243838768112,441.08671468388684
50,gradients/encoder.roberta.encoder.layer.9.attention.self.query.bias,0.0816705974114816,0.05331547427034722,0.00016427370925020402,0.045507539652902516,0.08993831920267606,0.012816930570548475,0.0,-0.11246890523417859,10.440931664778335
51,gradients/encoder.roberta.encoder.layer.9.attention.self.query.weight,0.043091204561129054,0.04384336694970613,1.1046239535732854e-06,0.04167961375113031,0.04503039744847255,0.0010510109198163277,0.0,0.2551406199236853,9777.76191346523
