Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,gradients/fc2.bias,0.6077449604009768,0.6303967817199772,0.014166432057134352,0.39040667014297736,0.7951527455461624,0.11902282158113368,0.04901874223182473,,
1,gradients/fc2.weight,0.7266396511726455,0.7460165596233287,0.006512748380823814,0.4692359100592034,0.7588609983647552,0.0807016008566368,0.04411236538160607,-0.21581993453020168,0.5582296387553145
2,gradients/fc1.bias,-0.1758830715360489,-0.178097135707602,0.00028368523849416397,-0.20116894628077667,-0.1392625297425595,0.01684295812778235,0.0208326823410813,0.4111594417829531,3.1223465608928342
3,gradients/fc1.weight,-0.2758204025500665,-0.3888432900902975,0.0037971241336213603,-0.4030158054884927,-0.21685587647835297,0.06162080925808641,0.0,0.2086519993331702,6.183992274351305
4,gradients/convs_code_file.2.bias,0.018222497006423356,0.1924713551591894,0.030204270198721253,-0.16531500368106886,0.3623809184438701,0.17379375765176763,0.09022251852272505,0.4075644962469837,2.47706123379463
5,gradients/convs_code_file.2.weight,1.7135204762887672,1.7405830305200796,0.14671092987460346,0.3361710119517831,1.9554739163342703,0.38302862800919135,0.03244575289150041,-0.4512063329067884,7.019608205215727
6,gradients/convs_code_file.1.bias,0.17547708201218654,-0.06838620690731995,0.012800681773215023,-0.13348839796993234,0.2769787868178156,0.11314009799012528,0.0056262899340867815,-0.2675811689777917,1.7296620795716966
7,gradients/convs_code_file.1.weight,-1.163479831334973,-1.2896776629881994,0.00803420076664674,-1.0599235868703945,-1.3689370701419161,0.08963370329651058,0.04644625431536497,-1.4185416209080184,12.407621860558592
8,gradients/convs_code_file.0.bias,0.3537203034109072,0.357923796237668,1.2956264474201854e-05,0.3500628200773256,0.36280497141842605,0.0035994811395812774,0.0,-0.2185183393230364,2.232699296883163
9,gradients/convs_code_file.0.weight,-0.9087930203197605,-1.1853078602892728,0.0180843825654293,-1.2292717236764346,-0.8183201359010636,0.1344781862066462,0.0,0.37664863494619516,8.697418492844344
10,gradients/convs_code_line.2.bias,2.8506588049344024,2.097247032829394,0.047565041471895705,2.004142361593031,2.9123944178742587,0.21809411150211222,0.10531844774883704,0.6038095414026295,0.19629619552714342
11,gradients/convs_code_line.2.weight,-3.397794083022255,-3.4923280006408755,0.0028671414897832037,-3.385426812989591,-3.5690520481465176,0.0535456953431679,0.05418736039352415,-0.3790274639059419,3.418510852931165
12,gradients/convs_code_line.1.bias,-3.7639772062318904,-3.136735324359332,0.5331618160720482,-0.9918575489344963,-3.853022805395006,0.7301793040562353,0.0,-0.172337167917754,-0.17560750246880502
13,gradients/convs_code_line.1.weight,-4.402898883358666,-4.317402769568829,0.005997079416129901,-4.55116857037502,-4.247737171088425,0.07744081234162006,0.0,-0.02856240519179246,4.216824304921954
14,gradients/convs_code_line.0.bias,-0.17115224626712522,-0.10726180278585055,0.0030263601525781477,-0.07093332719884875,-0.29295769579275055,0.05501236363380735,0.0,0.08391731898704867,1.2622926810470112
15,gradients/convs_code_line.0.weight,-2.050497916247644,-2.7706467107518415,0.2699325642536367,-3.286808410538661,-1.39790189936622,0.5195503481411949,0.0,0.3080453041305954,6.594623293669199
16,gradients/embed_code.weight,0.13437096066157223,0.09017887666396804,0.003735182167496267,0.01725142049007651,0.2006731602016,0.061116136719334246,0.0023123735789468145,75.08455791079888,51176.81445161151
17,gradients/convs_msg.2.bias,0.016234902100477514,-0.004488924405686415,0.001365995047226225,-0.00803464694091226,0.1058509153343028,0.03695937022226371,0.03509657891369355,-0.01922924894567743,-0.9789876910602817
18,gradients/convs_msg.2.weight,0.7764375409022656,2.203596483519881,0.3063863678459157,0.38882912511226797,2.478074986098045,0.5535217862432479,0.062324023857363416,-0.06795630689584121,2.8597974296049546
19,gradients/convs_msg.1.bias,0.416830405909066,0.3015912687027523,0.173065708213704,0.2636218775957884,1.4309705087861198,0.4160116683624439,0.0,0.40012959580476964,0.24026324413443992
20,gradients/convs_msg.1.weight,0.3670686123292585,0.49163065890837,0.006653737603191546,0.3392421150755682,0.5615237076117808,0.08157044564786713,0.02002469145762717,-0.06039545119974507,2.924769223833332
21,gradients/convs_msg.0.bias,-0.3636458382915069,-0.019616154558211783,0.023006051516227956,-0.538726658933274,0.11214736903572893,0.1516774588270387,0.04123870120242948,0.8441382630600683,1.0252079844899158
22,gradients/convs_msg.0.weight,-3.829113295223424,-3.7980848298704135,0.005527296439166347,-3.953126894652247,-3.694732302554033,0.07434578965325757,0.011480674893297772,0.526518247064105,6.756961892573287
23,gradients/embed_msg.weight,0.35335062643448,0.32007506318412693,0.0005674400902575139,0.3107783998159102,0.39937696610412343,0.023821001033911125,0.0,-5.135589255891499,2004.5406641453365
