layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03640963197346569,0.24384699476676083,4.783843038997394e-06,0.2171070617827421,0.2833562071843605,0.007348929750391973,0.06550223024371755,0.5903677441596109,-413.1217326022033,0.2535564885492846,0.0020520823663752
fc1.bias,0.4496742534950443,0.44436096613143466,6.751866565847477e-06,0.3959691649793342,0.49863595372571934,0.0946620678525043,0.10291663104864894,0.13021378431396222,-463.5238405508808,0.3999841881596711,0.0027161894859729
convs_code_file.2.bias,0.46380161791412056,0.29904966066234717,2.848710048436797e-05,0.2664691167295937,0.33243579256999356,0.019504652873771285,0.0,0.684247790731558,-458.29741355513704,0.323361699894322,0.0054336259386177
convs_code_file.1.bias,0.7787298504929051,0.45118302159917006,3.3407601557060255e-05,0.40318812347817723,0.5364741694868063,0.0999315162028435,0.0,-16.566438977534062,-70.73272884949972,0.4355592345783736,0.0056695425141346
convs_code_file.0.bias,0.22378959887005836,0.33084778553288957,5.115434014389098e-05,0.2882250286041184,0.38969981520457986,0.11015110263398491,0.0,1.0447268012557334,-459.8895412150573,0.3167603789513433,0.0069290503003964
convs_code_line.2.bias,0.04111608723144723,0.019868803307728257,8.258775663986323e-05,0.01583241740723843,0.023260709970610423,0.014986831837542165,0.02597610562990475,0.29911205846586764,-464.58304887402966,0.0179941039890904,0.0092878516047863
convs_code_line.1.bias,0.019368997336095446,0.3982540726616587,2.057150084556899e-05,0.3392716868259938,0.46307801720577224,0.011893194546478135,0.0,0.03915968487355487,-464.17933784004146,0.3380311722801019,0.0040081950173526
convs_code_line.0.bias,0.03874115068707916,0.27946156978173936,3.1999840709113494e-05,0.2358459846913418,0.31855227672406156,0.007161071111199337,0.0,0.06697223437970423,-464.2234735874067,0.281315533899211,0.0060367629817739
convs_msg.2.bias,0.043373361775561066,0.24785671598531356,5.607272554342e-05,0.20002355122574672,0.2945771215595248,0.011813192159385803,0.0,0.5653509026180822,-463.065840753497,0.265927800935066,0.0083161090821707
convs_msg.1.bias,0.6976498150153528,0.3223585790686704,0.00010035335156212202,0.27120848806620895,0.3659019987711834,0.18345651006835795,0.029099955599434253,-1.107142569338107,-452.1400599283782,0.3382554962431377,0.0093657622982304
convs_msg.0.bias,0.021342460905080147,0.15195901213801655,7.040646663480522e-05,0.13649173316659924,0.1805617895238991,0.007384532825511106,0.0,2.8126581384455838,1836.8204765895723,0.1448155608672209,0.0083536486385435
