layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
fc2.bias,3.9628400756523194e-07,1.404479731919e-14,9.47316689704189e-08,4.372822560566752e-07,-3.1558510518864194e-05,0.0200467691820429,0.8331182934261768,-0.2007178244729547,0.06519605067018917,4.3517501806274057e-07,1.1851074769483995e-07
fc1.bias,3.724266565147785e-08,1.9099713448120964e-16,9.516247964016355e-09,5.728190730485975e-08,0.7224649448495858,0.1133428719451089,1.0218914370583103,1.210900169239988,0.0,2.6104164707244356e-08,1.3820171289865033e-08
convs_code_file.2.bias,9.268426363567137e-05,5.989745773802247e-10,1.1533964757318194e-05,0.00010063470860676438,0.8051789876384037,0.1374376907114736,0.12520894878228164,-0.46058740661188574,0.0,3.757082645784217e-05,2.447395712548801e-05
convs_code_file.1.bias,5.591407032220036e-08,3.964076080913976e-16,1.0505549122361415e-08,8.990880660570876e-08,-0.0001044009550747,0.0706972257171937,1.7883283512276713,3.38461065130135,0.10253289131078994,4.098313583529419e-08,1.9909987646691236e-08
convs_code_file.0.bias,5.22975673577207e-09,3.509254071571138e-18,1.0465863785339948e-09,8.58267677784334e-09,0.563354952842928,0.1337718840011416,0.4286122722104969,-0.9258242412654756,0.023114910050747534,2.5842173657778283e-09,1.873300315371547e-09
convs_code_line.2.bias,4.921868685944069e-07,5.72092864750456e-14,1.0439390202030084e-07,1.0221418821117556e-06,1.953889443484899e-05,0.039087298509953,2.4553729296301956,8.933724665835353,0.07209113765714924,2.060075029000545e-07,2.391846284255024e-07
convs_code_line.1.bias,1.3420061067552128e-06,5.036321278295446e-13,1.0304628805187259e-06,3.712966888636038e-06,6.742295416513179e-06,0.0432375307227778,2.2115681888021297,5.788590932887861,0.0,3.4449396265994243e-06,7.096704360684224e-07
convs_code_line.0.bias,2.669399809782641e-07,1.3420848704295773e-14,9.919157843916712e-08,4.519406065366703e-07,0.0005278906998377,0.0197473282303864,0.6416661862920415,-0.15748955039561832,0.04059710060995134,1.1311089031561333e-07,1.1584838671425586e-07
convs_msg.2.bias,2.1021320095952233e-08,2.366954771246709e-16,9.655542867144228e-09,5.664217874214484e-08,-0.0006588076272084,0.0546666985913124,4.713270513083619,30.157696574714578,0.04743306242123455,1.4191372867603505e-08,1.538491069602521e-08
convs_msg.1.bias,1.9146201454091542e-07,1.7545876479497782e-14,9.664340058264173e-08,5.425456886017756e-07,6.062533815187235e-07,0.0751172360038982,1.2598718258644686,2.4501559664001205,0.061325829317162565,2.3278212987838435e-07,1.324608488554176e-07
convs_msg.0.bias,1.2120122274257055e-08,1.085523064591453e-18,1.0452021035454844e-08,1.4066718104484388e-08,0.3357254763638286,0.0639204642931742,0.5664937672979604,-0.19723475705651777,0.0,1.3711617465389002e-08,1.0418843815853336e-09
