Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
0,parameters/classifier.dense.weight,1.951529411129433e-09,1.6342173639969264e-18,9.181351451013163e-10,4.895585987649627e-09,1.831291045712778e-06,0.020884424568294,-2.364074242532901,2.3398339486547455,0.06382108775377311,9.944714827216033e-10,1.2783651137280482e-09
1,parameters/classifier.out_proj.weight,1.0498306435682294e-07,8.649467855276639e-18,9.488235278998114e-08,1.0523278133262882e-07,-4.371185445960871e-05,0.0187137944230178,-1.4886124772914762,2.530216284961771,0.014188752203004995,9.737889124124768e-08,2.9409977652620946e-09
2,parameters/encoder.roberta.embeddings.word_embeddings.weight,5.124302379629895e-07,2.125989717658023e-14,9.92300846497117e-08,5.885966829289626e-07,-0.0113615072623671,0.1283658394965572,1.652971245871416,3.8034561299970746,0.02207200312141786,3.215871751985129e-07,1.4580774045495742e-07
3,parameters/encoder.roberta.embeddings.position_embeddings.weight,3.307171942295907e-08,3.144997598453074e-16,9.46400233317885e-09,7.226914424023551e-08,0.0003445132038981,0.0755137771931206,2.6893955486459378,10.82522781014734,0.0,3.9360388498515895e-08,1.773414107999898e-08
4,parameters/encoder.roberta.embeddings.token_type_embeddings.weight,3.5547462516587373e-06,6.0358311677306035e-12,9.576693201780078e-07,9.191721798078193e-06,-0.0002076929983255,0.0251005607441857,4.0027503892370735,21.136145629869045,0.009546594575592038,7.437073097641465e-06,2.4567928621946546e-06
5,parameters/encoder.roberta.embeddings.LayerNorm.weight,1.1007997607725944e-08,9.70650084714508e-19,9.492958895189109e-09,1.2775976655913004e-08,0.3357254763638286,0.0639204642931742,0.3893880304225769,0.2229620641883726,0.0,1.2453459531315466e-08,9.852157554132537e-10
6,parameters/encoder.roberta.encoder.layer.0.attention.self.query.weight,3.871528994007564e-06,2.572791649021853e-12,1.0018414534728013e-06,6.537418487498887e-06,8.546326140564047e-05,0.1016103293044025,1.0274314567206766,1.5554201442078703,0.0,1.370798958471532e-06,1.6039924092781276e-06
7,parameters/encoder.roberta.encoder.layer.0.attention.self.key.weight,1.2756140273245336e-07,1.2570555867009977e-16,1.0054802383408283e-07,1.382591740611179e-07,0.000112793106243,0.1006120468130983,1.4485358568174063,2.3473215313265303,0.05181601308909936,1.037456282892393e-07,1.1211849029937024e-08
8,parameters/encoder.roberta.encoder.layer.0.attention.self.value.weight,2.851835098023623e-09,3.178624138642767e-18,9.60771139749828e-10,7.337961863581931e-09,3.158816936226893e-05,0.0397860407903909,1.7619504023936612,3.2721793745920693,0.05229658614508177,3.2135227452298164e-09,1.7828696359080119e-09
9,parameters/encoder.roberta.encoder.layer.0.attention.output.dense.weight,1.8376357396550847e-07,1.9432604091011315e-15,9.031554346138228e-08,2.3183855664296314e-07,3.304292350580742e-06,0.0403816936415788,3.0734143671590175,12.761843787390468,0.014026868787777369,1.0424079229278162e-07,4.408242744111459e-08
10,parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.weight,8.18394668799292e-09,7.213622060536989e-18,1.0627807818119607e-09,1.0320388182466334e-08,0.6156525901945613,0.0974861908782125,1.7343635458963707,2.8354416695282465,0.0,3.797892540271611e-09,2.6858186946510346e-09
11,parameters/encoder.roberta.encoder.layer.0.intermediate.dense.weight,4.345308999343701e-08,2.8298239105838517e-16,9.520657073123818e-09,6.221860515112278e-08,-0.0113346586189311,0.0607580357729595,2.8823274333645097,9.565039560987834,0.03037525879911216,5.0342267824638016e-08,1.6822080461654713e-08
12,parameters/encoder.roberta.encoder.layer.0.output.dense.weight,2.545260787613524e-05,5.964441001938352e-11,9.841709904150573e-06,3.577853575293142e-05,-0.000112760096662,0.0509716953262455,4.420952540769639,23.729142824188486,0.0,3.525902967370349e-05,7.722979348631168e-06
13,parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.weight,2.2739572171803078e-06,1.260519948992152e-13,1.098555477617546e-06,2.365038032088418e-06,0.5109690259462994,0.1123735305669006,0.3543015285814729,-0.22030395378049294,0.0,1.5269653727039495e-06,3.5503801894897844e-07
14,parameters/encoder.roberta.encoder.layer.1.attention.self.query.weight,2.475174365904605e-07,2.3931109046508343e-14,1.0633239116151483e-07,6.929103741591661e-07,0.0001951886705329,0.0759863889472458,1.273994754411115,2.0991304790162433,0.030081600847012304,6.595199138796256e-07,1.5469682946495165e-07
15,parameters/encoder.roberta.encoder.layer.1.attention.self.key.weight,2.9243944979657977e-06,5.607846704280132e-13,9.0920118833812e-07,3.2487223211097466e-06,-3.776269572425157e-05,0.0745593718141202,1.8486525866561185,4.7142303890185,0.07791311210044156,2.818126295275521e-06,7.48855573811141e-07
16,parameters/encoder.roberta.encoder.layer.1.attention.self.value.weight,4.262638983411777e-08,1.263968001536033e-16,1.0604928729096962e-08,5.4560825638834553e-08,0.0001040482220213,0.0421736568456787,1.6029653359140963,3.4170929760592603,0.055218682146342735,4.761573031808074e-08,1.124263315036132e-08
