word,value
nova/api,1.0
1125378,1.0
manner,1.0
grepping,1.0
standardizing,1.0
stringifying,1.0
streamrequesthandler,1.0
quota_classes,1.0
nova.exception,1.0
lock_prefix,1.0
codestud.com,1.0
nova.common,1.0
scsi,1.0
1184807,1.0
validations,1.0
removes,1.0
dfm,1.0
facing,1.0
describe_resource,1.0
deadlock,1.0
use_ipv6,1.0
unofficial,1.0
start_lpar,1.0
/var/lib/nova/instances/_base/ephemeral_0_500_windows,1.0
services,1.0
confirms,1.0
complaints,1.0
throughout,1.0
happen,1.0
synonyms,1.0
derive,1.0
softtabstop=4,1.0
db_replicator,1.0
instance_name,1.0
pbd,1.0
task_log,1.0
nova-cells,1.0
impacted,1.0
unprotected,1.0
hyper-v.,1.0
region,1.0
wipe,1.0
indexes,1.0
hosted,1.0
he/she,1.0
volume_type,1.0
copy_volume_to_image,1.0
pertinent,1.0
get_glance_client,1.0
providing,1.0
os-aggregates,1.0
most,1.0
utc,1.0
databases,1.0
vir_domain_start_paused,1.0
iptablesfirewalldriver,1.0
fallout,1.0
identify,1.0
specifying,1.0
diff_dict,1.0
filenames,1.0
uncertainty,0.9992131493902182
nail,0.997776556517525
cstringio,0.9972094947503432
pure,0.996046731645307
power-on,0.9911958298323102
phase,0.9884687743431364
QNetworkAccessManager,0.9881925958865688
labels,0.9876324453502958
ensure_filtering_rules_for_instance,0.9873956466192678
often,0.9860019534954304
remote_consoles,0.9856588828269915
black,0.9856382902698524
problem,0.9853356490484694
slipped,0.9837395626917312
input validation failure,0.9821334483100372
volume.usage,0.98131974296521
ifdef,0.9811196947446824
e122,0.9784346659523278
crashed,0.9752016221964924
image-download,0.975186124307006
incompatible library,0.9750882229669082
status,0.9747419258039668
exception,0.972469982572447
core dump,0.9718932736981412
unsetting,0.9718890044273923
push,0.971663859121392
vlans,0.9715645808752846
item,0.9712969207468932
hashes,0.9705903990043642
test case,0.9702947463760092
crashes,0.9665859110668922
then,0.9658111623312547
mismatched,0.9652782942800204
1177584,0.964162414166248
contention,0.9635086671099706
chowns,0.9603457734272806
arguably,0.9602780493384572
begin_detaching,0.9599821389064364
accessed,0.9586996019960408
parsing,0.9565904678455818
skipping,0.955435399168215
2013.2,0.9518220451646752
QMainWindow,0.9518075850171456
close,0.95095585273865
putting,0.9504751115562986
resolve,0.950295984738457
QWidget,0.948677421708134
python-rtslib,0.9486330585590732
volume_name_template,0.9479620704793578
regression,0.9468395830117952
build failure,0.945819571165263
advertise,0.944898616200287
intermittent,0.9441220104019128
content,0.942979809985548
5ff534d,0.9429111049278884
listdevices,0.9419800979227274
custom,0.9413126834744212
