Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,parameters/conv2d.bias,1.3258584351376907,0.01043038109130853,-0.2147941380709653,0.20749470135355688,-0.011291135192926035,0.0940009787609524,1.0083621803432319,-0.8671419434382681,0.0,0.10212923720124685
1,parameters/conv2d_4.bias,0.8560356132209915,0.004202764936779927,-0.2903450010654148,0.07376436916430759,-0.04107456941418311,0.0649698545537963,1.1263079695128406,-0.05059248903014006,0.061813259586445755,0.06482873542480981
2,parameters/conv2d_8.bias,1.2413227214859994,0.007049112014515818,-0.3235169226826039,0.10979556441490279,-0.0849199374227795,0.0799971838020091,1.9268737230602928,2.852244619907501,0.0,0.0839589900756069
3,parameters/conv2d_1.bias,0.4223614639444716,0.001326781019385144,-0.13348266098519182,0.06381782029814952,-0.010357765326892344,0.0407820874321419,0.7109678452849093,0.2264480025921209,0.08119212610229293,0.03642500541366076
4,parameters/conv2d_2.bias,0.5062268155446623,0.002685292478725179,-0.23307258650831747,0.08961664607404289,-0.02109649339168354,0.0533447512787921,1.9211686823330099,3.9405510922159563,0.07200731606081759,0.05181980778356124
5,parameters/conv2d_5.bias,0.41635362181729973,0.0011097805759191753,-0.11485401701524867,0.08274843811853719,0.00518163356411865,0.0311073940537198,1.3991304700270384,0.894867775924232,0.0,0.033313369327032154
6,parameters/conv2d_6.bias,0.273605272934517,0.000867272200257118,-0.12902481824998993,0.08399355593040925,-0.0011630767674352925,0.0315077205560388,1.6712247356314118,2.236134488471391,0.007054789306188449,0.02944948556863298
7,parameters/conv2d_3.bias,0.5821491473235136,0.0031807031139928377,-0.25178888714210446,0.06228608707103041,-0.03128831361262712,0.058482287166721,1.6504408637670458,1.3518186053343904,0.08146184210153094,0.05639772259580034
8,parameters/conv2d_7.bias,0.3269026167702975,0.0007512826099523891,-0.147763136457996,0.09962372702033488,-0.0027865827860692576,0.0291372280086127,1.732617458779942,1.734551213508506,0.0,0.027409535018901632
9,parameters/conv2d_9.bias,0.5882209692928935,0.0023646338740189593,-0.26343878922789743,0.08207028954546368,-0.01727728295866643,0.0501008673163845,1.1890092266165302,-0.2186396148977387,0.034466898821500516,0.04862750121093012
10,parameters/conv2d_10.bias,0.32849247300600387,0.001421157782821908,-0.1800073736959149,0.0749180530211187,-0.007204352443391933,0.0406105019834624,1.0350903743054782,0.6320960146723811,0.007009038553446539,0.03769824641574075
11,parameters/conv2d_11.bias,0.3939581458422592,0.0014277264293431418,-0.1890838194369412,0.06654161278370183,-0.010815511432326064,0.042220820120531,2.031493636456455,4.059643247390052,0.0,0.037785267358365265
12,parameters/dense.bias,0.3659524308006882,0.0009076599747797512,-0.1267202723761842,0.0826939128272708,0.004568017718551613,0.0294783448905195,0.9273846926345324,-0.13853089558964232,0.09141811846426486,0.0301273957517039
13,parameters/dense_1.bias,1.2824567888793137,0.006449790252362745,-0.22967579554696346,0.1398225987457655,-0.0019357518308434419,0.0875716299649864,0.7725025165676273,0.32376795010117354,0.0,0.08031058617867744
14,parameters/dense_2.bias,8.195336108476104,0.0,-0.45575489960459936,-0.45575489960459936,-0.45575489960459936,0.0,7.623854127139021,59.1263200807797,0.0,0.0
